,Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason,Abstract2
61,2015,"Washington, C.",CM Washington,"CM Washington - Principles and Practice of Radiation Therapy-E ..., 2015 - books.google.com",Principles And Practice Of Radiation Therapy-E ...,Surface And Sectional Anatomy,"• Compare and contrast aspects of anatomic positioning, anatomy features, and organ/tissue location used by the radiation oncology team for treatment planning and delivery. ...",https://books.google.com/books?hl=en&lr=&id=zzmwbwaaqbaj&oi=fnd&pg=pa388&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=4de1_iw9bs&sig=r6oegj-71bvqezo6oxo-zczszdq,Google Scholar,TRUE,2,,Abstract not interrogated
62,2016,"Tear, M.",M Tear,"M Tear - Small Animal Surgical Nursing-E-Book, 2016 - books.google.com",Small Animal Surgical Nursing-E-Book,8 Surgical Procedures,During a surgical procedure the veterinarian’s complete attention needs to be directed to the procedure being performed. Even the simplest of procedures can take a turn for the worse if ...,https://books.google.com/books?hl=en&lr=&id=bb1udqaaqbaj&oi=fnd&pg=pa129&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=mh2lakukbw&sig=lsic9gwqhvohpd1y-mihzrysexw,Google Scholar,TRUE,4,,Abstract not interrogated
63,2016,"Konturek, A.","A Gałczyński, E Cieplińska, A Konturek","A Gałczyński, E Cieplińska, A Konturek - Polish Journal of Surgery, 2016 - ppch.pl",Polish Journal Of Surgery,Habitual Intentional Foreign Body Ingestion–A Literature Review,Foreign body ingestion is a commonly reported clinical problem. There are no data to evaluate the prevalence of this phenomenon in Poland. In the United States the annual death rate ...,https://ppch.pl/api/files/view/69263.pdf,Google Scholar,FALSE,,,No abstract available
64,2016,"Cieplińska..., A.","A Gałczyński, E Cieplińska...","A Gałczyński, E Cieplińska... - Polski Przegląd ..., 2016 - Index Copernicus",Polski Przegląd ...,Nawykowe Celowe Połykanie Ciał Obcych–Przegląd Piśmiennictwa,,,Google Scholar,TRUE,1,,No abstract available
65,2016,"Saad, M.",MN Saad,"MN Saad - IEEE pulse, 2016 - ieeexplore.ieee.org",Ieee Pulse,Could Al-Zahrawi Be Considered A Biomedical Engineer?,"In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had ...",https://ieeexplore.ieee.org/abstract/document/7432067/,Google Scholar,TRUE,5,,"In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had a wide reputation in Europe during the Middle Ages. Herein, besides recalling that he was a surgeon, the intent is to spotlight his talent in biomedical engineering. Important contributions in surgical instruments come up readily in a review of his work, contradicting the view some have maintained of him as a mere compiler. He was a true inventor, creating many surgical instruments that were not known in the Greco-Roman era. Quite early, he produced contributions influencing surgical procedures in Europe from the 14th to the 18th centuries. As a problem solver, he was aware of anatomical and physiological problems, and he moved through design, methods of manufacturing, and practical applications. The illustrations of such instruments in his encyclopedic work, Al-Tasrif, reflect his willingness to teach."
66,2016,"Yeom..., C.","CW Lim, MH Park, HJ Do, JS Yeom...","CW Lim, MH Park, HJ Do, JS Yeom... - Pediatric ..., 2016 - synapse.koreamed.org",Pediatric ...,"Factors Associated With Removal Of Impactted Fishbone In Children, Suspected Ingestion",Purpose The management and clinical course in pediatric patients who had ingested foreign body were investigated retrospectively to evaluate the frequency and factor associated with ...,https://synapse.koreamed.org/articles/1080895,Google Scholar,FALSE,,," Purpose
The management and clinical course in pediatric patients who had ingested foreign body were investigated retrospectively to evaluate the frequency and factor associated with successful removal of fishbone foreign body.
Methods
Based on the medical records of patients younger than 15 years old who visited emergency room because of foreign body ingestion from January 1999 to December 2012, the authors reviewed clinical characteristics including type of ingested foreign bodies, time to visits, managements and complications.
Results
Fishbone (50.1%) was the most common ingested foreign body in children. Among 416 patients with ingested fishbone, 245 (58.9%) were identified and removed using laryngoscope, rigid or flexible endoscope from pharynx or upper esophagus by otolaryngologists and pediatric gastroenterologists. The kind of ingested fish bone in children was diverse. The mean age of identified and removed fishbone group was 7.39 years old, and higher than that of unidentified fishbone group (5.81 years old, p<0.001). Identified and removed fishbone group had shorter time until hospital visit than the unidentified fishbone group (2.03 vs. 6.47 hours, p<0.001). No complication due to ingested fishbone or procedure occurred.
Conclusion
Older age and shorter time from accident to hospital visit were the different factors between success and failure on removal of ingested fish bone in children."
67,2016,"Maglen, K.",K Maglen,"K Maglen - The English System, 2016 - manchesterhive.com",The English System,1892,"100 The English System began its march westward. 2 The first was the outskirts of Paris, where the disease was identified in late March. It was believed to have been a recrudescence ...",https://www.manchesterhive.com/abstract/9781526111999/9781526111999.00008.xml,Google Scholar,TRUE,2,,"Chapter Three focuses on the cholera epidemic of 1892. Generally overlooked in histories of cholera or sanitation, this was the first epidemic to test the new English System and the confidence displayed by antiquarantinists both internationally and at home in the prophylactic capacities of the sanitary zone. Yet as the disease approached, even its most stalwart proponents began to lose their nerve. Their diminished faith in the surety of sanitary surveillance was linked directly to the widespread perception that Eastern European, primarily Jewish, immigrants and transmigrant (en route to America), were the prime conduits of the disease. Temporary measures were aimed directly at the migrants and appeared to contradict the long-standing assertions of antiquarantinists. The chapter explores whether the migrants came to represent a different subset within the categorisation of port diseases, and how they came to represent another notion of space or locality within the sanitary zone."
68,2016,"Chen..., J.","JH Lin, J Fang, D Wang, HZ Chen...","JH Lin, J Fang, D Wang, HZ Chen... - Journal of Digestive ..., 2016 - search.ebscohost.com",Journal Of Digestive ...,"Chinese Expert Consensus On The Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract (2015, Shanghai, China).",The article focuses on a study regarding management of foreign bodies present in the upper gastrointestinal tract (UGIT). Topics discussed include significant number of cases of ...,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17512972&asa=n&an=114712546&h=vdcuedqueruxyux9lwnsc1zqaxu8ejif2x45tbqzpvlmaywdep4m%2bbzdhteg7lgu4%2fvtf5u8miicx276n7ylzq%3d%3d&crl=c,Google Scholar,FALSE,,,No abstract available
69,2017,"Kennedy..., G.","GJ Housler, S Cross, V Marcel, DO Kennedy...","GJ Housler, S Cross, V Marcel, DO Kennedy... - J Spec Oper Med, 2017",J Spec Oper Med,A Prospective Randomized Controlled Two-Arm Clinical Study Evaluating The Efficacy Of A Bioelectric Dressing System For Blister Management In Us Army ...,,,Google Scholar,TRUE,2,,Abstract not interrogated
70,2017,"Saleem, N.","NH Senussi, N Saleem","NH Senussi, N Saleem - Baylor University Medical Center ..., 2017 - Taylor & Francis",Baylor University Medical Center ...,Ingestion Of Computer Circuit Boards Causing Esophageal Impaction And Small Bowel Obstruction,"Foreign body ingestion is common in patients with psychiatric diagnoses. Ingested objects can become impacted in the upper and lower gastrointestinal tract, causing serious ...",https://www.tandfonline.com/doi/abs/10.1080/08998280.2017.11929541,Google Scholar,FALSE,,,"Foreign body ingestion is common in patients with psychiatric diagnoses. Ingested objects can become impacted in the upper and lower gastrointestinal tract, causing serious complications. We report a case of a schizophrenic who ingested large pieces of computer circuit boards, which impacted at the mid-esophagus, in the stomach, and in the cecum. Endoscopic removal of the esophageal object was unsuccessful, and the foreign objects were removed by esophagotomy and laparotomy. Expeditious removal through endoscopic or surgical means is extremely important, as complications can be life-threatening. This is the first report of ingestion of a computer printed circuit board."
71,2017,"Höllwarth, M.",ME Höllwarth,"ME Höllwarth - Newborn Surgery, 2017 - taylorfrancis.com",Newborn Surgery,Gastroesophageal Reflux In The Neonate And Small Infant,"Gastroesophageal reflux (GER) is a term that describes the backflow of gastric content into the esophagus, sometimes reaching even the mouth. It is a common phenomenon and ...",https://www.taylorfrancis.com/chapters/edit/10.4324/9781315113968-50/gastroesophageal-reflux-neonate-small-infant-michael-h%c3%b6llwarth,Google Scholar,TRUE,2,,"Gastroesophageal reflux (GER) is a term that describes the backflow of gastric content into the esophagus, sometimes reaching even the mouth. It is a common phenomenon and occurs in otherwise normal individuals several times during the day and night, especially after ingestion of fluids, e.g., soup, tea, coffee, or milk. The esophagus is a muscular tubular organ responsible for the transport of food from the mouth to the stomach. The esophagus has a parasympathetic innervation through the vagus nerve, which runs along the esophagus. Sympathetic innervation arises from postganglionic neurons of the sympathetic chain. Once food enters the esophagus, it is transported by a propulsive peristaltic wave into the stomach. Pathological reflux in this age group may be characterized by different symptoms. The most typical reported signs are regurgitation and effortless leak-out of milk or food after meals, between meals, and when asleep."
72,2017,"Vogel, H.",H Vogel,"H Vogel - Monitoring Detention, Custody, Torture and Ill ..., 2017 - taylorfrancis.com",Monitoring Detention,Radiology In The Documentation Of Torture And Ill-Treatment,"Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in ...",https://www.taylorfrancis.com/chapters/edit/10.1201/9781315211459-7/radiology-documentation-torture-ill-treatment-vogel,Google Scholar,TRUE,2,,"Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in detention. Torture and ill-treatment are usually committed in a clandestine fashion and using increasingly sophisticated methods with a deliberate attempt to reduce any physical evidence of its practice. Mistreatment and torture of others are instruments to torment prisoners. This chapter highlights the uses and the limitations of diagnostic imaging. Physical ill-treatment may include any part or parts of the body, including hand and arm, foot and leg, torso, genitalia, and head and neck. Ill-treatment involving the head can produce a spectrum of injuries from contusions, to lacerations, to hemorrages, to skull fractures and, in some cases, may be fatal injuries. The differential diagnosis for torture and ill-treatment includes common trauma and other pathologies."
73,2017,"Gurgel..., V.","VS Mannarino, DCS Pereira, WS Gurgel...","VS Mannarino, DCS Pereira, WS Gurgel... - Journal of forensic ..., 2017 - Wiley Online Library",Journal Of Forensic ...,Self‐Embedding Behavior In Adults: A Report Of Two Cases And A Systematic Review,"Self‐embedding behavior (SEB) is the repeated insertion of sharp objects, such as needles or pins, into the soft tissues of abdomen, limbs, and other body parts. In this study, two cases ...",https://onlinelibrary.wiley.com/doi/abs/10.1111/1556-4029.13359,Google Scholar,FALSE,,,"Self-embedding behavior (SEB) is the repeated insertion of sharp objects, such as needles or pins, into the soft tissues of abdomen, limbs, and other body parts. In this study, two cases of SEB were reported and the scientific worldwide literature reviewed. Thirty-two cases of SEB were identified through systematic searches in the main bibliographic databases. Mean age was 35 years (SD = 8.97). Just over two-thirds of the patients were female. Although the number of embedded objects could be as high as 200, major clinical and surgical complications were uncommon and mortality was null. Patients with SEB presented three major diagnoses: psychotic (25%), personality (21.9%), and factitious (28.1%) disorders. The practice of SEB largely went undetected as the patients themselves did not bring it to the attention of family members or physicians and usually denied they have engaged in SEB. A high level of suspicion is required to avoid a missed diagnosis."
74,2018,"Fara, A.","AM Omar, AA Ali Fara","AM Omar, AA Ali Fara - Arch Dairy Res Technol: ADRT-106. DOI, 2018 - academia.edu",Arch Dairy Res Technol: Adrt-106. Doi,"Ingestion Foreign Bodies In Rumen And Reticulum Of Shoats In Hargeisa, Somalia: Preva-Lence And The Associated Risk Factors",Shoats are primarily the domestic animals of Somali pastoral communities that ensure food security and economic growth of the country but recent years were decreased due to the ...,https://www.academia.edu/download/57733247/ingestion_foreign_bodies_in_rumen_and_reticulum_of_shoats_in_hargeisa_.pdf,Google Scholar,TRUE,4,,
75,2019,"Sandison..., E.","EB Chevretton, I Pai, S Haikel, A Sandison...","EB Chevretton, I Pai, S Haikel, A Sandison... - The Journal of ..., 2019 - cambridge.org",The Journal Of ...,"Proceedings Of The 153Rd Semon Club, 13 November 2017, Ent Department, Guy'S And St Thomas' Nhs Foundation Trust, London, Uk","Discussion At the 153rd Semon Club, the panel were surprised by the lack of nasal crusting in this patient. As the findings were negative for cytoplasmic ANCA, Mr Shahzada Ahmed ...",https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/proceedings-of-the-153rd-semon-club-13-november-2017-ent-department-guys-and-st-thomas-nhs-foundation-trust-london-uk/315456b9a7cff613482dc5d3e0e7a5f3,Google Scholar,FALSE,,,
76,2019,"Abbas, K.",K Abbas,"K Abbas - EC Paediatrics, 2019 - researchgate.net",Ec Paediatrics,Is Button Battery More Dangerous Than A Bullet?,Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite public awareness campaigns its incidence is increasing ...,https://www.researchgate.net/profile/ali-chaudhry-10/publication/364959034_ec_paediatrics_research_article_is_button_battery_more_dangerous_than_a_bullet/links/6361183d6e0d367d91e7b5df/ec-paediatrics-research-article-is-button-battery-more-dangerous-than-a-bullet.pdf,Google Scholar,FALSE,,,"Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite
public awareness campaigns its incidence is increasing with the passage of time. The purpose of this study is to highlight the severe
complications associated with it and to sensitize the community to participate in its prevention to avoid catastrophic outcomes.
Patients and Methods: This study included 47 patients. Protocol includes patient`s age, time of presentation, signs and symptoms
and relevant radiographic investigations. Button batteries were urgently removed under general anesthesia.
Results: The average follow up period is 3 months. Total 47 patients are included in this study. Three patients has BB in stomach and
below, twenty six had BB in cricopharynx and eighteen in hypopharynx. Two patients developed esophageal perforation. One patient
developed aortoesophageal fistula and died.
Conclusion: The mainstay of treatment is the early detection of button batteries. It should be urgently extracted out to avoid lethal
complications. Physician and parental education can significantly reduce the morbidity and mortality associated with its ingestion.
Electronic and print media should be utilized to develop awareness in the community."
77,2019,"Koçak..., S.","S Sarı, H Bektaş, K Ulusan, B Koçak...","S Sarı, H Bektaş, K Ulusan, B Koçak... - Turkish Journal of ..., 2019 - jag.journalagent.com",Turkish Journal Of ...,A 4-Year Single-Center Experience In The Management Of Esophageal Perforation.,BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately. Diagnosis and treatment options for EP are limited ...,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=tur&un=utd-79484,Google Scholar,FALSE,,,"BACKGROUND: Esophageal perforation (EP) is a lethal surgical emergency that needs to be diagnosed and treated immediately.
Diagnosis and treatment options for EP are limited due to its lower incidence. There are scoring systems proposed for this purpose;
however, they cannot be applied to every patient. The recent trend in the treatment of EP is toward the non-operative approach over the
surgical treatment methods. The purpose of the present study was to evaluate our treatment methods and outcomes in patients with EP.
METHODS: Thirteen patients with EP treated in our clinic between 2013 and 2017 were retrospectively reviewed. The Pittsburgh
Perforation Severity Score (PSS), systemic condition status, and ClavienDindo Classification (CDC) score were assessed, and treatment
methods were reviewed. Their effects on morbidity and mortality were examined using Fishers exact test and biserial correlation test.
RESULTS: A total of 13 patients (six males and seven females; median age 64 years) were included in the study. Ten patients were
managed non-operative, and three were treated surgically. Of the 10 patients, two had additional surgery after non-operative manage-
ment. The PSS, systemic condition status, CDC score, duration of stay in the hospital, time to diagnosis, presence of hypotension, and
being in shock were strongly correlated with mortality (p<0.05). The PSS, CDC score, and stay in the intensive care unit were strongly
correlated with morbidity (p<0.05). The comparison between the non-operative and operative groups did not yield a statistically
significant difference in mortality and morbidity.
CONCLUSION: Even if the scoring systems help to understand the severity of the condition, they are inadequate to determine the
treatment option. Early diagnosis and treatment are the most important steps in management. Operative and non-operative treatment
options are not superior to each other, but their complementary use will be more beneficial for the patients.
Keywords: Esophageal perforation; Pittsburgh Perforation Severity Scoring system; systemic condition scoring system."
78,2020,"Allepuz..., A.","A Lacombe, E Pintado, AO Byrne, A Allepuz...","A Lacombe, E Pintado, AO Byrne, A Allepuz... - Diseases of aquatic ..., 2020 - int-res.com",Diseases Of Aquatic ...,Ingestion Of Foreign Materials By Odontocetes Along The Catalan Coast: Causes And Consequences,"Ingestion of abnormal materials by cetaceans has been reported worldwide, but few studies have investigated the causes of foreign material ingestion. We retrospectively analysed ...",https://www.int-res.com/abstracts/dao/v142/p23-31/,Google Scholar,TRUE,4,,"ABSTRACT: Ingestion of abnormal materials by cetaceans has been reported worldwide, but few studies have investigated the causes of foreign material ingestion. We retrospectively analysed necropsies performed between 2012 and 2019 on 88 cetaceans stranded along the coast of Catalonia, Spain, and evaluated the association of abnormal ingested materials with 2 risk factors, namely disease of the central nervous system (CNS) and maternal separation. Abnormal materials were found in the digestive tract in 19 of 88 (21.6%) cetaceans; of these, 13 (60%) had lesions in the CNS, such as morbilliviral encephalitis, neurobrucellosis or encephalomalacia, and 3 were diagnosed as having experienced maternal separation. In a logistic regression model, CNS lesions and maternal separation were identified as risk factors for ingestion of foreign material, but with wide confidence intervals, probably due to the small sample size. In contrast, abnormal ingestion was not identified in any of the 25 (28%) cetaceans whose cause of death was attributed to interaction with humans. Abnormal ingestion should be interpreted with caution, and efforts should be made at necropsy to exclude CNS diseases through pathologic and microbiologic investigations. If disease of the CNS is a significant risk factor for ingestion of marine debris by small odontocetes, results of monitoring programmes may be biased by the prevalence of CNS disease in a specific area or population. "
79,2020,"Hanif, U.","U Khan, S Hanif","U Khan, S Hanif - Pakistan Journal of Surgery, 2020 - search.ebscohost.com",Pakistan Journal Of Surgery,Accidental Ingestion Of Tooth Pick Leading To Bowel Perforation-A Case Report.,"Bowel perforation is a surgical emergency. There are many causes of bowel perforation commonest being infection, infarction, radiation enteritis, crohn's disease and carcinomas. ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02588552&an=149490166&h=uaoofi%2f7wy%2bfeynevet91ejrvw4wkxr0yoqkunoel6p%2bud5yo1ia6phhquiqg%2brklrnmfso%2frgdw%2bziq0u%2flaq%3d%3d&crl=c,Google Scholar,TRUE,3,,"Abstract: Bowel perforation is a surgical emergency. There are many causes of bowel perforation commonest being infection, infarction, radiation enteritis, crohn's disease and carcinomas. Bowel perforation secondary to tooth pick are not so common. Tooth picks are used after food intake for cleaning purpose. They are made from bamboo and wood and have hard material with sharp end. Tooth pick are usually ingested un-intentionally. Patient without adequate history of ingestion pose difficulty in diagnosis. Patients with less developed palatal sensations are prone to accidental ingestion. We present a case of illeal perforation secondary to tooth pick ingestion presenting with signs and symptoms of acute appendicitis."
80,2020,"Chandrakantan..., O.","OA Olutoye, A Chandrakantan...","OA Olutoye, A Chandrakantan... - Gregory's Pediatric ..., 2020 - Wiley Online Library",Gregory'S Pediatric ...,Otolaryngological And Dental Surgery,This chapter discusses the perioperative anesthetic considerations and management of the most common conditions requiring surgical intervention in the head and neck region. Many ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119371533.ch34,Google Scholar,TRUE,5,,"This chapter discusses the perioperative anesthetic considerations and management of the most common conditions requiring surgical intervention in the head and neck region. Many children scheduled to undergo head and neck surgery present with nasal discharge that may represent either allergic rhinitis or an upper respiratory tract infection (URI). Decreased functional residual and diffusion capacity and increased closing volumes and airway resistance have been noted during a URI. The chapter also discusses otolaryngological surgery, including ear surgery and nasal and pharyngeal surgery and reviews endoscopy of the larynx, trachea and bronchial tree. Pediatric dental procedures are routinely performed in a dentist's office with local anesthesia, with or without sedation. General anesthesia allows the dentist to complete dental restoration in a timely fashion without administering excessive amounts of local anesthetic or approaching the maximum limits of sedation with which they are comfortable in their dental office."
81,2021,"Gomez‐Esquivel, R.",RD Gomez‐Esquivel,"RD Gomez‐Esquivel - The Esophagus, 2021 - Wiley Online Library",The Esophagus,Foreign Bodies,Foreign body ingestion is a frequent occurrence. The use of two X‐ray views will help localize the foreign body to the esophagus. Food boluses represent the most common type of ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119599692.ch41,Google Scholar,FALSE,,,"Foreign body ingestion is a frequent occurrence. The use of two X-ray views will help localize the foreign body to the esophagus. Food boluses represent the most common type of foreign body in the esophagus. Patients having trouble with secretions due to foreign body ingestion should have an endoscopy within 24 hours. Button batteries constitute a special type of foreign bodies because they cause damage by three combined mechanisms. Due to their shape, these devices can lodge in the esophagus. Electrical current generated in the negative pole of the battery produces hydroxide, and the acid contents of the stomach can cause the battery to leak its contents, which are mainly alkaline electrolytes. The combination of those factors causes liquefaction necrosis, which in turn can lead to perforation and future scarring. Magnets are another type of foreign body that deserves special attention."
82,2021,"Gershman..., R.","R Furlano, G Gershman...","R Furlano, G Gershman... - Practical Pediatric ..., 2021 - Wiley Online Library",Practical Pediatric ...,Foreign Body Ingestion,Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119423492.ch29,Google Scholar,FALSE,,,"Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body ingestions occur in younger ages, with a peak incidence between the ages of 6 months and 6 years. Indications for removal depend upon a patient's age and size, the type and form of the swallowed item, its location as well as the clinical symptoms and time since ingestion. Esophageal impaction of a foreign body  whether it is blunt or sharp  requires more urgent intervention compared to more distally located foreign bodies. Food bolus impaction in children may indicate underlying esophageal pathology, such as eosinophilic esophagitis, peptic or other strictures, achalasia, and other motility disorders. Optimal endoscopic management of foreign bodies depends on their location and type."
83,2022,"Olaoye..., P.","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye...","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye... - African Health ..., 2022 - ajol.info",African Health ...,Foreign Bodies In The Aerodigestive Tract: Time For Comprehensive Preventive Measures,Background: Foreign body (FB) in the aerodigestive tract presents more commonly in children and remains a surgical emergency with potential for fatal complications. Objectives: To ...,https://www.ajol.info/index.php/ahs/article/view/228987,Google Scholar,FALSE,,,"Abstract

Background: Foreign body (FB) in the aerodigestive tract presents more commonly in children and remains a surgical emergency with potential for fatal complications.

Objectives: To describe management and outcomes of aerodigestive FB managed at University of Ilorin Teaching Hospital (UITH) and proffer preventive measures.

Methods: A 9-year retrospective review of all patients with foreign body in the aerodigestive tract managed between March 2011 and July 2020.

Results: Sixty-six patients were studied. Median age was 9years with M:F ratio =1.6:1. FB was ingested in 38(57.6%) patients, aspiration occurred in 28(42.4%). Denture was most common FB 20(30.3%); plastic whistle/valve placed in dolls or football accounted for 4(6.1%). When ingested, FB was impacted in cervical 17(44.7%), upper thoracic 10(26.3%) and middle thoracic 2(5.3%) oesophagus. Oesophagoscopy was used in 30(8.9%) for retrieval. When aspirated, FB was located in the right bronchus 10(35.7%), left bronchus 7(25.0%), hypopharynx and trachea 2(7.1%) each, and cricopharynx 1(3.5%); no FB was found in 3(10.7%) patients. Direct Laryngoscopy was the method of retrieval in 3(10.1%) patients while others had rigid bronchoscopy. Mortality rate was 1.5%.

Conclusion: Children are most vulnerable group. Preventive effort should include public health education and close monitoring of children by parents and care givers during play."
84,2022,"Figueiredo, J.",JP Figueiredo,"JP Figueiredo - Canine and Feline Anesthesia and Co‐Existing ..., 2022 - Wiley Online Library",Canine And Feline Anesthesia And Co‐Existing ...,Gastrointestinal Disease,"The digestive system provides the body with a continual supply of water, electrolytes, and nutrients. Food must be appropriately taken, ingested, and moved through the gastrointestinal (...",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119604075.ch5,Google Scholar,TRUE,4,,
85,2022,"Colby, A.","AV Farooq, KA Colby","AV Farooq, KA Colby - Albert and Jakobiec's Principles and Practice of ..., 2022 - Springer",Albert And Jakobiec'S Principles And Practice Of ...,Emergency And Initial Management Of Anterior Segment And Adnexal Trauma,This chapter provides an overview of the emergency and initial management of anterior segment and adnexal trauma. This includes guidance for initial evaluation and triage by ...,https://link.springer.com/content/pdf/10.1007/978-3-030-42634-7_321.pdf,Google Scholar,FALSE,,,"This chapter provides an overview of the emergency and initial management of anterior segment and adnexal trauma. This includes guidance for initial evaluation and triage by nonophthalmic specialists, special considerations for measuring visual acuity and performing an external examination, and a more detailed description of eye care principles in the emergency setting. Finally, the role of imaging in the emergency setting, and guidance for managing specific emergency conditions, including chemical burns and retrobulbar hemorrhage, is provided."
86,2022,"Calabrese, D.","D BRISSETTE, RO CALABRESE","D BRISSETTE, RO CALABRESE - Clinical Medicine for ..., 2022 - books.google.com",Clinical Medicine For ...,Throat Disorders,"Otolaryngology disorders are very common in primary care, accounting for 20% to 50% of presenting complaints to a primary care clinician. Management of common conditions of the ...",https://books.google.com/books?hl=en&lr=&id=gmw6eaaaqbaj&oi=fnd&pg=pa83&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=y6rrdgluhl&sig=n2zlcdo8ctuy0h3_ilafwfxytqe,Google Scholar,FALSE,,,
87,2022,"Rf, B.","B DD, P RF","B DD, P RF - New Armenian Medical Journal, 2022 - search.ebscohost.com",New Armenian Medical Journal,Case Report Of Fatal Deep Neck Abscess: A Complication Of Aerodigestive Foreign Bodies.,"Background: Ingestion of a foreign body is a typical emergency in the field of health services otorhinolaryngology head and neck surgery. Pharyngooesophageal perforation, aorto-...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18290825&an=160449218&h=p5sz0jk2%2f7%2f0gbi3sj9agudq5snk0xib%2f%2bnji2l2a6im4xqsn%2fddz76rloehnzs59jxgeq5q%2bmfnb%2bplsq7jhw%3d%3d&crl=c,Google Scholar,FALSE,,,"Background: Ingestion of a foreign body is a typical emergency in the field of health services otorhinolaryngology head and neck surgery. Pharyngooesophageal perforation, aorto-oesophageal fistula, and deep neck infection are all serious consequences, albeit uncommon. Several risk factors for complications that aggravate this condition include time of therapy (> 24 hours after the onset of symptoms), sharp foreign objects such as fish bones, mental illness, and diabetes mellitus are risk factors for complications. Although deep neck abscesses have decreased due to the availability of antibiotics, these infections still occur with high morbidity and mortality rates if the patient is not managed properly. Aim: to report case of fatal deep neck abscess and aerodigestive complications of foreign agency in Dr. Soetomo Teaching Hospital, Surabaya Indonesia. Method: A retrospective report of 4 cases of ingestion of foreign bodies with complications of deep neck abscess resulted in death in Dr. Soetomo Academic Hospital, Surabaya between the year 2018 and 2020. This case report describes clinical symptoms, result of physical and diagnostic examinations, and therapy of each subject until death. Results: Between 2018 and 2020, there were four cases at Dr. Soetomo Teaching Hospital, Surabaya with a history of foreign body ingestion that escalated to severe neck abscesses. In all four cases, the subjects died as a result of deep neck abscess complications. Conclusion: Four cases were recorded, each of which had a history of ingestion of foreign bodies causing complications of deep neck abscess. In addition, the co-morbidities of diabetes mellitus increase the risk of death for the patient."
