Study_ID,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason_ID_JGE,Exclude_MS,Reason_ID_MS,Exclude_GC,Reason_ID_GC,Review_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
242,2016,"Tear, M.",M Tear,Small Animal Surgical Nursing-E-Book,"M Tear - Small Animal Surgical Nursing-E-Book, 2016 - books.google.com",Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=7ewLBAAAQBAJ&oi=fnd&pg=PP1&dq=Small+Animal+Surgical+Nursing-E-Book+tear+m&ots=Go2xypepuw&sig=a5Vp0Z1kaTKat0eLqMFn5e_xm-s&redir_esc=y#v=onepage&q=Small%20Animal%20Surgical%20Nursing-E-Book%20tear%20m&f=false,8 Surgical Procedures,During A Surgical Procedure The Veterinarian’S Complete Attention Needs To Be Directed To The Procedure Being Performed. Even The Simplest Of Procedures Can Take A Turn For The Worse If ...,No abstract available,True,4.0,,,,,,,True,4.0
243,2016,"Saad, M.",Mn Saad,Ieee Pulse,"MN Saad - IEEE pulse, 2016 - ieeexplore.ieee.org",Google Scholar,10.1109/MPUL.2016.2516180,https://ieeexplore.ieee.org/abstract/document/7432067/,Could Al-Zahrawi Be Considered A Biomedical Engineer?,"In One?S Career, It Is Good To Look Back At The Predecessors In The Field. Biomedical Engineering History Is Full Of Hidden Treasures, One Of Whom Is Al-Zahrawi, A Muslim Surgeon Who Had ...","In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had a wide reputation in Europe during the Middle Ages. Herein, besides recalling that he was a surgeon, the intent is to spotlight his talent in biomedical engineering. Important contributions in surgical instruments come up readily in a review of his work, contradicting the view some have maintained of him as a mere compiler. He was a true inventor, creating many surgical instruments that were not known in the Greco-Roman era. Quite early, he produced contributions influencing surgical procedures in Europe from the 14th to the 18th centuries. As a problem solver, he was aware of anatomical and physiological problems, and he moved through design, methods of manufacturing, and practical applications. The illustrations of such instruments in his encyclopedic work, Al-Tasrif, reflect his willingness to teach.",True,5.0,,,,,,,True,5.0
245,2016,"Maglen, K.",K Maglen,"The English System: Quarantine, immigration and the making of a Port Sanitary zone","K Maglen - The English System, 2016 - manchesterhive.com",Google Scholar,,https://www.manchesterhive.com/abstract/9781526111999/9781526111999.00008.xml,1892,"100 The English System Began Its March Westward. 2 The First Was The Outskirts Of Paris, Where The Disease Was Identified In Late March. It Was Believed To Have Been A Recrudescence ...","Chapter Three focuses on the cholera epidemic of 1892. Generally overlooked in histories of cholera or sanitation, this was the first epidemic to test the new English System and the confidence displayed by antiquarantinists both internationally and at home in the prophylactic capacities of the sanitary zone. Yet as the disease approached, even its most stalwart proponents began to lose their nerve. Their diminished faith in the surety of sanitary surveillance was linked directly to the widespread perception that Eastern European, primarily Jewish, immigrants and transmigrant (en route to America), were the prime conduits of the disease. Temporary measures were aimed directly at the migrants and appeared to contradict the long-standing assertions of antiquarantinists. The chapter explores whether the migrants came to represent a different subset within the categorisation of port diseases, and how they came to represent another notion of space or locality within the sanitary zone.",True,2.0,,,,,,,True,2.0
248,2016,"Lim, C.","Lim, Chun Woo; Park, Min Hwan; Do, Hyun Jeong; Yeom, Jung-Sook; Park, Ji Sook; Park, Eun Sil; Seo, Ji Hyun; Park, Jung Je; Lim, Jae Young; Park, Chan Hoo; Woo, Hyang-Ok; Youn, Hee-Shang","Pediatric Gastroenterology, Hepatology & Nutrition",,PubMed,10.5223/pghn.2016.19.3.168,,"Factors Associated With Removal Of Impactted Fishbone In Children, Suspected Ingestion","Purpose: The Management And Clinical Course In Pediatric Patients Who Had Ingested Foreign Body Were Investigated Retrospectively To Evaluate The Frequency  And Factor Associated With Successful Removal Of Fishbone Foreign Body. Methods:  Based On The Medical Records Of Patients Younger Than 15 Years Old Who Visited  Emergency Room Because Of Foreign Body Ingestion From January 1999 To December  2012, The Authors Reviewed Clinical Characteristics Including Type Of Ingested  Foreign Bodies, Time To Visits, Managements And Complications. Results: Fishbone  (50.1%) Was The Most Common Ingested Foreign Body In Children. Among 416 Patients  With Ingested Fishbone, 245 (58.9%) Were Identified And Removed Using  Laryngoscope, Rigid Or Flexible Endoscope From Pharynx Or Upper Esophagus By  Otolaryngologists And Pediatric Gastroenterologists. The Kind Of Ingested Fish  Bone In Children Was Diverse. The Mean Age Of Identified And Removed Fishbone  Group Was 7.39 Years Old, And Higher Than That Of Unidentified Fishbone Group  (5.81 Years Old, P<0.001). Identified And Removed Fishbone Group Had Shorter Time  Until Hospital Visit Than The Unidentified Fishbone Group (2.03 Vs. 6.47 Hours,  P<0.001). No Complication Due To Ingested Fishbone Or Procedure Occurred.  Conclusion: Older Age And Shorter Time From Accident To Hospital Visit Were The  Different Factors Between Success And Failure On Removal Of Ingested Fish Bone In  Children.",,False,,True,3.0,True,3.0,Exclude,Not intentional  ,True,3.0
249,2016,"Luo, S.","Luo, S-H; Guo, Q; Liu, Gj; Wan, C",Cochrane Database Of Systematic Reviews,,Cochrane,10.1002/14651858.cd010714.pub2,,Fasting For Haemostasis In Children With Gastrointestinal Bleeding,"Abstract - Background Gastrointestinal Bleeding Refers To Loss Of Blood From Any Site Of The Digestive Tract. In Paediatric Clinical Practice, It Is Usually A Complaint Of Children Attending The Emergency Department As A Symptom Of Diseases Such As Ulcers, Gastric Or Oesophageal Varices, Gastritis, Mallory‐Weiss Tears, Anorectal Fissures, Allergic Colitis, Infectious Colitis, Intussusception, Henoch‐Schonlein Purpura, And Meckel'S Diverticulum; It Also Occurs With High Incidence In Critically Ill Children Hospitalised In Intensive Care Units And Is Caused By Stress‐Induced Gastropathy. No Matter What The Cause Of Gastrointestinal Bleeding, Fasting Is Believed To Be Necessary Due To The Fear That Eating May Affect Haemostasis Or Aggravate Bleeding. Objectives To Assess The Effects And Safety Of Fasting For Haemostasis In Gastrointestinal Bleeding In Children. Search Methods We Searched Ebm Reviews ‐ The Cochrane Central Register Of Controlled Trials (Central) (May 2016), Ovid Medline(R) (1946 To 3 May 2016), Embase (1980 To 2016 Week 18), Chinese Biomedical Database (Cbm) (1978 To 3 May 2016), China National Knowledge Infrastructure (Cnki) (1979 To 3 May 2016), Vip Database (1989 To 4 May 2016) And Wanfang Data (1990 To 4 May 2016). We Used No Restrictions On Language Or Study Setting And Limited Searches In Cnki And Wanfang Data To The Medical Field. Selection Criteria Randomised Controlled Trials (Rcts) Or Quasi‐Rcts In Children With Gastrointestinal Bleeding That Compared Fasting With Feeding. Data Collection And Analysis Two Review Authors Independently Screened The Literature Search Results, And There Were No Disagreements. Main Results We Identified No Rcts Or Quasi‐Rcts That Compared The Effects And Safety Of Fasting With Feeding For Haemostasis In Children With Gastrointestinal Bleeding. No Study Fulfilled The Criteria For Considering Studies For Our Review. Authors' Conclusions There Is Currently No Information Available From Rcts Or Quasi‐Rcts To Support Or Refute The Use Of Fasting For Haemostasis In Children With Gastrointestinal Bleeding. Plain Language Summary Fasting For Haemostasis In Children With Gastrointestinal Bleeding Review Question To Determine The Effects And Safety Of Fasting For Haemostasis In Children With Gastrointestinal Bleeding. Background Gastrointestinal Bleeding Refers To Loss Of Blood From Any Site Of The Digestive Tract. If The Bleeding Site Is Near The Ligament Of Treitz (The Muscle Extending From The Junction Of The Duodenum And Jejunum To The Diaphragm), It Is Described As Upper Gastrointestinal Bleeding. If The Bleeding Site Is Away From The Ligament Of Treitz, It Is Described As Lower Gastrointestinal Bleeding. People With A Small Amount Of Blood Loss May Have No Symptoms, And Have Bloody Vomiting Or See Blood In The Stool With Increased Bleeding. Chronic Mild Gastrointestinal Bleeding Can Lead To Anaemia, Causing Fatigue Or Pallor; Acute Massive Gastrointestinal Bleeding Can Be Life‐Threatening. Gastrointestinal Bleeding Has Two Scenarios In Children. The First Is A Complaint Of Attending The Emergency Department As A Symptom Of Diseases Such As Ulcers, Gastritis, Mallory‐Weiss Tears, Anorectal Fissures, Allergic Colitis, Infectious Colitis, Intussusception, Henoch‐Schonlein Purpura, And Meckel'S Diverticulum. The Second Occurs In Critically Ill Children Hospitalised In Intensive Care Units And Is Caused By Stress‐Induced Gastropathy. The Incidence Of The First Scenario Has Not Been Well Established, But There Are Substantial Cases In Paediatric Intensive Care Units In The Second Scenario. Whatever The Cause Of Gastrointestinal Bleeding, Fasting Is Believed To Be Necessary Due To The Fear That Eating May Affect Haemostasis Or Aggravate Bleeding. Study Characteristics We Searched Ebm Reviews‐ Cochrane Central Register Of Controlled Trials (Central) (May 2016), Ovid Medline(R) (1946 To 3 May 2016), Embase (1980 To 2016 Week 18), Chinese Biomedical Database (Cbm) (1978 To 3 May 2016), China National Knowledge Infrastructure (Cnki) (1979 To 3 May 2016), Vip Database (1989 To 4 May 2016) And Wanfang Data (1990 To 4 May 2016). We Used No Restrictions On Language Or Study Setting And Limited Searches In Cnki And Wanfang Data To Medical Field. We Did Not Find Any Randomised Controlled Trials Or Quasi‐Randomised Controlled Trials Providing Information About The Effects And Safety Of Fasting For Haemostasis In Children With Gastrointestinal Bleeding. Key Results A Randomised Study Is Required To Compare The Effects And Safety Of Fasting With Feeding For Haemostasis In Children With Gastrointestinal Bleeding, Especially For Critically Ill Children, Who Are At High Risk For Gastrointestinal Bleeding.",,True,2.0,,,,,,,True,2.0
259,2017,Mariano B.,"Mariano Beraldo, Carolina; Rondon Lopes, Érika; Hage, Raduan; Hage, Maria Cristina F. N. S.",Advances In Physiology Education,,PubMed,10.1152/advan.00163.2015,,The Value Of Homemade Phantoms For Training Veterinary Students In The Ultrasonographic Detection Of Radiolucent Foreign Bodies,"Ingested Or Penetrating Foreign Bodies Are Common In Veterinary Medicine. When They Are Radiolucent, These Objects Become A Diagnostic Challenge, But They Can  Be Investigated Sonographically. However, Successful Object Identification  Depends On The Skill Of The Sonographer. Considering That These Cases Appear  Randomly During Hospital Routines, It Is Not Always Possible To Train All  Students To Identify Them Correctly. Therefore, The Aim Of This Study Was To  Produce Homemade Simulations Of Radiolucent Foreign Bodies For Veterinary Student  Demonstrations That Could Be Identified Sonographically And To Evaluate The  Acceptability, Applicability, And Usefulness Of These Simulations According To A  Visual Analog Scale Questionnaire And Subjective Questions. For This Purpose,  Object Models (A Pacifier Nipple, A Toy Ball, A Sock, Nylon Thread, And A Mango  Seed) Were Designed, Produced, And Immersed In Gelatin. To Simulate Wood  Splinters In The Integumentary And Musculoskeletal System, A Piece Of Meat  Punctured With A Toothpick And Ice Cream Stick Splinters Were Used. The Type Of  Phantom Had A Determinant Effect On The Visualization (Chi-Square = 36.528, P <  0.0001) And Recognition (Chi-Square = 18.756, P = 0.0021) Capability Of The  Students. All Of The Students Answered That Their Experience With The Models  Could Help In Real Situations. The Student Responses To The Questionnaire  Indicated That The Project Was Well Accepted, And The Participants Believed That  This Experience Could Be Applicable To And Useful In Veterinary Routines.",,True,4.0,,,,,,,True,4.0
265,2017,"Vogel, H.",H Vogel,Monitoring Detention,"H Vogel - Monitoring Detention, Custody, Torture and Ill ..., 2017 - taylorfrancis.com",Google Scholar,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781315211459-7/radiology-documentation-torture-ill-treatment-vogel,Radiology In The Documentation Of Torture And Ill-Treatment,"Radiology Has An Important And Specific Role To Play In The Documentation Of Physical Injuries That May Be Caused By Torture, Ill-Treatment, And Other Violence During Arrest And While In ...","Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in detention. Torture and ill-treatment are usually committed in a clandestine fashion and using increasingly sophisticated methods with a deliberate attempt to reduce any physical evidence of its practice. Mistreatment and torture of others are instruments to torment prisoners. This chapter highlights the uses and the limitations of diagnostic imaging. Physical ill-treatment may include any part or parts of the body, including hand and arm, foot and leg, torso, genitalia, and head and neck. Ill-treatment involving the head can produce a spectrum of injuries from contusions, to lacerations, to hemorrages, to skull fractures and, in some cases, may be fatal injuries. The differential diagnosis for torture and ill-treatment includes common trauma and other pathologies.",True,2.0,,,,,,,True,2.0
267,2017,"Kennedy..., G.","Gj Housler, S Cross, V Marcel, Do Kennedy...",J Spec Oper Med,"GJ Housler, S Cross, V Marcel, DO Kennedy... - J Spec Oper Med, 2017",Google Scholar,10.55460/BUPV-PAVD. ,https://jsomonline.org/product/a-prospective-randomized-controlled-two-arm-clinical-study-evaluating-the-efficacy-of-a-bioelectric-dressing-system-for-blister-management-in-us-army-ranger-recruits/,A Prospective Randomized Controlled Two-Arm Clinical Study Evaluating The Efficacy Of A Bioelectric Dressing System For Blister Management In Us Army ...,,"This study focused on a clinically relevant healthcare problem in the military: acute soft tissue wounds, or blisters. The trial was a prospective, controlled, randomized two-arm study evaluating the efficacy of a bioelectric dressing, Procellera, applied topically two to three times per week for 2 weeks to blisters developed in Ranger trainees during training at Fort Benning, Georgia. A total of 80 US Army Ranger recruits with blister wounds below the knee were randomly assigned to one of two treatment groups (n = 40/group). The primary goal was to assess the clinical efficacy (rate of healing) of administered Procellera in conjunction with the standard-of-care (SOC) treatment, moleskin and Tegaderm , on the healing rate of blisters compared with the SOC treatment alone. The secondary end points for efficacy were the quantities of wound fluid biomarkers and bacterial bioburden. The tertiary end point was assessment of pain in the treatment group compared with that of the control group during the 2-week study. The results showed no statistical difference between the SOC and SOC+Procellera groups in wound healing and pain. Wound fluid was reported for 24 participants (64.9%) in the SOC group and 21 participants (56.8%) in SOC+Procellera group at the baseline measurement (_ = .475); however, the wounds were devoid of fluid on follow-up visits. The mild nature of the wounds in this study was apparent by the low pain scores at the beginning of the study, which disappeared by the follow-up visits. The average wound sizes were 2.2cm2 and 1.5cm2 for the SOC and SOC+Procellera groups, respectively. This trial protocol should be conducted on open softtissue wounds in severe heat. To our knowledge, this is the first clinical study conducted within the US Army Rangers training doctrine. ",True,2.0,,,,,,,True,2.0
271,2017,"Johnson, J.","Johnson, Jami; Williams, Kristie; Banner, William Jr","Clinical Toxicology (Philadelphia, Pa.)",,PubMed,10.1080/15563650.2017.1287912,,Adolescent With Prolonged Toxidrome,"A 13-Year-Old Female Was Presented To The Emergency Department Following An Intentional Ingestion. The Patient Developed Significant Toxicity Including  Multiple, Discreet Tonic-Clonic Seizures. Despite Appropriate Resuscitation And  Antidotal Management, The Patient'S Symptoms Persisted For More Than 36 Hours  Post-Ingestion. An Upright Abdominal Radiograph Was Performed Revealing A  Radiopacity Suggesting A Pharmacobezoar. An Esophagogastroduodenoscopy Was  Performed With Successful Removal Of A Tennis Ball-Sized Pharmacobezoar. The  Patient'S Symptoms Subsequently Subsided And She Recovered Fully With No  Neurologic Deficits. Diphenhydramine Has Not Been Previously Identified As A  Medication Likely To Form A Pharmacobezoar And Has Not Been Shown To Be  Radiopaque. Though Bezoar Formation Is A Rare Clinical Scenario, It Is One That  Toxicologists Must Consider In Patients With Clinical Courses That Persist Far  Beyond Expected Based On Known Toxicokinetic Principles.",,True,7.0,,,,,,,True,7.0
272,2017,"Agnihotry, A.","Agnihotry, A; Fedorowicz, Z; Nasser, M; Gill, Ks",Cochrane Database Of Systematic Reviews,,Cochrane,10.1002/14651858.cd006204.pub3,,Resorbable Versus Titanium Plates For Orthognathic Surgery,"Abstract - Background Recognition Of Some Of The Limitations Of Titanium Plates And Screws Used For The Fixation Of Bones Has Led To The Development Of Plates Manufactured From Bioresorbable Materials. Whilst Resorbable Plates Appear To Offer Clinical Advantages Over Metal Plates In Orthognathic Surgery, Concerns Remain About The Stability Of Fixation And The Length Of Time Required For Their Degradation And The Possibility Of Foreign Body Reactions. This Review Compares The Use Of Titanium Versus Bioresorbable Plates In Orthognathic Surgery And Is An Update Of The Cochrane Review First Published In 2007. Objectives To Compare The Effects Of Bioresorbable Fixation Systems With Titanium Systems Used During Orthognathic Surgery. Search Methods Cochrane Oral Health'S Information Specialist Searched The Following Databases: Cochrane Oral Health'S Trials Register (To 20 January 2017); The Cochrane Central Register Of Controlled Trials (Central; 2016, Issue 11) In The Cochrane Library (Searched 20 January 2017); Medline Ovid (1946 To 20 January 2017); And Embase Ovid (1980 To 20 January 2017). We Searched The Us National Institutes Of Health Ongoing Trials Register Clinicaltrials.Gov ( Clinicaltrials.Gov ; Searched 20 January 2017), And The  World Health Organization International Clinical Trials Registry Platform  (Searched 20 January 2017) For Ongoing Trials. No Restrictions Were Placed On The Language Or Date Of Publication When Searching The Electronic Databases. Selection Criteria Randomised Controlled Trials Comparing Bioresorbable Versus Titanium Fixation Systems Used For Orthognathic Surgery In Adults. Data Collection And Analysis Two Review Authors Independently Screened The Results Of The Electronic Searches, Extracted Data And Assessed The Risk Of Bias Of The Included Studies. We Resolved Disagreement By Discussion. Clinical Heterogeneity Between The Included Trials Precluded Pooling Of Data, And Only A Descriptive Summary Is Presented. Main Results This Review Included Two Trials, Involving 103 Participants, One Comparing Titanium With Resorbable Plates And Screws And The Other Titanium With Resorbable Screws. Both Studies Were At High Risk Of Bias And Provided Very Limited Data For The Primary Outcomes Of This Review. All Participants In One Trial Suffered Mild To Moderate Postoperative Discomfort With No Statistically Significant Difference Between The Two Plating Groups At Different Follow‐Up Times. Mean Scores Of Patient Satisfaction Were 7.43 To 8.63 (Range 0 To 10) With No Statistically Significant Difference Between The Two Groups Throughout Follow‐Up. Adverse Effects Reported In One Study Were Two Plate Exposures In Each Group Occurring Between The Third And Ninth Months. Plate Exposures Occurred Mainly In The Posterior Maxillary Region, Except For One Titanium Plate Exposure In The Mandibular Premolar Region. Known Causes Of Infection Were Associated With Loosened Screws And Wound Dehiscence With No Statistically Significant Difference In The Infection Rate Between Titanium (3/196), And Resorbable (3/165) Plates. Authors' Conclusions We Do Not Have Sufficient Evidence To Determine If Titanium Plates Or Resorbable Plates Are Superior For Fixation Of Bones After Orthognathic Surgery. This Review Provides Insufficient Evidence To Show Any Difference In Postoperative Pain And Discomfort, Level Of Patient Satisfaction, Plate Exposure Or Infection For Plate And Screw Fixation Using Either Titanium Or Resorbable Materials. Plain Language Summary Resorbable Versus Titanium Plates For Corrective Jaw Surgery Review Question Are Resorbable (Biodegradable) Plates Better Than Titanium (Metal) Plates For The Fixation Of Facial Bones After Corrective (Orthognathic) Jaw Surgery? Background Under‐ Or Overgrowth Of One Or Both Of The Jaw Bones Can Lead To Reduced Function And An Unattractive Facial Appearance, Either Of Which May Have Lasting And Significant Psychosocial Effects. Treatment Of Severe Cases May Require A Combination Of Orthodontic Appliances And Orthognathic (Corrective Jaw) Surgery. After Surgery The Cut Bone Needs To Be Immobilised To Ensure That Optimal Healing Takes Place. Titanium Plates Used For Fixation Are Recognised To Be The 'Gold Standard' But Recent Developments In Biomaterials Have Led To An Increased Use Of Bioresorbable Plates Or Screws For Corrective Jaw Surgery. The Use Of Bioresorbable Plates For The Fixation Of Facial Bones Might Appear To Reduce The Need For A Further Operation For The Removal Of Metal Plates. However, Whilst Resorbable Plates Do Appear To Offer Certain Advantages Over Metal Plates, Concerns Remain About The Stability Of Fixation, The Length Of Time Required For Their Resorption (Being Reabsorbed), The Possibility Of Foreign Body Reactions, And With Some Of The Technical Difficulties Experienced With Resorbable Plates. Study Characteristics We Included Two Studies That Analysed A Total Of 103 Participants. The Evidence In This Review Is Up To Date As Of 20 January 2017. Study Participants Were Adults Older Than 16 Years Of Age. One Study Compared Titanium With Resorbable Plates And Screws And The Other Titanium With Resorbable Screws. One Study Was Conducted In China, The Other In Germany. Key Results Both Studies Were At High Risk Of Bias And Provided Very Limited Data. We Do Not Have Sufficient Evidence To Determine If Titanium Plates Or Resorbable Plates Are Superior For The Fixation Of Bones After Corrective Jaw Surgery. This Review Provides Insufficient Evidence To Show Any Difference In Postoperative Pain And Discomfort, Level Of Patient Satisfaction, Plate Exposure Or Infection For Plate And Screw Fixation Using Either Titanium Or Resorbable Materials. Quality Of The Evidence Both Included Studies Were Assessed As Being At High Risk Of Bias And The Very Limited And Weak Evidence Was Of Very Low Quality.",,True,2.0,,,,,,,True,2.0
281,2017,"Höllwarth, M.",Me Höllwarth,Newborn Surgery,"ME Höllwarth - Newborn Surgery, 2017 - taylorfrancis.com",Google Scholar,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315113968-50/gastroesophageal-reflux-neonate-small-infant-michael-h%c3%b6llwarth,Gastroesophageal Reflux In The Neonate And Small Infant,"Gastroesophageal Reflux (Ger) Is A Term That Describes The Backflow Of Gastric Content Into The Esophagus, Sometimes Reaching Even The Mouth. It Is A Common Phenomenon And ...","Gastroesophageal reflux (GER) is a term that describes the backflow of gastric content into the esophagus, sometimes reaching even the mouth. It is a common phenomenon and occurs in otherwise normal individuals several times during the day and night, especially after ingestion of fluids, e.g., soup, tea, coffee, or milk. The esophagus is a muscular tubular organ responsible for the transport of food from the mouth to the stomach. The esophagus has a parasympathetic innervation through the vagus nerve, which runs along the esophagus. Sympathetic innervation arises from postganglionic neurons of the sympathetic chain. Once food enters the esophagus, it is transported by a propulsive peristaltic wave into the stomach. Pathological reflux in this age group may be characterized by different symptoms. The most typical reported signs are regurgitation and effortless leak-out of milk or food after meals, between meals, and when asleep.",True,5.0,,,,,,,True,5.0
282,2017,"Francardo, S.",Sm Francardo,,SM Francardo - 2017 - books.google.com,Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=pSaoDgAAQBAJ&oi=fnd&pg=PA7&dq=Anthroposophic+Medicine+For+All+The+Family:+Recognizing+And+Treating+The+Most+Common+Disorders+2017+francardo&ots=N7ARzryxYb&sig=X8-f-cT_B2ctNwmAr6-zOyovKB0&redir_esc=y#v=onepage&q=Anthroposophic%20Medicine%20For%20All%20The%20Family%3A%20Recognizing%20And%20Treating%20The%20Most%20Common%20Disorders%202017%20francardo&f=false,Anthroposophic Medicine For All The Family: Recognizing And Treating The Most Common Disorders,"This Invaluable Book Not Only Provides Practical Suggestions And Advice Regarding Common Medical Issues And Ailments, But Also Presents The Fundamental Principles Of ...",Abstract not available,True,5.0,,,,,,,True,5.0
285,2018,"Zaretsky, E.","Zaretsky, E; Steinbach-Hundt, S; Pluschinski, P; Grethel, I; Hey, C",Laryngo-Rhino-Otologie,,Web of Science,10.1055/a-0596-7780,,Validation Of The German Version Of Eating Assessment Tool For Head And Neck Cancer Patients,"Objective The Assessment Of Subjective Swallowing Complaints Constitutes An Important Element In A Multidimensional, Modern Management Of Head And Neck Cancer Patients Suffering From Dysphagia. For This Purpose, An Internationally Recognized And Validated 10-Item Questionnaire Eat-10 Is Used That Was Developed And Validated By Belafski Et Al. In 2008. The Purpose Of The Present Study Is The Translation Of Eat-10 Into The German Language And Its Validation For Head And Neck Cancer Patients. Material And Methods After The Translation Of Eat-10 Into German According To The Guidelines For The Translation Of Foreign Measuring Instruments, A Validation Of Geat-10 Was Carried Out On The Basis Of The Sample Of 210 Head And Neck Cancer Patients. The Reliability Was Determined By Means Of The Internal Consistency (Cronbach'S Alpha) And Item-Total Correlations (Spearman). The Construct Validity Was Verified By The Uni-And Multivariate Analyses Of The Distribution Of Geat-10 Total Scores Depending On Gender, Age, Bmi, Tumor Stage And Localization As Well As Type Of The Oncological Therapy. Results The Internal Consistency Amounted To Alpha = .94, The Item-Total Correlations Varied Between Rho =. 59 And Rho = .85. No Significant Associations Between Geat-10 Total Scores And Gender As Well As Age Were Identified In Univariate Calculations.Such Associations Were Found For Bmi, Tumor Stage And Localization As Well As Type Of The Oncological Therapy. However, Only The Tumor Stage Yielded A Significant Result In A Regression. Conclusions The Geat-10 Was Shown To Be A Reliable And Construct Valid Questionnaire For The Assessment Of Subjective Swallowing Complaints In Patients With Head And Neck Cancer.",,True,2.0,,,,,,,True,2.0
286,2018,"Wilcock, B.","B Grahn, R Peiffer, B Wilcock",,"B Grahn, R Peiffer, B Wilcock - 2018 - books.google.com",Google Scholar,,https://www.cabidigitallibrary.org/doi/full/10.5555/20193444833,Histologic Basis Of Ocular Disease In Animals,"Histologic Basis Of Ocular Disease In Animals Ist Ein Umfassendes Referenzwerk Zur Pathologie Der Augen Bei Einer Ganzen Reihe Von Tierarten, Ua Haustiere, Fische, Vögel Und ...","Histologic Basis of Ocular Disease in Animals is a comprehensive reference covering pathology of the eye in a spectrum of animal species, including domestic animals, fish, birds, and laboratory animals. With 464 pages the book highlights the following topics: fixation and processing of ocular tissues; general pathology of the eye; congenital anomalies; histopathology of ocular trauma; diseases of the eyelid, conjunctiva, lacrimal, and nasolacrimal systems; diseases of the cornea; diseases of the episclera and sclera; histologic manifestations of disorders of the uvea; histologic basis of glaucoma; histologic manifestations of acquired and inherited diseases of the lens; acquired diseases of the vitreous; histologic manifestations of retinal disease; acquired diseases of the optic nerve; acquired diseases of the orbit; and intraocular neoplasia.",True,4.0,,,,,,,True,4.0
294,2018,"Labarinas, S.","Labarinas, Sonia; Meulmester, Kristen; Greene, Spencer; Thomas, James; Virk, Manpreet; Erkonen, Gwen",Journal Of Medical Toxicology : Official Journal Of The American College Of Medical Toxicology,,PubMed,10.1007/s13181-018-0672-6,,Extracorporeal Cardiopulmonary Resuscitation After Diphenhydramine Ingestion,"Introduction: Diphenhydramine Is A Widely Used First-Generation Histamine (H(1)) Antagonist That Can Be Obtained Without Prescription In Many Countries. Massive  Ingestions Can Result In Severe Toxicity And Even Death. We Describe A Case Of  Diphenhydramine Overdose Leading To Cardiac Arrest, Cardiopulmonary Resuscitation  (Cpr), And Extracorporeal Membrane Oxygenation (Ecmo) Cannulation For Refractory  Ventricular Fibrillation, A Process We Refer To As Extracorporeal Cardiopulmonary  Resuscitation (Ecpr). Case Report: Responding To A Call For Altered Mental  Status, Emergency Medical Service (Ems) Personnel Found An Unconscious And  Seizing 17-Year-Old Male. He Had Reportedly Developed Generalized Tonic-Clonic  Seizures And Dysrhythmias After Ingesting Approximately 800 25-Mg Diphenhydramine  Tablets. He Was Transferred To Our Pediatric Intensive Care Unit (Picu) After  Stabilization At A Local Emergency Center. After Approximately 7 Hours Of  Clinical Stability And Normalization Of Cardiac Rhythm, Electrolytes, And  Acidosis, He Developed Renewed Seizure Activity And Accelerated Ventricular  Rhythm Leading To Hemodynamic Collapse And Cardiac Arrest. He Was Cannulated For  Veno-Arterial Extracorporeal Membrane Oxygenation (Vaecmo) With Cpr In Progress.  A Pharmacobezoar Located In His Stomach Was Presumed To Be The Cause Of His  Biphasic Clinical Deterioration. After 5 Days, The Patient Was Successfully  Weaned From Ecmo Support. Ten Days Later, His Convalescence Continued In The  Step-Down Unit And Was Discharged With Good Functional Outcome. Discussion:  Significant Ingestion Of Anticholinergic Substances Is Often Fatal. This Case  Describes A Favorable Outcome After Ecpr And Aggressive Supportive Management  Following A Large Intentional Overdose Of Diphenhydramine.",,True,7.0,,,,,,,True,7.0
