Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason
2004,"Deibl…, M.","M Smolle, C Keller, G Pinggera, M Deibl…","M Smolle, C Keller, G Pinggera, M Deibl… - Canadian Journal …, 2004 - search.proquest.com",Canadian Journal …,"Clear hydro-gel, compared to ointment, provides improved eye comfort after brief surgery","Purpose Anesthesia impairs lid closure and decreases tear secretion and stability. Protection may, in principle, be conveyed by manual eye closure, taping the eyelids closed, and by …",https://search.proquest.com/openview/e6a72c81fd943497dd2e2c213efc1dcf/1?pq-origsite=gscholar&cbl=326357,Google Scholar,,,
2005,"Gauderer, J.","JC Chandler, MWL Gauderer","JC Chandler, MWL Gauderer - Operative Endoscopy and …, 2005 - api.taylorfrancis.com",Operative Endoscopy and …,Foreign bodies in the upper gastrointestinal tract,The simple curiosity of young children or the neurologically impaired can lead to the ingestion of foreign bodies. These objects may become lodged at one of any number of locations in …,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/b13490-30&type=chapterpdf,Google Scholar,,,
2005,"Märgner, C.","C Warmann, V Märgner","C Warmann, V Märgner - Mva, 2005 - mva-org.jp",Mva,Quality Control of Hazel Nuts Using Thermographic Image Processing.,"This paper describes some new approaches to the quality inspection of hazels, analyzing thermographic images. On the one hand we present a quality inspection system checking …",https://www.mva-org.jp/Proceedings/CommemorativeDVD/2005/papers/2005084.pdf,Google Scholar,,,
2005,"Findik…, M.","M Sirmali, H Türüt, E Kisacik, G Findik…","M Sirmali, H Türüt, E Kisacik, G Findik… - Acta Chirurgica …, 2005 - Taylor & Francis",Acta Chirurgica …,The relationship between time of admittance and complications in paediatric tracheobronchial foreign body aspiration,Purpose : Majority of tracheobronchial foreign body aspirations occur in paediatric age group and may constitute a life hazard. We examined the relationship between the time of …,https://www.tandfonline.com/doi/abs/10.1080/00015458.2005.11679791,Google Scholar,,,
2005,"Peppler…, R.","RD Orgill, TR Pasic, WW Peppler…","RD Orgill, TR Pasic, WW Peppler… - Annals of Otology …, 2005 - journals.sagepub.com",Annals of Otology …,Radiographic evaluation of aspirated metallic foil foreign bodies,"Objectives: Aspirated objects generally represent items accessible to children. When metallic candy wrapper aspiration is questioned, radiographic studies may aid diagnosis. An infant …",https://journals.sagepub.com/doi/abs/10.1177/000348940511400601,Google Scholar,,,
2005,"Yazdani…, M.","M Soheilian, M Feghi, S Yazdani…","M Soheilian, M Feghi, S Yazdani… - … Surgery, Lasers and …, 2005 - journals.healio.com",… Surgery,Surgical management of non-metallic and non-magnetic metallic intraocular foreign bodies,* BACKGROUND AND OBJECTIVE: To identify clinical features and evaluate outcomes of vitreoretinal surgery in eyes with retained non-metallic and nonmagnetic metallic intraocular …,https://journals.healio.com/doi/abs/10.3928/1542-8877-20050501-04,Google Scholar,,,
2006,"Case, U.","U Self-Injury, A Case","U Self-Injury, A Case - Am J Psychiatry, 2006 - Am Psychiatric Assoc",Am J Psychiatry,RESIDENTS'JOURNAL,"This month’s issue of the Residents’ Journal focuses on the topic of violence and mental health. In an editorial, Ijeoma Chukwu, MD, MPH, provides an overview of mental illness and …",https://ajp.psychiatryonline.org/pb/assets/raw/journals/residents-journal/2014/December_2014.pdf,Google Scholar,,,
2006,"Gao, W.",W Gao,"W Gao - Colum. J. Transnat'l L., 2006 - HeinOnline",Colum. J. Transnat'l L.,Overdue redress: Surveying and explaining the shifting Japanese jurisprudence on victims' compensation claims,Victims of Japanese war crimes have historically faced many difficulties in their attempts to secure legal redress. Japanese courts traditionally employ a body of technical defenses to …,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/cjtl45&section=19,Google Scholar,,,
2008,"Antonitsis…, T.","T Syrakos, E Zacharakis, P Antonitsis…","T Syrakos, E Zacharakis, P Antonitsis… - Medical Principles and …, 2008 - karger.com",Medical Principles and …,Surgical intervention for gastrointestinal foreign bodies in adults: a case series,Objective: The aim of our study was to demonstrate our experience regarding the surgical treatment of complications after foreign body ingestion. Subject and Methods: From 1997 to …,https://karger.com/mpp/article-abstract/17/4/276/204060,Google Scholar,,,
2008,"Vaka, N.","NKS Pili, GB Vaka","NKS Pili, GB Vaka - Turkiye Klinikleri J Int Med Sci, 2008 - dergi.kbb-bbc.org.tr",Turkiye Klinikleri J Int Med Sci,Button Battery in Nasal Cavity: A Delayed Case,"Button batteries (BB) are frequently used little energy sources. Their Luminous appearance make them attractive for children and tempt them to put into their noses, mouths and ears. …",https://dergi.kbb-bbc.org.tr/current-issue/get-pdf/851/kbb23-2-7.pdf,Google Scholar,,,
2008,"Berchialla…, D.","D Gregori, L Salerni, C Scarinzi, B Morra, P Berchialla…","D Gregori, L Salerni, C Scarinzi, B Morra, P Berchialla… - Rhinology, 2008 - academia.edu",Rhinology,Foreign bodies in the nose causing complications and requiring hospitalization in children 0-14 age: results from the European survey of foreign bodies injuries …,Introduction: The occurrence of foreign bodies (FB) in otorhinolaryngological practice is a common and serious problem among pediatric patients. The aim of this work is to characterize …,https://www.academia.edu/download/29908639/28_33_gregori.pdf,Google Scholar,,,
2008,"Ćeranić, P.","P Skok, A Ocepek, D Ćeranić","P Skok, A Ocepek, D Ćeranić - Acta medico-biotechnica, 2008 - journals.um.si",Acta medico-biotechnica,The role of emergency endoscopy in upper git foreign body extraction,Purpose: Foreign bodies in the upper gastrointestinal tract (GIT) rarely cause urgent problems in gastroenterology. The purpose of the study was to assess the percentage of patients in …,https://journals.um.si/index.php/amb/article/view/1293,Google Scholar,,,
2008,"Lee…, K.","KH Chiang, HW Huang, PY Chang, CC Lee…","KH Chiang, HW Huang, PY Chang, CC Lee… - Tzu Chi Medical …, 2008 - Elsevier",Tzu Chi Medical …,Percutaneous Retrieval of Dislodged Port-A Catheters by Loop Retriever,OBJECTIVE: Port-A catheter fracture with embolization is a serious complication. The percutaneous retrieval of intravascular foreign bodies avoids the need for surgery in this high risk …,https://www.sciencedirect.com/science/article/pii/S1016319008600063,Google Scholar,,,
2008,"PATHARE, S.",SS PATHARE,"SS PATHARE - Pediatric Hospital Medicine: Textbook of Inpatient …, 2008 - books.google.com",Pediatric Hospital Medicine: Textbook of Inpatient …,B FOREIGN BODY INGESTION,Foreign body ingestion is a very common pediatric problem. Most ingestions occur in children under the age of 4 years. The majority of ingested foreign bodies (up to 80% to 90%) are …,https://books.google.com/books?hl=en&lr=&id=sV6-ifUGoMYC&oi=fnd&pg=PA238&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=27NWDuWEe_&sig=WJ9yMKIldD9QArPhym1wBzQ5REU,Google Scholar,,,
2008,"Fathi, N.","N Hatim, B Fathi","N Hatim, B Fathi - Al-Rafidain Dental Journal, 2008 - rden.mosuljournals.com",Al-Rafidain Dental Journal,Gag Reflex Reduction in A Patient with Maxillofacial Prosthesis.(A Clinical Report),Aim: the study was dedicated to demonstrate the importance of binding the old concepts of preventingthe gag reflex during the prosthodontic work together with the new advance in the …,https://rden.mosuljournals.com/index.php/rden/article/view/206,Google Scholar,,,
2008,"Bishara…, O.","O Lavon, Y Lurie, B Abbou, B Bishara…","O Lavon, Y Lurie, B Abbou, B Bishara… - The Israel Medical …, 2008 - ima.org.il",The Israel Medical …,Surgical removal of cylindrical batteries 6 years after ingestion,O. Lavon et al.• Vol 10• November 2008 800 and without any palpable mass and normal peristalsis. Rectal examination was normal. The rest of the physical examination was …,https://www.ima.org.il/filesupload/IMAJ/0/44/22343.pdf,Google Scholar,,,
2009,"Yang…, S.","S Novak, S Satapathy, S Yang…","S Novak, S Satapathy, S Yang… - Official journal of the …, 2009 - journals.lww.com",Official journal of the …,Foreign Bodies in Distal Gastrointestinal Tract: A Clinical Characterization: 297,Purpose: Ingestion of small foreign bodies rarely results in complications and the presenting symptoms are usually vague abdominal pain and the diagnosis remains a challenge. It is …,https://journals.lww.com/ajg/fulltext/2009/10003/foreign_bodies_in_distal_gastrointestinal_tract__a.297.aspx,Google Scholar,,,
2009,"Gurbuz…, V.","V Tugcu, H Polat, B Ozbay, N Gurbuz…","V Tugcu, H Polat, B Ozbay, N Gurbuz… - Journal of …, 2009 - liebertpub.com",Journal of …,Percutaneous versus transurethral cystolithotripsy,Purpose: To compare transurethral cystolithotripsy (TUCL) and percutaneous cystolithotripsy (PCCL) modalities performed during simultaneous transurethral resection of the prostate (…,https://www.liebertpub.com/doi/abs/10.1089/end.2008.0455,Google Scholar,,,
2009,"Lara…, S.","S Singh, L Lara…","S Singh, L Lara… - Official journal of the …, 2009 - journals.lww.com",Official journal of the …,Overtube Assisted Enteroscopy Using the Spiral Tip Overtube (OAE-Spiral). Single Center Experience in Patients with Normal and Altered Anatomy: 296,"Purpose: Therapeutic small bowel endoscopy is now possible with the introduction of overtube assisted enteroscopy. The double balloon device requires two operators, the single …",https://journals.lww.com/ajg/fulltext/2009/10003/Overtube_Assisted_Enteroscopy_Using_the_Spiral_Tip.296.aspx,Google Scholar,,,
2009,"Finelli…, H.","H Shah, B Bal, R Battish, F Finelli…","H Shah, B Bal, R Battish, F Finelli… - Official journal of the …, 2009 - journals.lww.com",Official journal of the …,Is a Defect in Small Intestinal Glucose Transport in Roux-en-Y Gastric Bypass Patients Due to Small Intestinal Bacterial Overgrowth?: 298,"Purpose: Central and peripheral mechanisms may explain the development of morbid obesity. In small intestine (SI), a Na-dependent glucose transporter is present at apical epithelial …",https://journals.lww.com/ajg/fulltext/2009/10003/is_a_defect_in_small_intestinal_glucose_transport.298.aspx,Google Scholar,,,
2009,"Butts, C.",C Butts,"C Butts - Emergency Medicine, 2009 - cdn.mdedge.com",Emergency Medicine,Capturing elusive foreign bodies with ultrasound,A13-year-old girl presents to urgent care with a lacerated right arm. Her mother states that the injury occurred when the child’s arm struck a glass pane in a French door. She thinks there …,https://cdn.mdedge.com/files/s3fs-public/Document/September-2017/041060036.pdf,Google Scholar,,,
2009,"Baker…, A.","A Repaka, A Shah, A Singal, J Baker…","A Repaka, A Shah, A Singal, J Baker… - Official journal of the …, 2009 - journals.lww.com",Official journal of the …,Impact of Capsule Endoscopy on Clinical Management: A Single Center Experience: 299,"Purpose: Capsule endoscopy (CE) has been reported to have a high diagnostic yield, but there have been few studies evaluating its impact on clinical management. The aim of our …",https://journals.lww.com/ajg/fulltext/2009/10003/impact_of_capsule_endoscopy_on_clinical.299.aspx,Google Scholar,,,
2010,"Abdullah, D.","D Lustig, R Saeed, B Abdullah","D Lustig, R Saeed, B Abdullah - … journal of the American College of …, 2010 - journals.lww.com",… journal of the American College of …,Fructose Intolerance/Malabsorption and Recurrent Abdominal Pain in Children: 1469,Purpose: The purpose of this study was to ascertain if pediatric patients with chronic abdominal pain had concurrent fructose intolerance as determined by breath hydrogen test (BHT) …,https://journals.lww.com/ajg/fulltext/2010/10001/Fructose_Intolerance_Malabsorption_and_Recurrent.1469.aspx,Google Scholar,,,
2010,"Kim, S.","SW Choi, DK Kim","SW Choi, DK Kim - Journal of the Korean Society of Emergency Medicine, 2010 - jksem.org",Journal of the Korean Society of Emergency Medicine,Ingested gastrointestinal foreign body in children: retrospective review in a pediatric emergency department,PURPOSE: Foreign body ingestion is a commonly encountered problem in the pediatric emergency department (ED). This retrospective review aimed to investigate data gathered on …,http://www.jksem.org/journal/view.php?number=645,Google Scholar,,,
2010,"Heier…, M.","MG Morley, JK Nguyen, JS Heier…","MG Morley, JK Nguyen, JS Heier… - Disaster medicine and …, 2010 - cambridge.org",Disaster medicine and …,Blast eye injuries: a review for first responders,"As the rate of terrorism increases, it is important for health care providers to become familiar with the management of injuries inflicted by blasts and explosions. This article reviews the …",https://www.cambridge.org/core/journals/disaster-medicine-and-public-health-preparedness/article/blast-eye-injuries-a-review-for-first-responders/1AE4F43DC1D28B10B0BB704524A84628,Google Scholar,,,
2010,"Mohan, N.",N Mohan,"N Mohan - Official journal of the American College of …, 2010 - journals.lww.com",Official journal of the American College of …,Does HLA Expression Differ in Diarrhoeal Versus Non Diarrhoeal Coeliac Disease?: 1470,Purpose: CD is broadly classified as diarrhoeal coeliac disease (DCD) and non diarrhoeal celiac disease (NDCD). Aim of our study was to evaluate HLA expression of DCD versus …,https://journals.lww.com/ajg/fulltext/2010/10001/Does_HLA_Expression_Differ_in_Diarrhoeal_Versus.1470.aspx,Google Scholar,,,
2010,"Schullian…, G.","G Widmann, R Stoffner, P Schullian…","G Widmann, R Stoffner, P Schullian… - … Journal of Oral & …, 2010 - search.ebscohost.com",… Journal of Oral & …,Comparison of the accuracy of invasive and noninvasive registration methods for image-guided oral implant surgery.,Purpose: Registration refers to the linkage of coordinates from an image with actual patient coordinates and has been shown to be the most influential factor in the accuracy of image-…,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08822786&AN=51972823&h=E0cBuJKOLIZs9kSz0PRkkQoDe9HpLCZBIuH7AhDeWGwG9h%2F2kfaP4b0HjrA1JKcLWr30oyg8KwiDi1u86WOZUw%3D%3D&crl=c,Google Scholar,,,
2010,"Khan…, M.","MA Kurer, C Davey, S Khan…","MA Kurer, C Davey, S Khan… - Colorectal Disease, 2010 - Wiley Online Library",Colorectal Disease,Colorectal foreign bodies: a systematic review,Aim To perform a systematic review of the published reports on retained colorectal foreign bodies (CFBs) to collate the features and formulate a simple management plan based on the …,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1463-1318.2009.02109.x,Google Scholar,,,
2010,"Velazquez, C.","C Camacho, V Velazquez","C Camacho, V Velazquez - … journal of the American College of …, 2010 - journals.lww.com",… journal of the American College of …,Foreign Bodies Ingestion in Teenagers: 1472,Purpose: The aim of our study is to recall and evaluate foreign bodies ingestion and to contrast our results with similar studies in small children. Methods: A retrospective review of …,https://journals.lww.com/ajg/fulltext/2010/10001/foreign_bodies_ingestion_in_teenagers__1472.1472.aspx,Google Scholar,,,
2010,"Fukunaga…, I.","I Hoshino, Y Sugamoto, T Fukunaga…","I Hoshino, Y Sugamoto, T Fukunaga… - Official journal of the …, 2010 - journals.lww.com",Official journal of the …,Appendicitis caused by an endoluminal clip,To the Editor: We wish to comment on the use of computed tomography (CT) scans for determining visceral adiposity in the recent paper by Kang et al.(1). Although it is an important …,https://journals.lww.com/ajg/fulltext/2010/07000/appendicitis_caused_by_an_endoluminal_clip.44.aspx,Google Scholar,,,
2010,"Kim…, Y.","YK Kim, BH Soh, CS Youn, JH Wee, HM Kim…","YK Kim, BH Soh, CS Youn, JH Wee, HM Kim… - Journal of The Korean …, 2010 - jksem.org",Journal of The Korean …,Using Ultrasound to Diagnosis a Radio-lucent Soft Tissue Foreign Body-in Emergency Departments: A Preliminary Study Using a Swine Model,PURPOSE: The purpose of this study is to estimate the accuracy of diagnosing a radio-lucent soft tissue foreign body with using ultrasound according to the different sizes and depth of …,https://jksem.org/journal/view.php?number=627,Google Scholar,,,
2010,"Igarashi…, A.","A Sato, Y Urita, S Yoshizawa, Y Igarashi…","A Sato, Y Urita, S Yoshizawa, Y Igarashi… - Official journal of the …, 2010 - journals.lww.com",Official journal of the …,Incidence of Gastrointestinal Symptoms in Japanese Children with H1N1 Influenza Infection after Treatment with Oseltamivir: 1471,"Purpose: Oseltamivir is approved for the treatment of seasonal influenza in adults and children aged 1 year or older. However, several reports provide some evidence for …",https://journals.lww.com/ajg/fulltext/2010/10001/Incidence_of_Gastrointestinal_Symptoms_in_Japanese.1471.aspx,Google Scholar,,,
2010,"Bayer…, N.","N Enkling, KH Utz, S Bayer…","N Enkling, KH Utz, S Bayer… - Int J Oral Maxillofac …, 2010 - researchgate.net",Int J Oral Maxillofac …,Osseoperception: active tactile sensibility of osseointegrated dental implants,Purpose: The phenomenon of developing a certain tactile sensibility through osseointegrated dental implants is called osseoperception. Active tactile sensibility can be tested by having …,https://www.researchgate.net/profile/Karl-Heinz-Utz/publication/49720517_Osseoperception_Active_Tactile_Sensibility_of_Osseointegrated_Dental_Implants/links/5c07cd07458515ae5447f7d2/Osseoperception-Active-Tactile-Sensibility-of-Osseointegrated-Dental-Implants.pdf,Google Scholar,,,
2010,"Grant…, M.","M Moosajee, T Braithwaite, W Grant…","M Moosajee, T Braithwaite, W Grant… - Case Reports, 2010 - casereports.bmj.com",Case Reports,Endoscopic transnasal retrieval of an airgun pellet lodged in the orbital apex,A 17-year-old boy presented to eye casualty complaining of loss of vision in the right eye after being shot at close range in the right nasolabial fold with an airgun rifle (figure 1A). The …,https://casereports.bmj.com/content/2010/bcr.07.2010.3159.short,Google Scholar,,,
2010,"Khodabakhsh, A.","A Mohamadi, M Khodabakhsh","A Mohamadi, M Khodabakhsh - Ulus Travma Acil Cerrahi …, 2010 - jag.journalagent.com",Ulus Travma Acil Cerrahi …,Retained wooden foreign body in lung parenchyma: a case report,"Despite advances in imaging techniques, the detection of retained wooden foreign bodies remains a difficult and challenging task. The detection of wood is especially important …",https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=eng&un=UTD-67778,Google Scholar,,,
2010,"Lee, C.","CS Yang, CK Lu, FL Lee, WM Hsu, YF Lee, SM Lee","CS Yang, CK Lu, FL Lee, WM Hsu, YF Lee, SM Lee - Ophthalmologica, 2010 - karger.com",Ophthalmologica,Treatment and outcome of traumatic endophthalmitis in open globe injury with retained intraocular foreign body,"Purpose: Our aim was to evaluate the incidence, risk factors, pathogens, use of systemic and intravitreal antibiotics, and outcome of traumatic endophthalmitis after open globe injury …",https://karger.com/oph/article-abstract/224/2/79/255133,Google Scholar,,,
2011,"Krebs, M.","M Kremnitzer, S Krebs","M Kremnitzer, S Krebs - Israel Studies Review, 2011 - berghahnjournals.com",Israel Studies Review,From illiberal legislation to intolerant democracy,"Democracy is not just about free and fair elections. It requires at least some minimal substantial guarantees, such as freedom of speech and freedom of assembly, that formulate and …",https://www.berghahnjournals.com/view/journals/israel-studies-review/26/1/isr260103.xml,Google Scholar,,,
2011,"Hsu…, M.","MD Catherine Lewis, HK Hsu…","MD Catherine Lewis, HK Hsu… - Journal of the National …, 2011 - search.proquest.com",Journal of the National …,Aspiration of foreign bodies in adults with personality disorders: impact on diagnosis and recurrence,"Most cases of foreign-body aspiration are accidental events in children, whereas the majority of adults will have neurological dysfunction, trauma, alcohol abuse, or psychological …",https://search.proquest.com/openview/815872143532a70e197510bb0f49cc93/1?pq-origsite=gscholar&cbl=36588,Google Scholar,,,
2011,"Tyring, S.","S Amin, AJ Gewirtzman, S Tyring","S Amin, AJ Gewirtzman, S Tyring - Ronni Wolf, MD, is Associate …, 2011 - books.google.com",Ronni Wolf,Clean and Aseptic Technique at the Bedside,CUTANEOUS SURGICAL INTERVENTIONS are becoming more and more popular as this area of dermatology continues to rapidly expand. Dermatologists are performing …,https://books.google.com/books?hl=en&lr=&id=BKTEjs7wiAgC&oi=fnd&pg=PA12&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=tMDU5KN_5D&sig=iD8T_L_48CK5iJAFOCrccSn64rg,Google Scholar,,,
2011,"Serletti, J.","J Fosnot, SJ Kovach III, JM Serletti","J Fosnot, SJ Kovach III, JM Serletti - Aesthetic surgery journal, 2011 - academic.oup.com",Aesthetic surgery journal,Acellular dermal matrix: general principles for the plastic surgeon,"Acellular dermal matrix (ADM) is a recently-developed, biologically-derived product with many useful applications in plastic surgery, in both cosmetic and reconstructive procedures. …",https://academic.oup.com/asj/article-abstract/31/7_Supplement/5S/212536,Google Scholar,,,
2011,"Wang…, H.","HQ Bai, L Yao, XX Meng, YX Wang…","HQ Bai, L Yao, XX Meng, YX Wang… - European Journal of …, 2011 - journals.sagepub.com",European Journal of …,Visual outcome following intraocular foreign bodies: a retrospective review of 5-year clinical experience,Purpose TO determine the main prognostic factors related to final visual acuity (VA) after intraocular ocular foreign body (IOFB) extraction. Methods We performed a retrospective chart …,https://journals.sagepub.com/doi/abs/10.5301/ejo.2010.2210,Google Scholar,,,
2012,"Yung, K.","KC Huoh, KC Yung","KC Huoh, KC Yung - Otolaryngology, 2012",Otolaryngology,Retained denture in oropharynx,,,Google Scholar,,,
2012,"Zarbin…, S.","SN Patel, PD Langer, MA Zarbin…","SN Patel, PD Langer, MA Zarbin… - European journal of …, 2012 - journals.sagepub.com",European journal of …,Diagnostic value of clinical examination and radiographic imaging in identification of intraocular foreign bodies in open globe injury,Purpose To evaluate the diagnostic accuracy of clinical eye examination and radiographic imaging in the identification of intraocular foreign bodies (IOFBs) in open-globe traumatic …,https://journals.sagepub.com/doi/abs/10.5301/EJO.2011.8347,Google Scholar,,,
2012,"Maula…, K.","K Anwar, R Ahmad, F Maula…","K Anwar, R Ahmad, F Maula… - Pakistan Journal of …, 2012 - search.ebscohost.com",Pakistan Journal of …,Kochia Indica Wight-An unusual foreign body of the upper airways in children.,"Objective: To highlight the special features of an unusual foreign body of the larynx, the seed of kochia indica wight, and discuss its management. Methodology: This prospective study …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=1682024X&asa=Y&AN=94136652&h=9Jy4v5KwoMXfINxM2nfw1jQBV%2BZgDygGhZRTAxhVmINdmddRkRMPUWYLBCV7%2Ff8DtQIQisIGxD%2BrdeDkvD4vFw%3D%3D&crl=c,Google Scholar,,,
2012,"Ilgıt…, A.","A Onal, B Coskun, R Karabulut, E Ilgıt…","A Onal, B Coskun, R Karabulut, E Ilgıt… - Diagnostic and …, 2012 - avesis.gazi.edu.tr",Diagnostic and …,Interventional radiological retrieval of embolized vascular access device fragments,PURPOSE: Vascular access device fragment embolization is a relatively rare but potentially serious complication. The PURPOSE: of this study was to report our experience with …,https://avesis.gazi.edu.tr/yayin/c0152e73-ba3f-4a92-856f-f8c89a4141d9/interventional-radiological-retrieval-of-embolized-vascular-access-device-fragments,Google Scholar,,,
2012,"Odom-Forren, J.",J Odom-Forren,"J Odom-Forren - Drain's PeriAnesthesia Nursing-E-Book: A …, 2012 - books.google.com",Drain's PeriAnesthesia Nursing-E-Book: A …,"Thoracicstructures surgery within involves procedures in the the chest cavity, including the lungs, heart, great vessels, and esophagus. In this chapter, discussion …",Bronchoscopy: Direct visualization of the tracheobronchial tree with use of a lighted scope. It is used for diagnostic and therapeutic interventions for visualization of structures of the …,https://books.google.com/books?hl=en&lr=&id=4LOPzeIUvbgC&oi=fnd&pg=PA477&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=vh_QBfWQBj&sig=J1LeBu2OKV0BDGgdTFjAI9fWD7E,Google Scholar,,,
2012,"Nawras, M.","M Niazi, E Rafiq, A Nawras","M Niazi, E Rafiq, A Nawras - … journal of the American College of …, 2012 - journals.lww.com",… journal of the American College of …,EUS-guided FNA for Metastatic Renal Cell Carcinoma of Native Kidney in a Renal Transplant Patient: 1388,"Purpose: Adults are usually able to recall the type and amount of foreign bodies ingested, but might not be reliable in the setting of possible intoxication. A 23 year old female without …",https://journals.lww.com/ajg/fulltext/2012/10001/eus_guided_fna_for_metastatic_renal_cell_carcinoma.1388.aspx,Google Scholar,,,
2012,"Kurtz…, N.","N Sonpal, R Taunk, A Randhawa, L Kurtz…","N Sonpal, R Taunk, A Randhawa, L Kurtz… - Official journal of the …, 2012 - journals.lww.com",Official journal of the …,Diagnosis of Retroperitoneal Metastatic Malignant Melanoma by EUS-Guided FNA: A Rare Finding Diagnosed by a Novel Modality: 1386,"Purpose: Malignant melanoma is a neoplasm which originates from melanocytes. Thought it is a rare form of skin cancer there are about 160,000 new cases of melanoma yearly …",https://journals.lww.com/ajg/fulltext/2012/10001/diagnosis_of_retroperitoneal_metastatic_malignant.1386.aspx,Google Scholar,,,
2012,"Marwat, K.","K Iqbal, MI Khan, M Marwat","K Iqbal, MI Khan, M Marwat - Gomal Journal of Medical Sciences, 2012 - gjms.com.pk",Gomal Journal of Medical Sciences,Esophageal Foreign Bodies: Experience with Rigid Esophagoscopy at Dera Ismail Khan,Background: Foreign body ingestion is a common presenting problem in our society. Rigid esophagoscopy for extraction of ingested foreign bodies is the recommended treatment. The …,http://gjms.com.pk/index.php/journal/article/view/257,Google Scholar,,,
2012,"Cornitescu…, L.","L Anghelina, L Stanescu, G Cornitescu…","L Anghelina, L Stanescu, G Cornitescu… - … Revista Romana de …, 2012 - search.ebscohost.com",… Revista Romana de …,Evolutive and clinical issues in acute infant pneumonia.,Infectious pneumonia are the most common products of viruses and bacteria. In children etiology is dominated by viral infections that are up to 90% of all child pneumonia The following …,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=14540398&AN=85823815&h=aaYeB6yaaFbq9lAaHGVTnnjfZIgI4%2BPVQ99BC4mFNWpZPPCwJda2%2FllrnmLeaI1NlE965gSLvcjt5KixkBbmGg%3D%3D&crl=c,Google Scholar,,,
2013,"Liang, S.","S Nie, Z Wang, W Liu, X Liang","S Nie, Z Wang, W Liu, X Liang - Eye Sci, 2013 - cdn.amegroups.cn",Eye Sci,"Clinical application of X-ray, B-scan, and CT in the diagnosis of ocular foreign bodies","Purpose: To analyze the sensitivity and specificity of X-ray, B-ultrasound, and CT scan in diagnosing ocular foreign bodies and to compare the accuracy of applying these three imaging …",https://cdn.amegroups.cn/journals/ykxb/files/journals/28/articles/3724/public/3724-PB1-R1.pdf,Google Scholar,,,
2013,"Lee, K.","KY Shim, YJ Kim, JG Kim, YH Yoon, JY Lee","KY Shim, YJ Kim, JG Kim, YH Yoon, JY Lee - Journal of the Korean …, 2013 - jkos.org",Journal of the Korean …,Clinical Characteristics of Intraocular Foreign Body and Analysis of Prognostic Factors.,"PURPOSE To investigate clinical characteristics of post-traumatic intraocular foreign body (IOFB), which occurred between 2006 and 2010, and prognostic factors associated with final …",https://www.jkos.org/journal/view.php?doi=10.3341/jkos.2013.54.3.456,Google Scholar,,,
2013,"Zhu, W.","W Chi, A Li, S Wang, X Zhu","W Chi, A Li, S Wang, X Zhu - Eye Sci, 2013 - cdn.amegroups.cn",Eye Sci,Efficacy of combined administration of 0.2% brimonidine and 0.5% betaxolol in treatment of primary open angle glaucoma and ocular hypertension,Purpose:. To observe the efficacy of combined use of brimonidine and betaxolol in treatment of primary open angle glaucoma (POAG) and ocular hypertension. Methods: A total of 54 …,https://cdn.amegroups.cn/journals/ykxb/files/journals/28/articles/3761/public/3761-PB1-R1.pdf,Google Scholar,,,
2013,"Henderson, V.",VL Henderson,"VL Henderson - Geographies of Peace and Armed Conflict, 2013 - taylorfrancis.com",Geographies of Peace and Armed Conflict,"Citizenship in the line of fire: protective accompaniment, proxy citizenship, and pathways for transnational solidarity in Guatemala","In the battle for political space in postconflict Guatemala, protective accompaniment presents prospects for actualizing citizenship rights. I use the term proxy citizenship to refer to the …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780203723340-17/citizenship-line-fire-protective-accompaniment-proxy-citizenship-pathways-transnational-solidarity-guatemala-victoria-henderson,Google Scholar,,,
