id,Publication Year,Authors,Title,Publication Title,Database,Exclude,Reason ID,Paediatric,Intention Reported,Deliberate intention,Unclear,Accessed,Comments
292,2018,"Riva, Carlo Galdino; Toti, Francesco Angelo Taddàus; Siboni, Stefano; Bonavina, Luigi",Unusual Foreign Body Impacted In The Upper Oesophagus: Original Technique For Transoral Extraction,Bmj Case Reports,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,27M ingested wooden ball intentionally as a bet.
293,2018,Zhong B.-L.; Xu Y.-M.; Xie W.-X.; Chen W.-C.; Lu J.,Prevalence Of Deliberate Self-Harm Among Chinese Patients With Heroin Dependence: A Meta-Analysis,Frontiers In Psychiatry,SCOPUS,TRUE,5,,TRUE,TRUE,,31/01/2025,Review without empirical data on desired outcomes.
295,2018,"Ing, Richard J.; Hoagland, Monica; Mayes, Lena; Twite, Mark",The Anesthetic Management Of Button Battery Ingestion In Children,Canadian Journal Of Anaesthesia = Journal Canadien D'Anesthesie,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Paediatric study. Intention not mentioned.
296,2018,Hom M.A.; Rogers M.L.; Schneider M.E.; Chiurliza B.; Doerfler L.A.; Walsh B.W.; Joiner T.E.,Atypical And Severe Nonsuicidal Self-Injury As An Indicator Of Severe Psychopathology: Findings From A Sample Of High-Risk Community Mental Health Clients,Journal Of Nervous And Mental Disease,SCOPUS,TRUE,11,,TRUE,TRUE,,31/01/2025,"Includes sample of patients with intentional ingestion of foreign object. Does not report endoscopic, surgical, or conservative outcomes. Exclude."
297,2018,"Gurevich, Yoseph; Sahn, Benjamin; Weinstein, Toba",Foreign Body Ingestion In Pediatric Patients,Current Opinion In Pediatrics,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Paediatric study. Intention not mentioned.
299,2018,"Elsherbeny, Ms; Allam, Am; El-Asmar, Km",Foreign Body Ingestion In Children: Unusual Presentations And Timely Intervention,Annals Of Pediatric Surgery,Web of Science,TRUE,1,,,,,31/01/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
300,2018,"Cui, Jason; Cross, Trent; Lockwood, David",Ingested Razor Blades Within The Appendix: A Rare Case Report,International Journal Of Surgery Case Reports,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"""a rare case of razor blades lodged in the appendix as a result of intentional ingestion"""
303,2018,"Bolton, Scott M.; Saker, Martha; Bass, Lee M.",Button Battery And Magnet Ingestions In The Pediatric Patient,Current Opinion In Pediatrics,PubMed,TRUE,5,TRUE,,,,31/01/2025,Opinion piece that doesn't present empirical evidence.
304,2018,"Jarmon, E; Vieux, U",Deliberate Foreign Body Ingestion,Psychiatric Annals,Web of Science,TRUE,1,,,,,31/01/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
307,2019,"Robertson, Alexander R.",Self-Harm By Sharp Foreign Body Ingestion,Suicide & Life-Threatening Behavior,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,Follow-up study of 11 patients with repeated intentional ingestion of foreign object.
308,2019,"Eb Chevretton, I Pai, S Haikel, A Sandison...","Proceedings Of The 153Rd Semon Club, 13 November 2017, Ent Department, Guy'S And St Thomas' Nhs Foundation Trust, London, Uk",The Journal Of ...,Google Scholar,TRUE,2,,,,,31/01/2025,"Refers to reaction to bactroban ointment which ""contains polyethylene glycol, which is reported to cause a foreign body reaction when injected"""
310,2019,"Zykute, D; Zykus, R",A Chestnut-A Difficult Challenge For An Endoscopist,Journal Of Digestive Endoscopy,Web of Science,TRUE,9,,FALSE,,,31/01/2025,Case of 27M with down syndrome and two previous laparotomies for FB removal. Unclear if intentional this time.
311,2019,"Thapa, Niresh; Basnyat, Subi; Maharjan, Muna","Ingestion Of Bell Clappers By A Shaman In Jumla, Nepal: A Case Report",Jnma; Journal Of The Nepal Medical Association,PubMed,FALSE,,,TRUE,,,31/01/2025,47M case report. Intentional ingestion of bell clappers during religious ceremony.
312,2019,"Tromans, S; Chester, V; Wells, H; Alexander, R",Deliberate Ingestion Of Foreign Bodies As A Form Of Self-Harm Among Inpatients Within Forensic Mental Health And Intellectual Disability Services,Journal Of Forensic Psychiatry & Psychology,Web of Science,FALSE,,,,,,25/03/2025,
313,2019,"User, Idil Rana; Ozokutan, Bulent Hayri",Common Pediatric Surgical Diseases Of Refugee Children: Health Around Warzone,Pediatric Surgery International,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Interesting epidimiological review of Turkish Syrian-border hospital with paediatric surgical emergencies. No mention of intentional ingestion. 
314,2019,"Kumar, Ranesh; Soni, Nikhil; Bhardwaj, Suraj; Bhoil, Rohit; Gupta, Suresh C.",Intentional Foreign Body Ingestion,Internal And Emergency Medicine,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,35M case report perforated stomach after ingestion of knife.
315,2019,"Shafiee-Kandjani, Ar; Emamizad, S; Faryareshi, M",A Man With Nails And Needles Inside: A Case Report Of Factitious Disorder,Iranian Journal Of Psychiatry And Behavioral Sciences,Web of Science,TRUE,11,,TRUE,TRUE,,31/01/2025,"""Case report of single male with multiple intentional ingestions."". Psychiatric case report, no empirical data on ingestions, motivations and outcomes. Focus on psychiatric diagnosis."
316,2019,"S Sarı, H Bektaş, K Ulusan, B Koçak...",A 4-Year Single-Center Experience In The Management Of Esophageal Perforation.,Turkish Journal Of ...,Google Scholar,TRUE,2,,,,,31/01/2025,Compare's scoring systems for Oesophageal Perforation. No mention if foreign body ingestion.
317,2019,"Demiroren, Kaan",A Case Series Of Ingested Open Safety Pin Removal Using A Proposed Endoscopic Removal Technique Algorithm,"Pediatric Gastroenterology, Hepatology & Nutrition",PubMed,TRUE,3,TRUE,TRUE,FALSE,,31/01/2025,"""All foreign body ingestions were accidental"""
319,2019,"Jehangir, Maham; Mallory, Christopher; Medverd, Jonathan R.",Digital Tomosynthesis For Detection Of Ingested Foreign Objects In The Emergency Department: A Case Of Razor Blade Ingestion,Emergency Radiology,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"""A 46-year-old schizophrenic male presented to the emergency department (ED) after deliberate ingestion of an undetermined number of open razor blades"""
320,2019,K Abbas,Is Button Battery More Dangerous Than A Bullet?,Ec Paediatrics,Google Scholar,TRUE,9,TRUE,TRUE,,,01/04/2025,Button battery ingestions in children. No report of intention. Exclude.    S s
321,2019,"Ashman, A.; Bola, S.; Topiwala, A.",Managing Repeated Deliberate Foreign Body Ingestion,"British Journal Of Hospital Medicine (London, England : 2005)",PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"""describes a case of repeated foreign body ingestion in which a patient required 15 procedures under general anaesthetic to remove foreign bodies over a 6-month period."""
322,2019,"Benoist, Lbl; Van Der Hoven, B; De Vries, Ac; Pullens, B; Kompanje, Ejo; Moeliker, Cw",A Jackass And A Fish: A Case Of Life-Threatening Intentional Ingestion Of A Live Pet Catfish Corydoras Aeneus,Acta Oto-Laryngologica Case Reports,Web of Science,FALSE,,,TRUE,TRUE,,31/01/2025,28M intentionally ingested bronze catfish whilst intoxicated
323,2019,"Choe, Jae Young; Choe, Byung-Ho",Foreign Body Removal In Children Using Foley Catheter Or Magnet Tube From Gastrointestinal Tract,"Pediatric Gastroenterology, Hepatology & Nutrition",PubMed,TRUE,5,TRUE,FALSE,,,31/01/2025,Review article. Likely accidental ingestion. Intention not specified.
324,2019,"Chen, Qingguo; Chu, Hanqi; Tong, Ting; Tao, Yanling; Zhou, Liangqiang; Chen, Jin; Liu, Yun; Peng, Liyan",Predictive Factors For Complications Associated With Penetrated Fish Bones Outside The Upper Gastrointestinal Tract,European Archives Of Oto-Rhino-Laryngology : Official Journal Of The European Federation Of Oto-Rhino-Laryngological Societies (Eufos) : Affiliated With The  German Society For Oto-Rhino-Laryngology - Head And Neck Surgery,PubMed,TRUE,9,,FALSE,,,31/01/2025,Presumed accidental. Fish bones only. 
327,2019,"Gollol-Raju, Narasimha Swamy; Jampala, Nannaya; Khalid, Hamza; Mudireddy, Prashant",Nonsurgical Management Of An Embedded Metal Clip In Sigmoid Colon Causing Perforation And Abscess,Acg Case Reports Journal,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,42M prisoner intentional ingestion of metal clip.
328,2019,"Guinan, D.; Drvar, T.; Brubaker, D.; Ang-Rabanes, M.; Kupec, J.; Marshalek, P.",Intentional Foreign Body Ingestion: A Complex Case Of Pica,Case Reports In Gastrointestinal Medicine,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"39M ""intentional ingestion of multiple objects including 50 paperclips, 50 screws, eight batteries, and seven razor blades covered in paper"""
330,2020,"Liu, Ying-Hua; Lv, Zhi-Bao; Liu, Jiang-Bin; Sheng, Qing-Feng",Perianorectal Abscesses And Fistula Due To Ingested Jujube Pit In Infant: Two Case Reports,World Journal Of Clinical Cases,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Two children with rectal abscesses post. Not explicitly intentional.
331,2020,"Ãqy Liu, R Gugig, Dm Troendle, S Bitton, N Patel...",Society Paper,,Google Scholar,TRUE,5,TRUE,,,,31/01/2025,Position paper / review. Doesn't present empirical data.
333,2020,"Mohammed, Ayad Ahmad",Ingestion Of Huge Number Of Metallic Nails Impacted In The Stomach And Cecum In A Mentally Abnormal Woman: Case Report,International Journal Of Surgery Case Reports,PubMed,FALSE,,,,,,25/03/2025,
334,2020,"Nasir, Msnm; Draman, Wnaw; Mohamad, S; Ab Hamid, Ss; Mohamad, I",Never Fish Your Brother: A Case Of Plastic Fish Hook In The Oesophagus,Pediatria I Medycyna Rodzinna-Paediatrics And Family Medicine,Web of Science,TRUE,3,TRUE,TRUE,FALSE,,31/01/2025,"4M ""accidentally ingested an unknown toy, as witnessed by his elder brother"""
335,2020,"Peters, S. M.; Davies, M.-A.; Van As, A. B.",Repeat Injuries In Childhood,South African Medical Journal = Suid-Afrikaanse Tydskrif Vir Geneeskunde,PubMed,TRUE,1,,,,,31/01/2025,Full text not available.
336,2020,"Wang, Kai; Zhang, Dan; Li, Xianling; Wang, Zengmeng; Hou, Guangjun; Jia, Xinjian; Niu, Huizhong; Qi, Shiqin; Deng, Qingqiang; Jiang, Bin; Bian, Hongqiang; Yang, Heying; Chen, Yajun",Multicenter Investigation Of Pediatric Gastrointestinal Tract Magnets Ingestion In China,Bmc Pediatrics,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"Contains some intentional ingestion: ""The majority of ingestions were unintentional, with only 3 patients deliberately swallowing the Buckyball magnets"""
337,2020,"Riedesel, Erica L.; Richer, Edward J.; Sinclair, Elizabeth M.; Sauer, Cary G.; Santore, Matthew T.; Simoneaux, Stephen F.; Alazraki, Adina L.",Serial Mri Findings After Endoscopic Removal Of Button Battery From The Esophagus,Ajr. American Journal Of Roentgenology,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Records serial MRI findings after button battery ingestion.
339,2020,"Valiyeva, Sayali; Romano, Lucia; Maffione, Francesco; Leopardi, Marco; Giordano, Aldo Victor; Lombardi, Loreto; Schietroma, Mario; Carlei, Francesco; Giuliani, Antonio",Gastrointestinal Bleeding As A Result Of Entero-Iliac Fistula Due To Intestinal Foreign Body,Annals Of Medicine And Surgery (2012),PubMed,TRUE,9,,FALSE,,,31/01/2025,Not explicitly intentional. 77M Illiac artery pseudo-aneurysm after toothpick ingestion.
340,2020,"Varik, Roma; Shubha, Attibele Mahadevaiah; Das, Kanishka",Multiple Atypical Esophageal Foreign Bodies In An Infant,Journal Of Indian Association Of Pediatric Surgeons,PubMed,TRUE,2,TRUE,TRUE,,,31/01/2025,Not self ingestion. Homocidal intent. 4-month female with 4 open safety pins and midthoracic coin.
341,2020,"Zeng, Liping; Shu, Wenbo; Ma, Honghai; Hu, Jian",Aortic Injury Caused By Esophageal Foreign Body-Case Reports Of 3 Patients And Literature Review,Medicine,PubMed,TRUE,9,,FALSE,,,31/01/2025,Not explicitly intentional. Objects ingested 2 fish bones and 1 duck bone.
342,2020,"Zong, Ye; Zhao, Haiying; Sun, Can; Ji, Ming; Wu, Yongdong; Zhang, Shutian; Wang, Yongjun",Differences Between Intentional And Accidental Ingestion Of Foreign Body In China,Bmc Gastroenterology,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"Compares intention and accidental objects, management, outcomes in China."
343,2020,"Povolotskiy, Roman; Abraham, Mickey E.; Leverant, Adam B.; Bresler, Amishav; Paskhover, Boris",Complications Of Palatal Pillar Implants: An Analysis Of The Maude Database And Literature Review,American Journal Of Otolaryngology,PubMed,TRUE,2,,,,,31/01/2025,Foreign body sensation after palatal pillar implants.
344,2020,"Kapalu, Cl; Lantos, J; Booser, A; Thomson, M; Attard, T",Preventing Self-Harm From Repeat Foreign-Body Ingestion,Pediatrics,Web of Science,TRUE,11,TRUE,TRUE,TRUE,,31/01/2025,"Ethical debate surrounding debate. Presents some data on items ingested, surgical and endoscopic outcomes. Not empirical data, nor useful aggregate data. Exclude."
345,2020,"Kapalu, Cml; Ibrahimi, N; Mentrikoski, Jm; Attard, T",Pediatric Recurrent Intentional Foreign Body Ingestion: Case Series And Review Of The Literature,Journal Of Pediatric Gastroenterology And Nutrition,Web of Science,FALSE,,TRUE,TRUE,TRUE,,31/01/2025,Case series of 3 individuals with repetative deliberant foreign body ingestion.
346,2020,"Hsieh, A; Hsiehchen, D; Layne, S; Ginsberg, Gg; Keo, T","Trends And Clinical Features Of Intentional And Accidental Adult Foreign Body Ingestions In The United States, 2000 To 2017",Gastrointestinal Endoscopy,Web of Science,TRUE,5,,TRUE,TRUE,TRUE,31/01/2025,"Looks at trends of accidental and intentional foreign body ingestion from 2000 to 2017. Does not report granular detail of outcomes or motivations following intentional foreign body ingestion, instead uses data from 17 year US public database sample to estimate USA-wide incidence of IIFO, th objects ingested therein and the population characterists of those that ingest. Does not give seperate granular detail on IIFO. Exclude. Review with supervisor."
348,2020,"Al-Faham, Firas Shaker Mahmoud; Al-Hakkak, Samer Makki Mohamed",The Largest Esophageal Foreign Body In Adults: A Case Report,Annals Of Medicine And Surgery (2012),PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,Case report. 42M deliberately swallowed a spanner.
349,2020,"Ali, Alaa; Alhindi, Saeed",A Child With A Gastrocolic Fistula After Ingesting Magnets: An Unusual Complication,Cureus,PubMed,FALSE,,TRUE,TRUE,TRUE,,31/01/2025,9F with adjustment disorder who deliberately ingested magnets.
351,2020,"Casoni Pattacini, Gianmaria; Pecchini, Francesca; Mullineris, Barbara; De Maria, Roberto; Trapani, Vincenzo; Francescato, Alice; Piccoli, Micaela",Laparoscopic Treatment Of Right Colic Flexure Perforation By An Ingested Wooden Toothpick,International Journal Of Surgery Case Reports,PubMed,TRUE,9,,FALSE,,,31/01/2025,Case report. 42M toothpick ingestion. Not explictly intentional.
353,2020,"Carius, Brandon M.; Dodge, P. M.; Long, Brit",Sharp Object In The Belly: A Case Of Pediatric Intentional Razor Blade Ingestion In The Emergency Department,Cureus,PubMed,FALSE,,TRUE,TRUE,TRUE,,31/01/2025,"Case report. 17F ""patient admitted to disassembling a pencil sharpener and swallowing the blade approximately 24 hours prior to presentation"""
354,2020,"Flynn, Dj; Howell, D; Rolshud, D",Endoscopic Retrieval Of Magnetic Foreign Body Ingestions With A Nasal Bridle: Description Of A Novel Technique,Gastrointestinal Endoscopy,Web of Science,TRUE,11,,TRUE,TRUE,,31/01/2025,"Case series of 3 individuals with repetative deliberant foreign body ingestion. Gives broad overview of 3 cases. Does not report object characteristics, motivation, or outcome for individual ingestions or present aggregate data for the aforementioned. Instead, reports on success when using a novel technique of object extraction. Exclude."
355,2020,"Gao, Yan; Wang, Jin; Ma, Jing; Gao, Yingqin; Zhang, Tiesong; Lei, Puping; Xiong, Xin",Management Of Button Batteries In The Upper Gastrointestinal Tract Of Children: A Case-Series Study,Medicine,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Paediatric case series. No mention of intention.
356,2020,"Ghimire, Subash; Suwal, Kriti; Yang, Tsujung; Khan, Hafiz; Lincoln, Matthew",Repetitive Sharps Ingestion And Challenges With Retrieval And Prevention,European Journal Of Case Reports In Internal Medicine,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"38F BPD, repeated intentional ingestion of sharp objects."
358,2020,"Hardman, J; Sharma, N; Smith, J; Nankivell, P",Conservative Management Of Oesophageal Soft Food Bolus Impaction,Cochrane Database Of Systematic Reviews,Cochrane,TRUE,2,,,,,31/01/2025,Studies conservative management of soft food bolus impaction.
359,2020,"Hernandez, Patricia V.; Snyder, Diana L.; Ghorab, Saba; Patel, Neej J.; Hinni, Michael L.; Horsley-Silva, Jennifer L.",Removal Of A Large Stone In The Upper Thoracic Esophagus,"Mayo Clinic Proceedings. Innovations, Quality & Outcomes",PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,"Case report. 34M ""We present a technically challenging case of intentional ingestion of a large stone"""
360,2020,"Delgado Salazar, Jhony Alejandro; Naveda Pacheco, Natalia Carolina; Palacios Jaramillo, Paola Alexandra; Garzón Yépez, Santiago Danilo; Medina Loza, Victor Rafael; Romero Alvarado, Carlos Alberto; Aguilar Ayala, Bernabé Esteban; Molina, Gabriel Alejandro","Ingestion Of Razor Blades, A Rare Event: A Case Report In A Psychiatric Patient",Journal Of Surgical Case Reports,PubMed,FALSE,,,TRUE,TRUE,,31/01/2025,Case report. 34F intentionally ingested two razor blades.
361,2021,"Yu, Mh; Li, Kx; Zhou, Ss; Wang, Hy; Le, Mx; Li, C; Liu, Dl; Tan, Yy",Endoscopic Removal Of Sharp-Pointed Foreign Bodies With Both Sides Embedded Into The Duodenal Wall In Adults: A Retrospective Cohort Study,International Journal Of General Medicine,Web of Science,TRUE,9,,FALSE,,,31/01/2025,No empirical data on deliberate ingestions. 
362,2021,"Norton-Gregory, Ashley A.; Kulkarni, Naveen M.; O'Connor, Stacy D.; Budovec, Joseph J.; Zorn, Adam P.; Desouches, Stephane L.",Ct Esophagography For Evaluation Of Esophageal Perforation,"Radiographics : A Review Publication Of The Radiological Society Of North America, Inc",PubMed,TRUE,5,,,,,31/01/2025,"Review article. ""The purpose of this article is to familiarize radiologists with CT esophagography"" techniques and imaging findings of emergent esophageal conditions."
363,2021,"Ojio, Hidenori; Tanaka, Yoshihiro; Sato, Yuta; Imai, Takeharu; Okumura, Naoki; Matsuhashi, Nobuhisa; Takahashi, Takao; Yoshida, Kazuhiro",A Case Of Submucosal Abscess Of The Esophagus Mimicking A Mediastinal Abscess,Clinical Journal Of Gastroenterology,PubMed,TRUE,9,,FALSE,,,31/01/2025,"Not explicitly intentional - ""doesn't remember"" swallowing foreign object.."
365,2021,"Shatani, Naoya; Alshaibani, Sara; Potts, James; Phillips, Bruce; Bray, Heather",Chest Radiograph Alone Is Sufficient As The Foreign Body Survey For Children Presenting With Coin Ingestion,Pediatric Emergency Care,PubMed,TRUE,9,TRUE,FALSE,,,31/01/2025,Paediatric study. Intention not mentioned.
366,2021,"Stubington, Tj; Kamani, T",Food Bolus And Oesophageal Foreign Body: A Summary Of The Evidence And Proposed Management Process,European Archives Of Oto-Rhino-Laryngology,Web of Science,TRUE,5,,,,,02/02/2025,Review of evidence and proposed management of food bolus and oesophageal foreign body.
367,2021,"Mathew, Rishi P.; Sarasamma, Sreekutty; Jose, Merin; Toms, Ajith; Jayaram, Vinayak; Patel, Vimal; Low, Gavin","Clinical Presentation, Diagnosis And Management Of Aerodigestive Tract Foreign Bodies In The Adult Population: Part 1",Sa Journal Of Radiology,PubMed,TRUE,5,,,,,02/02/2025,Pictoral review. Doesn't present original empirical evidence. 
368,2021,"Tan, Sarah Siyin; Wang, Kai; Pang, Wenbo; Wu, Dongyang; Peng, Chunhui; Wang, Zengmeng; Zhang, Dan; Chen, Yajun",Etiology And Surgical Management Of Pediatric Acute Colon Perforation Beyond The Neonatal Stage,Bmc Surgery,PubMed,TRUE,9,TRUE,FALSE,,,02/02/2025,Study of neonates.
369,2021,"Tavallaei, Mehdi; Bahadorinia, Mahsa; Haj Mohamad Ebrahim Ketabforoush, Arsh",Intentional Ingestion Of A Metallic Wire Causing Perforation And Retroperitoneal Abscess: A Case Report,Clinical Medicine Insights. Case Reports,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,Case report. 30M Intentional Ingestion of 20cm wire.
370,2021,"Udemgba, Chinelo; Missov, Emil; Percy, Robert; Sattiraju, Srinivasan",A Case Report Of An Unusual Left Atrial Mass,European Heart Journal. Case Reports,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,"28F Intentional ingestion of needle, found in left atria."
371,2021,"Ventura, Sofia; Pinho, Juliana; Cancela, Eugénia; Silva, Américo",Bezoar: An Uncommon Cause Of Upper Gastrointestinal Bleeding,Revista Espanola De Enfermedades Digestivas,PubMed,TRUE,2,,FALSE,,,02/02/2025,Giant phytobezoar. Unintentional. 
372,2021,"Wu, Lili; Lei, Guiyu; Liu, Ying; Wei, Zheng; Yin, Yue; Li, Yanru; Wang, Guyan","Retrospective Analysis Of Esophageal Foreign Body Ingestion: Differences Among Weekday, Weekends, And Holidays",Risk Management And Healthcare Policy,PubMed,TRUE,9,,FALSE,,,02/02/2025,No mention of intention.
373,2021,"Yang, Liu; Li, Wen",Unusual Cervical Foreign Body - A Neglected Thermometer For 5 Years: A Case Report,World Journal Of Clinical Cases,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,"Case report. 32M, Deliberate foreign body ingestion. "
374,2021,"Sude, Nandkishor Sopanrao; Karanam, Venkata Pavan Kumar",Endoscopic Retrieval Of Ingested Foreign Bodies: A Single Surgeon Experience,Cureus,PubMed,TRUE,9,,,,,02/02/2025,Retrospective analysis of single Indian surgeon's experience of ingested foreign bodies. Some intentional ingestions mentioned. But no empirical data on explictly intentional ingestions.
375,2021,"Masood, Muaaz","Intentional Foreign Body Ingestions: A Complex, Recurrent And Costly Issue",American Journal Of Case Reports,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,Case report. 23M recurrent intentional ingestion cases.
377,2021,"Li, Xp; Ge, Bj; Zhao, Hm; Jin, W; Huang, Dj; Liu, Zy; Huang, Q",Intestinal Perforation By Ingested Foreign Bodies,International Surgery,Web of Science,FALSE,,,TRUE,TRUE,,02/02/2025,"25 cases if foreign body ingestion with 4 intentional. Empirical data on individual cases extracted into case report data, but motivations not recorded. "
378,2021,"Lone, Sa; Hameed, A; Shiekh, Fa",Foreign Body Esophagus In A Young Infant,Clinical Case Reports,Web of Science,TRUE,9,TRUE,FALSE,,,02/02/2025,2month male ingested large ear ring.
379,2021,"Akilov, Kh A.; Asadullaev, D. R.; Yuldashev, R. Z.; Shokhaydarov, Sh I.",Cylindrical And Button Battery Ingestion In Children: A Single-Center Experience,Pediatric Surgery International,PubMed,TRUE,9,TRUE,FALSE,,,02/02/2025,Paediatric study. Intention not mentioned.
380,2021,"Al Shaaibi, Raya; Al Waili, Ibrahim",Laparoscopic Retrieval Of Ingested Foreign Body,Oman Medical Journal,PubMed,FALSE,,TRUE,TRUE,TRUE,,02/02/2025,Paediatric study. Case report. 15F ingested knife blade.
381,2021,"Altokhais, Tariq",Magnet Ingestion In Children Management Guidelines And Prevention,Frontiers In Pediatrics,PubMed,TRUE,5,TRUE,FALSE,,,02/02/2025,Review. Looks at magnet ingestion in children. No mention of intention. 
382,2021,"Berry, P; Kotha, S",Crying Wolf: The Danger Of Recurrent Intentional Foreign Body Ingestion,Frontline Gastroenterology,Web of Science,FALSE,,,TRUE,TRUE,,02/02/2025,Letter that includes multiple case reports of deliberate ingestion. 
383,2021,"Buonsenso, Danilo; Chiaretti, Antonio; Curatola, Antonietta; Morello, Rosa; Giacalone, Martina; Parri, Niccolò",Pediatrician Performed Point-Of-Care Ultrasound For The Detection Of Ingested Foreign Bodies: Case Series And Review Of The Literature,Journal Of Ultrasound,PubMed,TRUE,9,TRUE,FALSE,,,02/02/2025,Paediatric study. Case series. Intention not mentioned.
384,2021,"Bangash, Fariha; Megna, James L.; Leontieva, Luba",Deliberate Foreign Body Ingestion In A 35-Year-Old Woman With Borderline Personality Disorder And Several Psychiatric Comorbidities,Cureus,PubMed,TRUE,11,,TRUE,TRUE,,02/02/2025,"Case report. 35F, 20 year history of IIFO. No empirical data relating objects to motivations and outcomes. Psychiatric case history review. Exclude."
385,2021,"Craig, Michael A.; Kay, Carl; Wells, Thomas B.; Barnes, Maurice C.",Dissolving Potassium Tablets Masquerading As Concealed Foreign Body Ingestion,Cureus,PubMed,TRUE,7,,,,,02/02/2025,Case report. 25M Potassium tablet ingestion.
386,2021,"Dines, Jacob T.; Harvey, Amie",Chronic Intentional Chicken Bone Ingestion Mimicking Inflammatory Bowel Disease,Bmj Case Reports,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,Case report. 23M recurrent intentional ingestion of chicken bones.
388,2021,"R Furlano, G Gershman...",Foreign Body Ingestion,Practical Pediatric ...,Google Scholar,TRUE,5,,,,,02/02/2025,Review article. No original empirical evidence.
389,2021,Rd Gomez‐Esquivel,Foreign Bodies,The Esophagus,Google Scholar,TRUE,5,,,,,02/02/2025,Reivew article. No original empirical evidence.
390,2021,"Gouda, Mahmoud; Elkholi, Ayman; Tranah, Thomas H.; Shawcross, Debbie L.",An 18-Year-Old Girl With Retrosternal Burning Discomfort: A Bitter Pill To Swallow,Bmj Open Gastroenterology,PubMed,TRUE,7,,TRUE,TRUE,,02/02/2025,Case report. 18F intentional ingestion of multiple objects and caustic chemical.
392,2022,"D. D., Belanny; R. F., Perdana",Case Report Of Fatal Deep Neck Abscess: A Complication Of Aerodigestive Foreign Bodies.,New Armenian Medical Journal,Google Scholar,TRUE,9,,FALSE,,,02/02/2025,Case series. All food products ingested. No mention of intention.
394,2022,"Motohashi, Kenzo; Thanacoody, Ruben Hk",Toxicology In The Emergency Department: What'S New?,"British Journal Of Hospital Medicine (London, England : 2005)",PubMed,TRUE,5,,,,,02/02/2025,Review article. Interesting part about pre-hospital administration of honey to reduce tissue injury post button battery ingestion. 
395,2022,"S Aliyu, Ab Ningi",Trans-Vesical Migration Of A Swallowed Needle With Intra-Urethral Impaction In A 12-Year-Old Boy,,Google Scholar,TRUE,2,TRUE,TRUE,,,02/02/2025,"Paediatric study. Case report. 12M ""He recalled accidentally swallowing a needle he was using while holding it between his lips a year prior to presentation."""
396,2022,"Po Adeoye, Oa Afolabi, Hk Omokanye, I Olaoye...",Foreign Bodies In The Aerodigestive Tract: Time For Comprehensive Preventive Measures,African Health ...,Google Scholar,TRUE,9,,FALSE,,,02/02/2025,Retrospective study of cases of foreign body aspiration and ingestion. No record of intention.
397,2022,"Pantazopoulos, I; Mavrovounis, G; Mermiri, M; Adamou, A; Gourgoulianis, K",Intentional Ingestion Of Batteries And Razor Blades By A Prisoner: A True Emergency?,International Journal Of Prisoner Health,Web of Science,TRUE,1,,,,,02/02/2025,"Pay wall, unable to access via QMUL or Sci-Hub."
399,2022,"Zhao, Gt; Zhao, Sq; Wang, Sj; Liu, X; Qi, Q; Li, Ym; Zuo, M",Unexpected Death From Hepatic Abscess 16 Months After Toothbrush Ingestion,Journal Of Forensic Sciences,Web of Science,FALSE,,,TRUE,TRUE,,02/02/2025,Case report of hepatic abscess and death post intentional ingestion of toothbrush?
401,2022,"Yadollahi, Sina; Buchannan, Ryan; Tehami, Nadeem; Stacey, Bernard; Rahman, Imbadhur; Boger, Philip; Wright, Mark",Endoscopic Management Of Intentional Foreign Body Ingestion: Experience From A Uk Centre,Frontline Gastroenterology,PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,5 year retrospective observational study of IIFO 
402,2022,"Yang, Zao M.; Postma, Gregory N.",Unlocking Dysphagia: Intentional Ingestion Of Foreign Bodies,"Ear, Nose, & Throat Journal",PubMed,FALSE,,,TRUE,TRUE,,02/02/2025,Case report. 37M intentional ingestion of metalic object.
