Publication Year,First Author,Authors,Publication Title,Title,Abstract,DOI,Database
2020,"Hardman, J.","Hardman, J; Sharma, N; Smith, J; Nankivell, P",Cochrane Database Of Systematic Reviews,Conservative management of oesophageal soft food bolus impaction,"Abstract - Background Impaction of a soft food bolus in the oesophagus causes dysphagia and regurgitation. If the bolus does not pass spontaneously, then the patient is at risk of aspiration, dehydration, perforation, and death. Definitive management is with endoscopic intervention, recommended within 24 hours. Prior to endoscopy, many patients undergo a period of observation, awaiting spontaneous disimpaction, or may undergo enteral or parenteral treatments to attempt to dislodge the bolus. There is little consensus as to which of these conservative strategies is safe and effective to be used in this initial period, before resorting to definitive endoscopic management for persistent impaction. Objectives To evaluate the efficacy of non‐endoscopic conservative treatments in the management of soft food boluses impacted within the oesophagus. Search methods We searched the following databases, using relevant search terms: Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, Embase and CINAHL. The date of the search was 18 August 2019. We screened the reference lists of relevant studies and reviews on the topic to identify any additional studies. Selection criteria We included randomised controlled trials of the management of acute oesophageal soft food bolus impaction, in adults and children, reporting the incidence of disimpaction (confirmed radiologically or clinically by return to oral diet) without the need for endoscopic intervention. We did not include studies focusing on sharp or solid object impaction. Data collection and analysis We used standard methodological procedures recommended by Cochrane. Main results We identified 890 unique records through the electronic searches. We excluded 809 clearly irrelevant records and retrieved 81 records for further assessment. We subsequently included one randomised controlled trial that met the eligibility criteria, which was conducted in four Swedish centres and randomised 43 participants to receive either intravenous diazepam followed by glucagon, or intravenous placebos. The effect of the active substances compared with placebo on rates of disimpaction without intervention is uncertain, as the numbers from this single study were small, and the rates were similar (38% versus 32%; risk ratio 1.19, 95% confidence interval 0.51 to 2.75, P = 0.69). The certainty of the evidence using GRADE for this outcome is low. Data on adverse events were lacking. Authors' conclusions There is currently inadequate data to recommend the use of any enteral or parenteral treatments in the management of acute oesophageal soft food bolus impaction. There is also inadequate data regarding potential adverse events from the use of these treatments, or from potential delays in definitive endoscopic management. Caution should be exercised when using any conservative management strategies in these patients. Plain language summary Use of treatments to dislodge soft foods stuck between the throat and the stomach to try to avoid the need for an endoscopy Review question Can a period of observation, treatment with swallowed substances, or treatment with substances given via the blood help to dislodge soft foods that are stuck between the throat and the stomach in order to avoid the need for an endoscopic procedure to clear it? Background Food can sometimes get stuck in the oesophagus, the pipe connecting the throat to the stomach that passes through the chest. This food often dislodges on its own, without any medical help, but occasionally a doctor's help is needed to clear it. Removing or dislodging these lumps of food can be done using a flexible camera or a rigid instrument, called an endoscope, but endoscopic procedures can have serious complications, like causing holes in the oesophagus. However, waiting for too long for the food to clear on its own can also increase the risk of a hole in the oesophagus and may lead to saliva or food falling into the lungs, causing serious infections. A variety of treatments are currently used to try to clear the food, without having to resort to an endoscopy, many of which also have potential side effects, including difficulty breathing, increased blood sugar levels, low blood pressure, and irregular heartbeat. We wanted to know if any of these treatments were better than simply waiting for the food to clear on its own, before trying to dislodge it with instruments. Study characteristics The evidence is current to August 2019. We found one trial suitable to answer our question, which compared giving a patient two drugs into a vein in (diazepam and glucagon) to placebos (clear liquids which appeared similar to the drugs but have no effect on the body). We did not look at treating sharp or hard objects, as these are treated differently. Key results There was not enough evidence to say with certainty which treatments for food impacted in the oesophagus are safe or effective. Quality of the evidence We graded the overall certainty of the evidence as low. More studies with more participants are needed to be able to answer the review question.",10.1002/14651858.cd007352.pub3,Cochrane
2020,"Hernandez, P.","Hernandez, Patricia V.; Snyder, Diana L.; Ghorab, Saba; Patel, Neej J.; Hinni, Michael L.; Horsley-Silva, Jennifer L.","Mayo Clinic Proceedings. Innovations, Quality & Outcomes",Removal of a large stone in the upper thoracic esophagus,"Ingestion of a foreign body is a common occurrence. Flexible endoscopy is most commonly used for treatment, but certain large foreign bodies are more easily  retrieved with rigid endoscopy. We present a technically challenging case of  intentional ingestion of a large stone that required retrieval from the upper  thoracic esophagus using rigid endoscopy. This case highlights the importance of  alternative methods to manage large foreign bodies and of collaboration of  medical subspecialties.",10.1016/j.mayocpiqo.2019.10.005,PubMed
2020,"Hsieh, A.","Hsieh, A; Hsiehchen, D; Layne, S; Ginsberg, GG; Keo, T",Gastrointestinal Endoscopy,"Trends and clinical features of intentional and accidental adult foreign body ingestions in the united states, 2000 to 2017","Background and Aims: Foreign body ingestions (FoBIs) are a common cause for medical attention. However, trends and patterns of adult FoBIs as well as associations with clinical comorbidities and behavioral attributes have not been elucidated beyond single institutional experiences. Methods: We utilized survey data from the National Electronic Injury Surveillance System to examine fundamental characteristics of adult FoBIs involving consumer products between 2000 and 2017 across the United States. Data regarding the circumstances of FoBIs were abstracted from narrative data. Relationships among time, intent, demographics, and behavioral attributes were assessed using regression analyses, accounting for survey structure. Results: Adult FoBIs have increased in incidence over the past 2 decades from 3 to 5.3 per 100,000 persons. Examination of consumer products revealed that jewelry (15.4%), nails (7.2%), and toothpicks (6.9%) were the most commonly ingested products. The most common products ingested varied over time, and the number of unique consumer product categories ingested increased from 103 to 143 in the time period studied. Intentional ingestions accounted for 14% of adult FoBIs and frequently involved plastic bagging (13.6%), batteries (13%), nails (10.1%), and desk supplies (6.8%). Adjusted regression analyses demonstrated that compared with accidental FoBIs, intentional FoBIs have increased over time. Intentional FoBIs were more frequently associated with younger age, substance abuse, police custody, and mental and cognitive illnesses relative to accidental FoBIs. Conclusions: Our results indicate that adult FoBIs are an increasing burden of disease in the United States with social, psychiatric, and behavioral contributors to this trend.",10.1016/j.gie.2019.09.010,Web of Science
2020,"Iannella, G.","Iannella, Giannicola; Vallicelli, Bianca; Magliulo, Giuseppe; Cammaroto, Giovanni; Meccariello, Giuseppe; De Vito, Andrea; Greco, Antonio; Pelucchi, Stefano; Sgarzani, Rossella; Corso, Ruggero Massimo; Napoli, Gloria; Bianchi, Giulia; Cocuzza, Salvatore; Maniaci, Antonino; Vicini, Claudio",International Journal Of Environmental Research And Public Health,Long-term subjective outcomes of barbed reposition pharyngoplasty for obstructive sleep apnea syndrome treatment,"Background: The purpose of this study was to evaluate long-term subjective outcomes of barbed reposition pharyngoplasty for obstructive sleep apnea syndrome  (OSAS) treatment using a specific questionnaire, the Palate Postoperative Problem  Score (PPOPS). Methods: 140 patients who underwent barbed reposition  pharyngoplasty (BRP) surgery in the Morgagni Pierantoni Hospital of Forlì, Italy  were enrolled in the study. Postoperative outcomes were evaluated in a short- and  long-term follow-up using the PPOPS questionnaire. The average period of  follow-up was 26 months. All patients received the PPOPS questionnaire by  telephone in a period between April and August 2019. Results: 51% of patients  complained of swallowing problems after surgery. In 91% of cases, the problem  cleared up spontaneously. At the time of the interview, only 9% of patients had a  residual swallowing difficult. At the time of PPOPS evaluation, rhinolalia was  observed in 8% of patients, whereas nose regurgitation was present in 2% of  patients. In 20% of patients, the foreign body sensation was present during  follow-up. The value of apnea-hypopnea index (AHI) reduced from the preoperative  value of 31.5 to the postoperative value of 11.4. Conclusions: BRP surgery proved  to be an effective technique, appreciated by the majority of patients. Use of the  PPOPS questionnaire has demonstrated that the BRP technique seems to ensure  efficacy and lower morbidity, with few complications after surgery.",10.3390/ijerph17051542,PubMed
2020,"Kapalu, C.","Kapalu, CL; Lantos, J; Booser, A; Thomson, M; Attard, T",Pediatrics,Preventing self-harm from repeat foreign-body ingestion,"A multidisciplinary medical team considers extraordinary treatment to prevent self-harm in an adolescent with recurrent and intentional FBI resulting in repeat medical intervention. Mental health disorders in adolescents present some of the most challenging of all ethical dilemmas. This is particularly true when they lead to self-injurious behavior that can only be prevented by either limiting the freedom of the adolescent or forcing treatments on them that they do not want. Intentional and repeated foreign-body ingestion (FBI) in youth is a poorly understood self-injurious behavior that can be life-threatening. It poses unique clinical and ethical challenges. Ingestion of sharp or magnetic objects increases the need for endoscopic retrieval or surgical intervention with associated risks, including perforation and anesthesia-related adverse events. When behavior modification efforts fail to prevent recurrent FBI, the cumulative risk of medical intervention mounts. Sometimes, as a last resort, doctors consider surgical procedures that limit jaw movement and may physically prevent recurrent FBI. In this Ethics Rounds article, we present a case in which doctors consider whether it is in the best interest of a teenager with this behavior to undergo orthodontic jaw wiring as a next step in treatment of repeated FBI. Doctor commentary on the ethical decision-making process is provided.",10.1542/peds.2019-1515,Web of Science
2020,"Kapalu, C.","Kapalu, CML; Ibrahimi, N; Mentrikoski, JM; Attard, T",Journal Of Pediatric Gastroenterology And Nutrition,Pediatric recurrent intentional foreign body ingestion: case series and review of the literature,"Although foreign body ingestion (FBI) is a common pediatric referral concern, intentional or recurrent FBI (RFBI) in youth is poorly defined. In adults, several subgroups of patients with psychiatric comorbidities account for a large portion of FBIs. A similar classification system and corresponding management recommendations are yet to be outlined in pediatrics. We report 3 patients with RFBI: a 16-year-old, African American boy with 22 admissions and 27 endoscopic procedures for FBI removal; a 4-year-old, African American boy with autism spectrum disorder admitted twice after delayed presentation of ingestion of magnets; and a 15-year-old Caucasian girl with a complex mental health history who presented twice after intentional ingestion to self-harm. We also present a literature review of pediatric RFBI. Patients with RFBI require a nuanced, multidisciplinary management approach to address acute concerns and reduce subsequent ingestion. A behavioral taxonomy and treatment considerations are presented.",10.1097/mpg.0000000000002757,Web of Science
2020,"Liu, Y.","Liu, Ying-Hua; Lv, Zhi-Bao; Liu, Jiang-Bin; Sheng, Qing-Feng",World Journal Of Clinical Cases,Perianorectal abscesses and fistula due to ingested jujube pit in infant: two case reports,"BACKGROUND: About 90% of perianal infection is caused by cryptoglandular infection. Only a few cases of peritonitis or intra-abdominal abscesses secondary  to perforation of the digestive tract by an ingested foreign body have been  reported. The most common sites of impaction and perforation include the  appendix, cecum and the terminal ileum. The rectum is an unusual site of foreign  body impaction. This report intends to highlight that ingested foreign body  impacted in the rectum is an extremely rare cause of perianal abscess and  subsequent fistula in infants. CASE SUMMARY: Two cases of perianal abscess and  fistula due to ingested jujube pit impacted in the rectum are reported. Both  cases are infants with free previous medical history suffered from recurrent  perianal infection. The caregivers of the two patients denied ingestion of a  foreign body or any history of trauma. Physical examination combined with  ultrasound or computed tomography scan established the diagnosis. Both of the  patients underwent operation under general anesthesia. In case 1, a jujube pit  with sharp ends was discovered embedded within a subcutaneous fistula. The jujube  pit was then removed intact along with fistula resection. The wound was  successfully laid open to allow healing by secondary intention. In case 2, a  jujube pit was found with its sharp end puncturing the rectum, surrounded by pus  and necrotic tissue. Subsequent incision and adequate drainage were performed.  The whole jujube pit was then removed from the abscess cavity at the same time.  Both patients received colonoscopy to rule out inflammatory bowel disease or  other potential damages by the ingested jujube pit. The postoperative period was  uneventful. At 1.5 year follow-up, no recurrent abscess or fistula were found in  either patient. CONCLUSION: An impacted foreign body must not be overlooked as an  unusual cause of perianal abscess and fistula, especially in young children.",10.12998/wjcc.v8.i20.4930,PubMed
2020,"Michiwaki, Y.","Michiwaki, Y; Kikuchi, T; Kamiya, T; Toyama, Y; Inoue, M; Hanyuu, K; Takai, M; Koshizuka, S",Computer Methods In Biomechanics And Biomedical Engineering-Imaging And Visualization,Computational modeling of child's swallowing to simulate choking on toys,"Choking occurs more frequently in children and senior citizens than in other groups. Obstruction materials are varied, including food or foreign bodies such as toys and coins. The number of choking accidents has not decreased because its mechanism remains unclear; the manner in which such accidents occur cannot be observed. The purpose of this study is to visualize choking on toys by using a computer simulation, Swallow Vision (R), after creating a new child model of swallowing. An organ model for the simulation was created from the CT of a 9-month-old boy and videofluorographic images during swallowing for a 9-month-old girl. The organ models were defined as hyperelastic and contained particles that moved by forced displacement. The toy models were spheres with diameters of 10 and 15 mm and different coefficients of friction and restitution. The applied calculation method was the Hamiltonian Moving Particle Simulation. The results demonstrated that the simulation could visualize how a toy model obstructed the upper airway in the pharynx and larynx. Moreover, the ball size and the coefficients of friction and restitution affected the site obstructed. As choking accidents were successfully visualized using the Swallow Vision (R), The computer simulation is expected to advance research on understanding the choking mechanism.",10.1080/21681163.2019.1647458,Web of Science
2020,"Mohammed, A.","Mohammed, Ayad Ahmad",International Journal Of Surgery Case Reports,Ingestion of huge number of metallic nails impacted in the stomach and cecum in a mentally abnormal woman: case report,"BACKGROUND: Foreign bodies may be ingested unconsciously, intentionally or in patients who have psychological abnormalities. The majority of foreign bodies are  passed smoothly with no problems if they passed the esophagus, however some may  be lodged in areas of anatomical narrowing which may require endoscopic or  surgical intervention. CASE PRESENTATION: A 37-year -old mentally abnormal woman  presented to the emergency department complaining from abdominal pain for 2 days.  The family reported a history of ingestion of multiple metallic nails one week  before presentation. Abdominal examination showed generalized tenderness and  guarding. Plain abdominal X-ray showed multiple metallic nails in the upper  abdomen and the right lower abdomen. Laparotomy was performed, one of the nails  was causing perforation of the gastric wall, huge number of metallic nails were  extracted from the stomach and cecum, appendectomy was performed. CONCLUSION:  Ingestion of sharp and long foreign bodies usually requires surgical  intervention, after surgery close observation and psychological consultation is  required to prevent repeated ingestions.",10.1016/j.ijscr.2020.04.019,PubMed
2020,"Nasir, M.","Nasir, MSNM; Draman, WNAW; Mohamad, S; Ab Hamid, SS; Mohamad, I",Pediatria I Medycyna Rodzinna-Paediatrics And Family Medicine,Never fish your brother: a case of plastic fish hook in the oesophagus,"Foreign body ingestion is a common, yet sometimes dangerous entity encountered in paediatric population. Depending on the type, size and location of a foreign body, it can present with variety of symptoms. The purpose of this report is to present an unexpected radiolucent oesophageal foreign body impaction in a 4-year-old boy missed by imaging, but successfully removed using rigid esophagoscopy without any complications.",10.15557/pimr.2020.0076,Web of Science
2020,"Peters, S.","Peters, S. M.; Davies, M.-A.; Van As, A. B.",South African Medical Journal = Suid-Afrikaanse Tydskrif Vir Geneeskunde,Repeat injuries in childhood,"BACKGROUND: Injury remains a leading cause of childhood morbidity and mortality in the developing world. The probability of injury occurrence is influenced by  agent, host and environmental factors. Studies of repeat injuries in childhood  therefore provide insight into factors in the epidemiological triad predisposing  children to injury. OBJECTIVES: To determine the proportion of children and the  factors associated with repeat presentations to the Red Cross War Memorial  Children's Hospital Trauma Unit (RCWMCH TU) in Cape Town, South Africa, for all  non-transport-related injuries in childhood. METHODS: This was a retrospective  cohort study using data from the RCWMCH TU. We included children aged 0 - 10  years with first presentation from January 1997 to June 2013 and followed up  until the earlier of age 13 years or June 2016. We assessed individual and  population-level factors associated with repeat injury using multilevel Poisson  regression analysis. Child dependency ratios were derived from the 2011 National  Census. RESULTS: Between 1997 and 2013, 72 490 children aged &lt;10 years (59%  male) presented to the RCWMCH TU for the first time with injuries. After the  initial injury, 9 417 (13%) presented with a repeat injury by 2016 and before age  13 years. After adjusting for health subdistrict, distance from RCWMCH TU and age  at first presentation, factors associated with reduced repeat presentation were  injury identified as due to abuse (adjusted incidence rate ratio (aIRR) 0.6; 95%  confidence interval (CI) 0.4 - 0.7), fluid burn (aIRR 0.6; 95% CI 0.6 - 0.7),  foreign body ingestion (aIRR 0.7; 95% CI 0.7 - 0.9), and moderate and severe (v.  minor) initial injury (aIRR 0.9; 95% CI 0.8 - 0.9 and aIRR 0.7; 95% CI 0.6 - 0.8,  respectively), while boys were more likely to have repeat injury presentations  (aIRR 1.4; 95% CI 1.4 - 1.5). CONCLUSIONS: Repeat presentations were substantial  and associated with male gender. They occurred less commonly after fluid burn  injuries, foreign body ingestion and moderate to severe injuries. Children with  intentional injuries were also less likely to have a repeat presentation. Further  research is indicated for childhood injuries with greater propensity to repeat,  including non-height falls and sport-related injuries. Secondary injury  prevention education should not neglect patients with unintentional and minor  injuries. These results strengthen the hypothesis that injuries arise as a result  of sustained exposure to agent, host and environmental risk factors.",10.7196/samj.2020.v110i12.14546,PubMed
2020,"Povolotskiy, R.","Povolotskiy, Roman; Abraham, Mickey E.; Leverant, Adam B.; Bresler, Amishav; Paskhover, Boris",American Journal Of Otolaryngology,Complications of palatal pillar implants: an analysis of the maude database and literature review,"PURPOSE: The Pillar Palatal Implant System is a minimally invasive procedure for the treatment of obstructive sleep apnea and snoring. Prior studies have examined  the effectiveness of this procedure, however no prior study has thoroughly  evaluated its complications. We anticipate that this analysis will provide  valuable insight into these procedures which can be used in patient education and  post-operative follow-up. MATERIALS AND METHODS: The Manufacturer and User  Facility Device Experience (MAUDE) database was queried for cases reporting  injury related to the pillar procedure. The case narratives were individually  analyzed and categorized by type of complication. A comparison of extruding parts  and select complications was also performed using chi-square analysis. RESULTS:  Of the 261 cases reported, 73.6% reporting extruding parts, 47.5% described  patient pain, and 38.7% included patients describing a foreign body sensation.  Infection was reported in 7.7% of the cases with cellulitis and abscess formation  specifically mentioned in one case. Cases describing pain and difficulty  swallowing were significantly more likely to have reported extruding parts  (p < 0.05). CONCLUSIONS: This study describes various complications associated  with this procedure. The description of these complications and accompanying  literature review may provide healthcare professionals and patients with an  understanding of the scope of adverse events related to this procedure.",10.1016/j.amjoto.2019.102303,PubMed
2020,"Riedesel, E.","Riedesel, Erica L.; Richer, Edward J.; Sinclair, Elizabeth M.; Sauer, Cary G.; Santore, Matthew T.; Simoneaux, Stephen F.; Alazraki, Adina L.",Ajr. American Journal Of Roentgenology,Serial mri findings after endoscopic removal of button battery from the esophagus,"OBJECTIVE. The purpose of this study was to evaluate findings at serial MRI after endoscopic removal of a button battery from the esophagus in a series of  pediatric patients. MATERIALS AND METHODS. Serial MRI examinations after removal  of a button battery from the esophagus were reviewed retrospectively for the  presence of mediastinal edema; imaging characteristics of the aorta and arteries;  imaging characteristics of the trachea; and imaging characteristics of the  esophageal wall at the level of injury. RESULTS. A total of 48 MRI examinations  were performed on 19 patients, 89% (17/19) in the first 48 hours after battery  removal. Serial MRI was performed for 84% (16/19) of patients. Initial MRI showed  extensive mediastinal edema in all 17 patients who underwent MRI in the first 48  hours. Edema directly abutted major arteries in all 17 patients and abutted the  airway in all 10 patients with proximal esophageal injury. Arterial vascular  changes were seen in 30% (3/10) of patients with proximal esophageal injury and  57% (4/7) of patients with mid or distalesophageal injury. Airway changes were  seen in 80% (8/10) of patients with proximal esophageal injury. Serial MRI showed  improvement of airway changes in all patients and improvement in vessel wall  changes in all but one (25%, 1/4) of the patients who had mid or distal  esophageal injury. Four patients (21% [4/19]) had contained esophageal leak on  esophagrams. No patients in our series developed a tracheoesophageal or  vascular-enteric fistula. CONCLUSION. Our case series provides important  information on natural history of MRI findings in children after endoscopic  removal of a button battery from the esophagus. Further studies are needed to  determine the imaging findings most sensitive and specific for severe  complications, such as tracheoesophageal fistula and vascular-enteric fistula.",10.2214/ajr.19.22427,PubMed
2020,"Tustumi, F.","Tustumi, Francisco; Hudari, Guilherme Garcia; Modolo, Natalia Rebeque; Morrell, André Luiz Gioia; de Miranda Neto, Antônio Afonso; Dias, André Roncon",International Journal Of Surgery Case Reports,Unusual cause of appendicitis. a case report of acute appendicitis caused by needle ingestion,"INTRODUCTION: Appendicitis is an acute inflammatory process. The purpose of this report is to describe an unusual case of acute appendicitis in adult caused by  accidental ingestion of a needle, and treated with appendectomy. PRESENTATION OF  CASE: A 64 year-old white woman, seamstress, was admitted with abdominal pain  complaints. Plain radiograph and CT scan showed metal density suggesting a  foreign body in the lower right abdomen. A diagnostic laparoscopic procedure  identified a perforated appendicitis due to a needle perforation. Laparoscopic  appendicectomy and foreign body removal were performed. DISCUSSION: Acute  appendicitis due foreign body ingestion is extremely rare. Laparoscopy was the  chosen access once it was more suitable for inventory of the gastrointestinal  tract and help avoiding harm of the medical team during hand maneuvers of open  access surgery. CONCLUSION: Foreign body ingestion should be remembered as an  unusual differential diagnosis of acute appendicitis.",10.1016/j.ijscr.2020.05.094,PubMed
2020,"Valiyeva, S.","Valiyeva, Sayali; Romano, Lucia; Maffione, Francesco; Leopardi, Marco; Giordano, Aldo Victor; Lombardi, Loreto; Schietroma, Mario; Carlei, Francesco; Giuliani, Antonio",Annals Of Medicine And Surgery (2012),Gastrointestinal bleeding as a result of entero-iliac fistula due to intestinal foreign body,"Ingested toothpicks are a relatively rare event, but they may cause serious gut injuries and can be listed among rare causes of perforation, peritonitis, sepsis  or death. Unless the foreign bodies were intentionally swallowed, many patients  who ingested them fail to remember the event and they do not refer it during the  medical history collection; this makes diagnosis problematic. In this work, a  case of perforation of the sigmoid colon is described, caused by a toothpick  ingestion. The patient had to be surgically treated because of a complication:  the formation of an entero-iliac fistula with subsequent development of a  pseudoaneurysm of the right external iliac artery. Vascular perforation due to  toothpick ingestion has rarely been reported. In similar cases, it could be  difficult to establishing the correct diagnosis because of the low sensitivity  and accuracy rates of diagnostic investigations. The ingestion of foreign bodies  should be kept in mind as an important differential diagnosis in patients with  acute abdomen or chronic abdominal pain of unknown origin.",10.1016/j.amsu.2020.03.004,PubMed
2020,"Varik, R.","Varik, Roma; Shubha, Attibele Mahadevaiah; Das, Kanishka",Journal Of Indian Association Of Pediatric Surgeons,Multiple atypical esophageal foreign bodies in an infant,Foreign body ingestion is a common accidental emergency in children. We report an unusual case of multiple blunt and sharp esophageal foreign bodies in a female  infant probably associated with homicidal intent and its management.,10.4103/jiaps.jiaps_101_19,PubMed
2020,"Wang, K.","Wang, Kai; Zhang, Dan; Li, Xianling; Wang, Zengmeng; Hou, Guangjun; Jia, Xinjian; Niu, Huizhong; Qi, Shiqin; Deng, Qingqiang; Jiang, Bin; Bian, Hongqiang; Yang, Heying; Chen, Yajun",Bmc Pediatrics,Multicenter investigation of pediatric gastrointestinal tract magnets ingestion in china,"PURPOSE: To describe the incidence and management of gastrointestinal tract Buckyball magnets ingestions in a multicenter Chinese pediatric patient  population, and discuss the preventive measures. METHODS: Medical records of 74  pediatric patients from 9 large Chinese hospitals during the past 10 years, who  were diagnosed as buckyball magnets ingestion and got invasive treatment, were  retrospectively studied. The follow-up was through telephone and outpatient  service to estimate the post-surgery condition. Information collection was  through online questionnaire. RESULTS: Among the 74 cases, there were 50 boys  (68%) and 24 girls (32%). The median age was 36 (interquartile range (IQR) 22-77)  months, with a range of 7 months to 11 years, and it showed two peaks, the first  between 1 and 3 years, and the second between 6 to 11 years. The annual case  number showed a sharp increase over time, and the total case number in the last  2 years (2017 and 2018) showed a greater than 9-fold increase when compared with  the first 2 years (2013 and 2014). The majority of ingestions were unintentional,  with only 3 patients deliberately swallowing the Buckyball magnets. The median  time of ingestion until the onset of emergent symptoms was 2 (IQR 1-5) days, and  ranged from 4 h to 40 days. Twenty-one patients had no symptoms, and the  remaining cases presented with abdominal pain, vomiting, fever, abdominal  distension, excessive crying, melena, and the ceasing of flatus and defecation.  Gastroscopy, colonoscopy, laparoscopic surgery and laparotomy surgery were  performed in accordance with the algorithm from the North American Society of  Pediatric Gastroenterology, Hepatology and Nutrition (NASPGHAN). Procedural and  operative findings included gastrointestinal mucosa erosion, ischemia and  necrosis, perforation, and abdominal abscess, fistula and intestinal obstruction.  The median number of Buckyball magnets ingested was 4 (IQR 2-8), with a range  from 1 to 39. During the median follow-up period of 6 (IQR 1-15) months, 3  patients had intestinal obstruction, and one underwent a second operation. The  remaining 71 patients courses were uneventful during the follow-up period. None  of the 74 patients reported a second swallowing of foreign bodies. CONCLUSIONS:  The incidence of pediatric gastrointestinal tract magnets ingestion in China is  increasing. Management of such patients should follow the NASPGHAN algorithm.  Preventive measures to limit children's access to Buckyball magnets should be  taken from three levels, namely the national administration, producer, and  consumer.",10.1186/s12887-020-1990-9,PubMed
2020,"Zeng, L.","Zeng, Liping; Shu, Wenbo; Ma, Honghai; Hu, Jian",Medicine,Aortic injury caused by esophageal foreign body-case reports of 3 patients and literature review,"OBJECTIVES: Ingestion of a foreign body can cause different degrees of damage to esophagus, and several complications are potentially life-threatening if not  properly handled. The aortic injury caused by a perforating esophageal foreign  body is rare but lethal. The optimal management still remains controversial. The  purpose of this report is to describe our experience in the management of the  aortic injury caused by esophageal foreign body ingestion. METHODS: Between  January 2015 and December 2015, we retrospectively enrolled cases of esophageal  perforation involving the aorta by foreign body. The general parameters,  esophageal foreign body, types of aortic injury, treatment, and outcome were  analyzed. Additionally, we reviewed the literature of the management of  esophageal perforation involving the aorta caused by foreign bodies. The study  was approved by the ethics committee of the First Affiliated Hospital, College of  Medicine, Zhejiang University, and the need for informed consent was waived  (Quick review 2019, No. 609). RESULTS: Three cases of esophageal perforation  involving the aorta by foreign body was selected in the study. Two male and 1  female patients (range, 51-58 years old) with the aorta involvement caused by a  perforating foreign body in the esophagus in 3 forms were identified, including 1  patient with mycotic aortic pseudoaneurysm, 1 patient with aortoesophageal  fistula and 1 patient with the aortic intramural hematoma. One patient died of  the rupture of the pseudoaneurysm during the preparation of the surgery. The  other 2 patients were cured with a multidisciplinary approach, which is an urgent  thoracic endovascular aortic repair followed by mediastinal debridement/drainage  or endoscopic retrieval. Two of 3 patients were survived until now. CONCLUSION:  The management of the aortic injury caused by esophageal foreign body injury is  challenging. Early diagnosis and multidisciplinary management is crucial.",10.1097/md.0000000000020849,PubMed
2020,"Zong, Y.","Zong, Ye; Zhao, Haiying; Sun, Can; Ji, Ming; Wu, Yongdong; Zhang, Shutian; Wang, Yongjun",Bmc Gastroenterology,Differences between intentional and accidental ingestion of foreign body in china,"BACKGROUNDS: Previous reports of foreign-body ingestion focused primarily on accidental ingestion and very few studies focused on intentional ingestion of  foreign body (FB) in China. Our study aimed to compare the prevalence of  different age, gender, types, locations and management of FB ingested between  intentional ingestion and accidental ingestion of FB in Northern China. METHODS:  A retrospective case series studied all patients with suspected FB ingestion in  Digestive Endoscopy Center of Beijing Friendship Hospital, between January 2011  and January 2019. The patients were divided into 2 groups. Group A included the  patients who intentionally ingested FBs, and Group B included the patients who  accidentally ingested FBs. Patients' database (demographics, past medical  history, characteristics of FB, endoscopic findings and treatments) were  reviewed. Statistical analyses were conducted using SPSS software. RESULTS: Group  A consisted of 77 prisoners, 2 suspects and 11 psychologically disabled persons.  Group B consisted of 1020 patients with no prisoners, suspects or psychologically  disabled persons. In Group A, there were no food-related foreign bodies, and the  majority of FBs were metallic objects (54.44%). However in Group B, food-related  FBs were the most common (91.37%). In Group A, 58 cases (64.44%) were located in  the stomach, while in Group B, 893 cases (87.55%) were located in the esophagus  (P < 0.05). 1096 patients successfully underwent endoscopic removal and 14  failed, including 9 cases in Group A and 5 cases in Group B. The duration of FBs  impaction was longer in Group A than that in Group B (P < 0.05). CONCLUSIONS: In  our study, the patients who intentionally ingested FB were mainly prisoners, FBs  were mostly sharp metallic objects, the duration of FBs impaction was longer, and  the rate of successful endoscopic treatment was lower than that of the general  population. Attention should be focused on these patients.",10.1186/s12876-020-01224-z,PubMed
2021,"Akilov, K.","Akilov, Kh A.; Asadullaev, D. R.; Yuldashev, R. Z.; Shokhaydarov, Sh I.",Pediatric Surgery International,Cylindrical and button battery ingestion in children: a single-center experience,"PURPOSE: The purpose of our study was to perform a comparative analysis of the examination and treatment outcomes of children with cylindrical and button  batteries (BB) ingestion depending on their size and anatomical locations.  METHODS: This study was a retrospective analysis of 124 children aged from  1 month to 18 years who ingested batteries and were treated in a tertiary care  center from January 1, 2014 to March 31, 2019. The data studied included age,  sex, presenting symptoms at the time of evaluation, type and size of battery and  modality of management. RESULTS: Twenty-three (18.5%) patients ingested  cylindrical batteries (CBs), and 101 (81.5%) ingested BBs. The duration of  hospital stay was significantly longer (p = 0.004) in the group of children who  ingested BBs larger than 20 mm. Endoscopic removal was performed in 75 (60.5%)  children, 46 (37.1%) were followed up and three (2.4%) underwent open surgeries.  Children with CBs ingestion, in 55% of cases, had gastric mucosal injuries.  Children with BBs impacted in the esophagus in 96% cases had visible severe  mucosal damage, whereas patients with gastric BB ingestion 19.5% had superficial  gastric mucosal damage. CONCLUSION: Performing timely endoscopic retrieval in  children who are admitted early to the hospital will reduce the risk of damage to  the gastrointestinal mucosa, especially in the stomach. Unlike BBs, CBs, despite  their large size, have advantageous shapes, uneventfully pass the esophagus and  are more often retained in the stomach; thus, mucosal injuries are more often  observed in the stomach. Consequently, endoscopic extraction is the treatment of  choice for children with BB ingestion.",10.1007/s00383-021-04953-8,PubMed
