Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,DOI,Duplicate,Exclude,Reason ID,Abstract2,
2012,"Huston, A.","A Chiao, M Huston","A Chiao, M Huston - An Introduction to Clinical Emergency ..., 2012 - books.google.com",24C Throat Pain,24C Throat Pain,"Throat pain is one of the most common complaints seen by all health care providers, with pharyngitis being the most common cause of throat pain. Viruses are the most common cause ...","https://books.google.lk/books?hl=en&lr=&id=pyAlcOfBhjIC&oi=fnd&pg=PA321&dq=A+Chiao,+M+Huston+An+Introduction+to+Clinical+Emergency+2012+&ots=HD14eC6JOl&sig=62Vu0kHdIilmZEqrjgIxsyVQhHM&redir_esc=y#v=onepage&q=A%20Chiao%2C%20M%20Huston%20An%20Introduction%20to%20Clinical%20Emergency%202012&f=false",Google Scholar,None,,TRUE,5,"Scope of the problem
Throat pain is one of the most common complaints seen by all health care providers, with pharyngitis being the most common cause of throat pain. Viruses are the most common cause of pharyngitis, accounting for approximately 40% of cases. Group A beta-hemolytic streptococcus (GABHS) accounts for up to 40% of pediatric pharyngitis, but less than 15% of adult cases.
Although most patients presenting with sore throat
have
mild, self-limiting illness, throat pain may be the sign of a life-threatening condition. Recognizing and treating both common and serious causes of sore throat is an essential skill for emergency providers.",
2012,"Nawras, M.","M Niazi, E Rafiq, A Nawras","M Niazi, E Rafiq, A Nawras - ... journal of the American College of ..., 2012 - journals.lww.com",... Journal Of The American College Of ...,Eus-Guided Fna For Metastatic Renal Cell Carcinoma Of Native Kidney In A Renal Transplant Patient: 1388,"Purpose: Adults are usually able to recall the type and amount of foreign bodies ingested, but might not be reliable in the setting of possible intoxication. A 23 year old female without ...",https://journals.lww.com/ajg/fulltext/2012/10001/eus_guided_fna_for_metastatic_renal_cell_carcinoma.1388.aspx,Google Scholar,10.14309/00000434-201210001-01388,,TRUE,2,"Introduction: Malignancies are the second most common cause of death among renal transplant recipients after cardiovascular causes and exceed infectious diseases. Common malignancies in renal transplant recipients are non melanoma skin cancer, Kaposi sarcoma and non-hodgkin lymphoma with a 20 fold increase in their risk. Renal cell carcinoma in native kidneys after renal transplant is quite infrequent (0.3-4.8%). Here we report first case of renal cell carcinoma originating in native kidney, diagnosed by EUS guided FNA. Case Description: A 54-year-old gentleman status post renal transplant secondary to Goodpastures syndrome presented with nausea, vomiting, and abdominal pain. His past medical history include hypertension and diabetes mellitus type 2. Early investigations included a liver battery, amylase, lipase; CBC and a basic metabolic panel were found negative. A right upper quadrant ultrasound revealed normal liver and gallbladder, however, cyst was found in an enlarged right native kidney. MRI of the abdomen showed retroperitoneal lymph nodes concerning for lymphoma along with enlargement of the right native kidney with irregular borders concerning for neoplasm. He then underwent endoscopic ultrasound to evaluate the perigastric/peripancreatic area for possible fine-needle aspiration of lymph nodes. The endosonographic examination revealed multiple lymph nodes at sub-carinal, paraesophageal, celiac axis, peripancreatic and periduodenal areas. Small-to-moderate amount of ascites was identified. Using a 25-gauge needle, fine-needle aspiration was performed from mediatsinal lymph nodes, celiac lymph nodes and peripancreatic lymph nodes. Ascetic fluid was then aspirated using a 19-gauge needle under endosonographic guidance. Cytopathology of the lymph node and ascetic fluid samples revealed metastatic renal cell carcinoma. PET scan confirmed it by lighting up in right kidney and other areas of metastatic lymphadenopathy. Conclusion: In conclusion, EUS guided FNA could have an important role in identifying the primary source of metastatic lymphadenopathy in renal transplant patients. It is safe, minimally invasive, feasible and highly accurate in making such diagnosis and assisting further management.",
2014,"Jeon..., S.","S Park, DS Choi, HS Shin, JM Cho, KN Jeon...","S Park, DS Choi, HS Shin, JM Cho, KN Jeon... - Acta ..., 2014 - journals.sagepub.com",Acta ...,Fish Bone Foreign Bodies In The Pharynx And Upper Esophagus: Evaluation With 64-Slice Mdct,Background Fish bone (FB) is one of the common causes of foreign body impaction in the pharynx and esophagus. Purpose To investigate the efficacy of 64-slice multidetector ...,https://journals.sagepub.com/doi/abs/10.1177/0284185113493087,Google Scholar,10.1177/0284185113493087,,FALSE,,"Background
Fish bone (FB) is one of the common causes of foreign body impaction in the pharynx and esophagus.
Purpose
To investigate the efficacy of 64-slice multidetector computed tomography (MDCT) for the evaluation of pharynx and upper esophageal FB foreign bodies.
Material and Methods
Sixty-six patients with suspected FB foreign body ingestion were examined by plain radiography (n_=_40) and unenhanced MDCT (n_=_66). We analyzed the presence, location, size, shape, and lying position of the foreign bodies.
Results
On MDCT, 46 foreign bodies were detected. Among them, 45 were confirmed by endoscopy. The sensitivity of MDCT for the detection of foreign bodies was 100%, which was superior to that of the plain radiography (51.7%). The location of the foreign bodies was most common in the upper esophagus (n_=_22, 47.8%), followed by pharyngoesophageal junction (n_=_10, 21.7%), transjunctional (n_=_7, 15.2%), hypopharynx (n_=_5, 10.9%), and oropharynx (n_=_2, 4.3%). Their longest length was 5.340.1_mm (mean, 21.3_mm). Thirty-three FBs (71.7%) were linear and 13 (28.3%) were flat in shape. They showed transverse (n_=_23, 50.0%), parallel (n_=_13, 28.3%), and oblique positions (n_=_10, 21.7%) to the long axis of the pharynx and esophagus, respectively.
Conclusion
MDCT is useful for the evaluation of the pharynx and upper esophageal FB foreign bodies.",
2014,"Dallimore, J.",J Dallimore,"J Dallimore - Expedition Medicine, 2014 - taylorfrancis.com",Expedition Medicine,First Aid And Management Of Minor Injuries,"Serious accidents and injuries on expeditions are rare. However, m inor injuries of one kind or another are encountered on most expeditions. In some cases injured expedition members ...",https://www.taylorfrancis.com/chapters/edit/10.4324/9781315063621-20/first-aid-management-minor-injuries-jon-dallimore,Google Scholar,None,,TRUE,5,,"Minor infections are among the most common health problems likely to be experienced by a traveller. The usual infections seen at home such as colds and the myriad of minor and self-limiting viral infections are also common abroad. However, it is important not to assume that a fever can be ignored when it could be a sign of a much more serious and potentially lethal infection such as malaria (see Chapter 19). By and large exotic tropical infections are comparatively rare."
2015,"Adaobi, O.","OO Lucky, EO Adaobi","OO Lucky, EO Adaobi - Online Journal of Otolaryngology, 2015 - Citeseer",Online Journal Of Otolaryngology,Disk Batteries In The Esophagus Of Nigerian Children: Case Series,Foreign body (FB) ingestion is common in clinical practice especially in children. Its impaction in the esophagus constitutes an important cause of morbidity and mortality in our ...,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2924fc8ebe5922646a52365ac8b4e9b15ee95e3f,Google Scholar,None,,FALSE,,"Foreign body (FB) ingestion is common in
clinical practice especially in children. Its im-
paction in the esophagus constitutes an im-
portant cause of morbidity and mortality in
our environment. Due to technological ad-
vancement and increase use of disk batteries
to power children toys and remote control
gadgets, ingestion of disk batteries is now
commonplace. In our environment there is
paucity of information on disk batteries
hence we decided to present case series of
disk batteries in the esophagus of children
highlighting the peculiarities of disk batteries,
the dangers posed by them, the mode of re-
trieval, complications encountered, and pos-
sible recommendations to curtail the increas-
ing occurrence.",
2015,"Onotai, L.",L OBUKOWHO ONOTAI,"L OBUKOWHO ONOTAI - Online Journal of Otolaryngology, 2015",Online Journal Of Otolaryngology,Disk Batteries In The Esophagus Of Nigerian Children: Case Series.,,,Google Scholar,None,TRUE,FALSE,,"Foreign body (FB) ingestion is common in
clinical practice especially in children. Its im-
paction in the esophagus constitutes an im-
portant cause of morbidity and mortality in
our environment. Due to technological ad-
vancement and increase use of disk batteries
to power children toys and remote control
gadgets, ingestion of disk batteries is now
commonplace. In our environment there is
paucity of information on disk batteries
hence we decided to present case series of
disk batteries in the esophagus of children
highlighting the peculiarities of disk batteries,
the dangers posed by them, the mode of re-
trieval, complications encountered, and pos-
sible recommendations to curtail the increas-
ing occurrence.",
2015,"Washington, C.",CM Washington,"CM Washington - Principles and Practice of Radiation Therapy-E ..., 2015 - books.google.com",Principles And Practice Of Radiation Therapy-E ...,Surface And Sectional Anatomy,"• Compare and contrast aspects of anatomic positioning, anatomy features, and organ/tissue location used by the radiation oncology team for treatment planning and delivery. ...",https://books.google.lk/books?hl=en&lr=&id=zzMwBwAAQBAJ&oi=fnd&pg=PP1&dq=Principles+And+Practice+Of+Radiation+Therapy-E+...+washington+2015&ots=4DE2VJ-8dw&sig=S3uQMtYpaRf3PuaVmRccFndRBLg&redir_esc=y#v=onepage&q=Principles%20And%20Practice%20Of%20Radiation%20Therapy-E%20...%20washington%202015&f=false,Google Scholar,None,,TRUE,5,No abstract available,
2016,"Tear, M.",M Tear,"M Tear - Small Animal Surgical Nursing-E-Book, 2016 - books.google.com",Small Animal Surgical Nursing-E-Book,8 Surgical Procedures,During a surgical procedure the veterinarian’s complete attention needs to be directed to the procedure being performed. Even the simplest of procedures can take a turn for the worse if ...,https://books.google.lk/books?hl=en&lr=&id=7ewLBAAAQBAJ&oi=fnd&pg=PP1&dq=Small+Animal+Surgical+Nursing-E-Book+tear+m&ots=Go2xypepuw&sig=a5Vp0Z1kaTKat0eLqMFn5e_xm-s&redir_esc=y#v=onepage&q=Small%20Animal%20Surgical%20Nursing-E-Book%20tear%20m&f=false,Google Scholar,None,,TRUE,4,No abstract available,
2016,"Konturek, A.","AdAM gA_czy_ski, eWelinA ciePli_skA, AleksAnder konturek","A Gałczyński, E Cieplińska, A Konturek - Polish Journal of Surgery, 2016 - ppch.pl",Polish Journal Of Surgery,Habitual Intentional Foreign Body Ingestion–A Literature Review,Foreign body ingestion is a commonly reported clinical problem. There are no data to evaluate the prevalence of this phenomenon in Poland. In the United States the annual death rate ...,https://ppch.pl/api/files/view/69263.pdf,Google Scholar,10.1515/pjs-2016-0067,,FALSE,,"Foreign body ingestion is a commonly re-
ported clinical problem. There are no data to
evaluate the prevalence of this phenomenon
in Poland. In the United States the annual
death rate due to foreign body ingestion is
estimated at up to 1500-2700 (1). In 80% of
cases foreign body ingestion is unintentional
and reported in children (2). Among adults
unintentional foreign body ingestion is re-
ported most commonly in the elderly and al-
cohol-dependent patients (3). Some literature
indicates that intentional foreign body inges-
tion among adults accounts for only 10% of all
cases (4), there are however studies suggesting
that intentional foreign body ingestion ac-
counts for up to 92% of all cases of foreign body
ingestion (5). Multiple retrospective studies
confirm consistently that intentional foreign
body ingestions are most commonly reported
in patients with psychiatric disorders, mental
impairment and in prison inmates (4-7).
Considering all cases together, the major-
ity of foreign bodies pass spontaneously,
10-20% require endoscopic intervention and
only 1% are removed surgically (3). Inten-
tional foreign body ingestion is associated
with much more severe consequences, which
require emergency medical intervention in up
to 76% of patients and surgery in 28% of pa-
tients (8).
Foreign body ingestion management de-
pends on the characteristics of the ingested
foreign body, such as: size, shape, presence of
sharp edges, its location, time from ingestion,
severity of clinical symptoms and development
of potential complications (5). on the other
hand the material the foreign body is made of
determines the usefulness of diagnostic tech-
niques (9, 10).
This literature review presents the extent
of intentional foreign body ingestion with re-
gard to risk group characteristics, usefulness
of imaging diagnostics, management options
and prevention of recurrence.",
2016,"Cieplińska..., A.","A Gałczyński, E Cieplińska...","A Gałczyński, E Cieplińska... - Polski Przegląd ..., 2016 - Index Copernicus",Polski Przegląd ...,Nawykowe Celowe Połykanie Ciał Obcych–Przegląd Piśmiennictwa,,,Google Scholar,10.1515/pjs-2016-0067,TRUE,TRUE,1,"Foreign body ingestion is a commonly re-
ported clinical problem. There are no data to
evaluate the prevalence of this phenomenon
in Poland. In the United States the annual
death rate due to foreign body ingestion is
estimated at up to 1500-2700 (1). In 80% of
cases foreign body ingestion is unintentional
and reported in children (2). Among adults
unintentional foreign body ingestion is re-
ported most commonly in the elderly and al-
cohol-dependent patients (3). Some literature
indicates that intentional foreign body inges-
tion among adults accounts for only 10% of all
cases (4), there are however studies suggesting
that intentional foreign body ingestion ac-
counts for up to 92% of all cases of foreign body
ingestion (5). Multiple retrospective studies
confirm consistently that intentional foreign
body ingestions are most commonly reported
in patients with psychiatric disorders, mental
impairment and in prison inmates (4-7).
Considering all cases together, the major-
ity of foreign bodies pass spontaneously,
10-20% require endoscopic intervention and
only 1% are removed surgically (3). Inten-
tional foreign body ingestion is associated
with much more severe consequences, which
require emergency medical intervention in up
to 76% of patients and surgery in 28% of pa-
tients (8).
Foreign body ingestion management de-
pends on the characteristics of the ingested
foreign body, such as: size, shape, presence of
sharp edges, its location, time from ingestion,
severity of clinical symptoms and development
of potential complications (5). on the other
hand the material the foreign body is made of
determines the usefulness of diagnostic tech-
niques (9, 10).
This literature review presents the extent
of intentional foreign body ingestion with re-
gard to risk group characteristics, usefulness
of imaging diagnostics, management options
and prevention of recurrence.",
2016,"Saad, M.",MN Saad,"MN Saad - IEEE pulse, 2016 - ieeexplore.ieee.org",Ieee Pulse,Could Al-Zahrawi Be Considered A Biomedical Engineer?,"In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had ...",https://ieeexplore.ieee.org/abstract/document/7432067/,Google Scholar,10.1109/MPUL.2016.2516180,,TRUE,5,"In one?s career, it is good to look back at the predecessors in the field. Biomedical engineering history is full of hidden treasures, one of whom is Al-Zahrawi, a Muslim surgeon who had a wide reputation in Europe during the Middle Ages. Herein, besides recalling that he was a surgeon, the intent is to spotlight his talent in biomedical engineering. Important contributions in surgical instruments come up readily in a review of his work, contradicting the view some have maintained of him as a mere compiler. He was a true inventor, creating many surgical instruments that were not known in the Greco-Roman era. Quite early, he produced contributions influencing surgical procedures in Europe from the 14th to the 18th centuries. As a problem solver, he was aware of anatomical and physiological problems, and he moved through design, methods of manufacturing, and practical applications. The illustrations of such instruments in his encyclopedic work, Al-Tasrif, reflect his willingness to teach.",
2016,"Yeom..., C.","CW Lim, MH Park, HJ Do, JS Yeom...","CW Lim, MH Park, HJ Do, JS Yeom... - Pediatric ..., 2016 - synapse.koreamed.org",Pediatric ...,"Factors Associated With Removal Of Impactted Fishbone In Children, Suspected Ingestion",Purpose The management and clinical course in pediatric patients who had ingested foreign body were investigated retrospectively to evaluate the frequency and factor associated with ...,https://synapse.koreamed.org/articles/1080895,Google Scholar,10.5223/pghn.2016.19.3.168,,FALSE,," Purpose
The management and clinical course in pediatric patients who had ingested foreign body were investigated retrospectively to evaluate the frequency and factor associated with successful removal of fishbone foreign body.
Methods
Based on the medical records of patients younger than 15 years old who visited emergency room because of foreign body ingestion from January 1999 to December 2012, the authors reviewed clinical characteristics including type of ingested foreign bodies, time to visits, managements and complications.
Results
Fishbone (50.1%) was the most common ingested foreign body in children. Among 416 patients with ingested fishbone, 245 (58.9%) were identified and removed using laryngoscope, rigid or flexible endoscope from pharynx or upper esophagus by otolaryngologists and pediatric gastroenterologists. The kind of ingested fish bone in children was diverse. The mean age of identified and removed fishbone group was 7.39 years old, and higher than that of unidentified fishbone group (5.81 years old, p<0.001). Identified and removed fishbone group had shorter time until hospital visit than the unidentified fishbone group (2.03 vs. 6.47 hours, p<0.001). No complication due to ingested fishbone or procedure occurred.
Conclusion
Older age and shorter time from accident to hospital visit were the different factors between success and failure on removal of ingested fish bone in children.",
2016,"Maglen, K.",K Maglen,"K Maglen - The English System, 2016 - manchesterhive.com","The English System: Quarantine, immigration and the making of a Port Sanitary zone",1892,"100 The English System began its march westward. 2 The first was the outskirts of Paris, where the disease was identified in late March. It was believed to have been a recrudescence ...",https://www.manchesterhive.com/abstract/9781526111999/9781526111999.00008.xml,Google Scholar,None,,TRUE,2,"Chapter Three focuses on the cholera epidemic of 1892. Generally overlooked in histories of cholera or sanitation, this was the first epidemic to test the new English System and the confidence displayed by antiquarantinists both internationally and at home in the prophylactic capacities of the sanitary zone. Yet as the disease approached, even its most stalwart proponents began to lose their nerve. Their diminished faith in the surety of sanitary surveillance was linked directly to the widespread perception that Eastern European, primarily Jewish, immigrants and transmigrant (en route to America), were the prime conduits of the disease. Temporary measures were aimed directly at the migrants and appeared to contradict the long-standing assertions of antiquarantinists. The chapter explores whether the migrants came to represent a different subset within the categorisation of port diseases, and how they came to represent another notion of space or locality within the sanitary zone.",
2016,"Chen..., J.","JH Lin, J Fang, D Wang, HZ Chen...","JH Lin, J Fang, D Wang, HZ Chen... - Journal of Digestive ..., 2016 - search.ebscohost.com",Journal Of Digestive ...,"Chinese Expert Consensus On The Endoscopic Management Of Foreign Bodies In The Upper Gastrointestinal Tract (2015, Shanghai, China).",The article focuses on a study regarding management of foreign bodies present in the upper gastrointestinal tract (UGIT). Topics discussed include significant number of cases of ...,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17512972&asa=n&an=114712546&h=vdcuedqueruxyux9lwnsc1zqaxu8ejif2x45tbqzpvlmaywdep4m%2bbzdhteg7lgu4%2fvtf5u8miicx276n7ylzq%3d%3d&crl=c,Google Scholar,10.1111/1751-2980.12318 ,,FALSE,,"Abstract: The article focuses on a study regarding management of foreign bodies present in the upper gastrointestinal tract (UGIT). Topics discussed include significant number of cases of endoscopic ingestion of foreign bodies in China, increase in the risk of damage with increase in time of ingestion, diagnosis by laryngoscopy and endoscopy, endoscopic treatment of foreign bodies present in UGIT, and indications regarding endoscopic treatment such as endotracheal intubation.",
2017,"Kennedy..., G.","GJ Housler, S Cross, V Marcel, DO Kennedy...","GJ Housler, S Cross, V Marcel, DO Kennedy... - J Spec Oper Med, 2017",J Spec Oper Med,A Prospective Randomized Controlled Two-Arm Clinical Study Evaluating The Efficacy Of A Bioelectric Dressing System For Blister Management In Us Army ...,,https://jsomonline.org/product/a-prospective-randomized-controlled-two-arm-clinical-study-evaluating-the-efficacy-of-a-bioelectric-dressing-system-for-blister-management-in-us-army-ranger-recruits/,Google Scholar,10.55460/BUPV-PAVD. ,,TRUE,2,"This study focused on a clinically relevant healthcare problem in the military: acute soft tissue wounds, or blisters. The trial was a prospective, controlled, randomized two-arm study evaluating the efficacy of a bioelectric dressing, Procellera, applied topically two to three times per week for 2 weeks to blisters developed in Ranger trainees during training at Fort Benning, Georgia. A total of 80 US Army Ranger recruits with blister wounds below the knee were randomly assigned to one of two treatment groups (n = 40/group). The primary goal was to assess the clinical efficacy (rate of healing) of administered Procellera in conjunction with the standard-of-care (SOC) treatment, moleskin and Tegaderm , on the healing rate of blisters compared with the SOC treatment alone. The secondary end points for efficacy were the quantities of wound fluid biomarkers and bacterial bioburden. The tertiary end point was assessment of pain in the treatment group compared with that of the control group during the 2-week study. The results showed no statistical difference between the SOC and SOC+Procellera groups in wound healing and pain. Wound fluid was reported for 24 participants (64.9%) in the SOC group and 21 participants (56.8%) in SOC+Procellera group at the baseline measurement (_ = .475); however, the wounds were devoid of fluid on follow-up visits. The mild nature of the wounds in this study was apparent by the low pain scores at the beginning of the study, which disappeared by the follow-up visits. The average wound sizes were 2.2cm2 and 1.5cm2 for the SOC and SOC+Procellera groups, respectively. This trial protocol should be conducted on open softtissue wounds in severe heat. To our knowledge, this is the first clinical study conducted within the US Army Rangers training doctrine. ",
2017,"Saleem, N.","NH Senussi, N Saleem","NH Senussi, N Saleem - Baylor University Medical Center ..., 2017 - Taylor & Francis",Baylor University Medical Center ...,Ingestion Of Computer Circuit Boards Causing Esophageal Impaction And Small Bowel Obstruction,"Foreign body ingestion is common in patients with psychiatric diagnoses. Ingested objects can become impacted in the upper and lower gastrointestinal tract, causing serious ...",https://www.tandfonline.com/doi/abs/10.1080/08998280.2017.11929541,Google Scholar,10.1080/08998280.2017.11929541,,FALSE,,"Foreign body ingestion is common in patients with psychiatric diagnoses. Ingested objects can become impacted in the upper and lower gastrointestinal tract, causing serious complications. We report a case of a schizophrenic who ingested large pieces of computer circuit boards, which impacted at the mid-esophagus, in the stomach, and in the cecum. Endoscopic removal of the esophageal object was unsuccessful, and the foreign objects were removed by esophagotomy and laparotomy. Expeditious removal through endoscopic or surgical means is extremely important, as complications can be life-threatening. This is the first report of ingestion of a computer printed circuit board.",
2017,"Höllwarth, M.",ME Höllwarth,"ME Höllwarth - Newborn Surgery, 2017 - taylorfrancis.com",Newborn Surgery,Gastroesophageal Reflux In The Neonate And Small Infant,"Gastroesophageal reflux (GER) is a term that describes the backflow of gastric content into the esophagus, sometimes reaching even the mouth. It is a common phenomenon and ...",https://www.taylorfrancis.com/chapters/edit/10.4324/9781315113968-50/gastroesophageal-reflux-neonate-small-infant-michael-h%c3%b6llwarth,Google Scholar,None,,TRUE,5,"Gastroesophageal reflux (GER) is a term that describes the backflow of gastric content into the esophagus, sometimes reaching even the mouth. It is a common phenomenon and occurs in otherwise normal individuals several times during the day and night, especially after ingestion of fluids, e.g., soup, tea, coffee, or milk. The esophagus is a muscular tubular organ responsible for the transport of food from the mouth to the stomach. The esophagus has a parasympathetic innervation through the vagus nerve, which runs along the esophagus. Sympathetic innervation arises from postganglionic neurons of the sympathetic chain. Once food enters the esophagus, it is transported by a propulsive peristaltic wave into the stomach. Pathological reflux in this age group may be characterized by different symptoms. The most typical reported signs are regurgitation and effortless leak-out of milk or food after meals, between meals, and when asleep.",
2017,"Vogel, H.",H Vogel,"H Vogel - Monitoring Detention, Custody, Torture and Ill ..., 2017 - taylorfrancis.com",Monitoring Detention,Radiology In The Documentation Of Torture And Ill-Treatment,"Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in ...",https://www.taylorfrancis.com/chapters/edit/10.1201/9781315211459-7/radiology-documentation-torture-ill-treatment-vogel,Google Scholar,None,,TRUE,2,"Radiology has an important and specific role to play in the documentation of physical injuries that may be caused by torture, ill-treatment, and other violence during arrest and while in detention. Torture and ill-treatment are usually committed in a clandestine fashion and using increasingly sophisticated methods with a deliberate attempt to reduce any physical evidence of its practice. Mistreatment and torture of others are instruments to torment prisoners. This chapter highlights the uses and the limitations of diagnostic imaging. Physical ill-treatment may include any part or parts of the body, including hand and arm, foot and leg, torso, genitalia, and head and neck. Ill-treatment involving the head can produce a spectrum of injuries from contusions, to lacerations, to hemorrages, to skull fractures and, in some cases, may be fatal injuries. The differential diagnosis for torture and ill-treatment includes common trauma and other pathologies.",
2017,"Gurgel..., V.","VS Mannarino, DCS Pereira, WS Gurgel...","VS Mannarino, DCS Pereira, WS Gurgel... - Journal of forensic ..., 2017 - Wiley Online Library",Journal Of Forensic ...,Self‐Embedding Behavior In Adults: A Report Of Two Cases And A Systematic Review,"Self‐embedding behavior (SEB) is the repeated insertion of sharp objects, such as needles or pins, into the soft tissues of abdomen, limbs, and other body parts. In this study, two cases ...",https://onlinelibrary.wiley.com/doi/abs/10.1111/1556-4029.13359,Google Scholar,10.1111/1556-4029.13359,,FALSE,,"Self-embedding behavior (SEB) is the repeated insertion of sharp objects, such as needles or pins, into the soft tissues of abdomen, limbs, and other body parts. In this study, two cases of SEB were reported and the scientific worldwide literature reviewed. Thirty-two cases of SEB were identified through systematic searches in the main bibliographic databases. Mean age was 35 years (SD = 8.97). Just over two-thirds of the patients were female. Although the number of embedded objects could be as high as 200, major clinical and surgical complications were uncommon and mortality was null. Patients with SEB presented three major diagnoses: psychotic (25%), personality (21.9%), and factitious (28.1%) disorders. The practice of SEB largely went undetected as the patients themselves did not bring it to the attention of family members or physicians and usually denied they have engaged in SEB. A high level of suspicion is required to avoid a missed diagnosis.",
2018,"Fara, A.","AM Omar, AA Ali Fara","AM Omar, AA Ali Fara - Arch Dairy Res Technol: ADRT-106. DOI, 2018 - academia.edu",Arch Dairy Res Technol: Adrt-106. Doi,"Ingestion Foreign Bodies In Rumen And Reticulum Of Shoats In Hargeisa, Somalia: Preva-Lence And The Associated Risk Factors",Shoats are primarily the domestic animals of Somali pastoral communities that ensure food security and economic growth of the country but recent years were decreased due to the ...,https://www.academia.edu/download/57733247/ingestion_foreign_bodies_in_rumen_and_reticulum_of_shoats_in_hargeisa_.pdf,Google Scholar,10.29011/ADRT- 106.100006,,TRUE,4,"Shoats are primarily the domestic animals of Somali pastoral communities that ensure food security and economic growth
of the country but recent years were decreased due to the shortage of feed and increased contaminated environment. Cross-
sectional study was carried out from August 2017 to November 2017 to assess the prevalence of foreign bodies in a rumen and
to identify their type and associated risk factors in the slaughtered animals at Maandeeq abattoir. A total of 500 small ruminants
were examined in the study. Systematic random sampling was employed to select the animals. Out of these, 33% (165/500) were
had indigestible foreign bodies in the rumen and reticulum. The prevalence of foreign bodies was significantly (P < 0.05) higher
in goat, 40.0% (78/195) than in sheep 28.5% (87/305). Odds Ratio (OR) analysis indicated that goats were 1.67 times likely
shown to acquire foreign body in rumen and reticulum than sheep (OR = 1.670 CI=1.143- 2.441). Statistically significant differ-
ence (P < 0.05) in the prevalence of indigestible foreign material were observed between female (36.19%) and male (27.57%),
Besides, significantly (P < 0.05) higher prevalence was observed in old aged (>3 years) shoats (53.85%) than young (<2 years)
aged animals 16% as well as significantly higher prevalence was reported in thin body conditioned animals (46.67%) than good
body conditioned (22.33%). Considering the origin of the examined animals, highly significance (P < 0.05) prevalence was
observed in urban (53.33%) than rural area (26.18%). Most commonly foreign bodies encountered were mixed foreign bodies
(13.4%) followed by plastic bags (9.8%), clothes (5.80%), robes (2.2%), metals (1.2%) and stones (0.6%) due to environmental
pollution at the origin of the animals that may adversely affect the overall productivity and production. Proper waste management
and creation of awareness for animal owners are necessary to avoid the risk of foreign body ingestion by the small ruminates.",
2019,"Sandison..., E.","EB Chevretton, I Pai, S Haikel, A Sandison...","EB Chevretton, I Pai, S Haikel, A Sandison... - The Journal of ..., 2019 - cambridge.org",The Journal Of ...,"Proceedings Of The 153Rd Semon Club, 13 November 2017, Ent Department, Guy'S And St Thomas' Nhs Foundation Trust, London, Uk","Discussion At the 153rd Semon Club, the panel were surprised by the lack of nasal crusting in this patient. As the findings were negative for cytoplasmic ANCA, Mr Shahzada Ahmed ...",https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/proceedings-of-the-153rd-semon-club-13-november-2017-ent-department-guys-and-st-thomas-nhs-foundation-trust-london-uk/315456B9A7CFF613482DC5D3E0E7A5F3,Google Scholar,10.1017/S0022215119000069 ,,FALSE,,Abstract not available,
2019,"Abbas, K.",K Abbas,"K Abbas - EC Paediatrics, 2019 - researchgate.net",Ec Paediatrics,Is Button Battery More Dangerous Than A Bullet?,Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite public awareness campaigns its incidence is increasing ...,https://www.researchgate.net/profile/ali-chaudhry-10/publication/364959034_ec_paediatrics_research_article_is_button_battery_more_dangerous_than_a_bullet/links/6361183d6e0d367d91e7b5df/ec-paediatrics-research-article-is-button-battery-more-dangerous-than-a-bullet.pdf,Google Scholar,None,,FALSE,,"Objective: Button battery in digestive tract has unpredictable outcome ranging from harmless to death around the globe. Despite
public awareness campaigns its incidence is increasing with the passage of time. The purpose of this study is to highlight the severe
complications associated with it and to sensitize the community to participate in its prevention to avoid catastrophic outcomes.
Patients and Methods: This study included 47 patients. Protocol includes patient`s age, time of presentation, signs and symptoms
and relevant radiographic investigations. Button batteries were urgently removed under general anesthesia.
Results: The average follow up period is 3 months. Total 47 patients are included in this study. Three patients has BB in stomach and
below, twenty six had BB in cricopharynx and eighteen in hypopharynx. Two patients developed esophageal perforation. One patient
developed aortoesophageal fistula and died.
Conclusion: The mainstay of treatment is the early detection of button batteries. It should be urgently extracted out to avoid lethal
complications. Physician and parental education can significantly reduce the morbidity and mortality associated with its ingestion.
Electronic and print media should be utilized to develop awareness in the community.",
