Study_ID,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude,Reason ID
210,2015,Olivares R.,"Olivares Ripoll, Vicente; López López, Víctor; Amate Tortosa, Eloisa; Gil Gómez, Elena",Cirugia Espanola,,PubMed,10.1016/j.ciresp.2014.11.003,,Removal of an ingested knife impacted in the esophagus using flexible endoscopy,,,False,
211,2015,"Rey, J.","Rey, J. W.; Gosepath, J.; Hoffman, A.; Kiesslich, R.; Manner, H.",Zeitschrift Fur Gastroenterologie,,PubMed,10.1055/s-0035-1553196,,Catch me if you can: endoscopic remove of a needle from the jejunum,"INTRODUCTION: The ingestion of foreign bodies is a frequently observed problem in daily clinical practice. In order to avoid complications such as perforation,  endoscopic removal of potentially penetrating foreign bodies should be attempted  quickly. The use of various endoscopic techniques has been reported for this  purpose. However, extraction of foreign bodies from the mid gastrointestinal  tract has rarely been reported. CASE REPORT: We present the case of a patient who  had swallowed a safety needle which could safely be removed from the jejunum by  means of double-balloon enteroscopy (DBE). The combination of a thin p-type  enteroscope with a thick t-type overtube was used in order to improve the  manoeuvrability of the endoscope. The needle was pulled into the overtube which  served as a protective shield during the retrieval of the endoscope. CONCLUSION:  Our case report describes the potential of removing foreign bodies from the deep  small bowel by pulling them into the overtube of a double-balloon enteroscope. If  the suspicion of foreign body impaction in the small bowel is made, it may be  advisable to primarily choose a balloon enteroscopy system. Through this, quick  and deep insertion can be combined with a safe removal of the foreign body.",,False,
212,2015,"Saukko, P.",Saukko P.; Knight B.,Knight’S: Forensic Pathology: Fourth Edition,,SCOPUS,10.1201/b13266,,Knight’s: forensic pathology: fourth edition,"The fourth edition of Knight’s Forensic Pathology continues to be the definitive international resource for those in training and in practice, covering all aspects of the medico-legal autopsy, including the cause and time of death, interpretation of wounds and every other facet of the investigation of a fatality.The contents are intended to lead th. © 2016 by Taylor and Francis Group, LLC.",,False,
213,2015,"Shew, M.","Shew, Matthew; Jiang, Zi; Bruegger, Daniel; Arganbright, Jill",International Journal Of Pediatric Otorhinolaryngology,,PubMed,10.1016/j.ijporl.2015.10.014,,Migrated esophageal foreign body presents as acute onset dysphagia years later: a case report,"Ingested esophageal foreign bodies are commonly seen in the pediatric population. Rarely do they perforate and migrate through neck fascial planes  asymptomatically. We present a case of an otherwise healthy 11 year old with  sudden onset dysphagia that based on MRI and CT findings was most consistent with  an esophageal duplication cyst. However upon surgical exploration, a circular  disk like foreign body was identified adjacent to the esophagus. Given the  patient's age and no reports of purposeful ingestion, it is most likely the  patient had ingested this disk foreign body in early childhood, leaving her  asymptomatic for 8 years prior to presentation.",,False,
214,2015,"Tanrikulu, Y.","Tanrikulu, Y; Sen Tanrikulu, C; Karannan, S; Sahin, H",Hong Kong Journal Of Emergency Medicine,,Web of Science,10.1177/102490791502200107,,Ingestion of multiple magnets for suicide,"Foreign objects ingestion, either intentionally or accidentally, is a well-known problem in paediatric population. However, it is not uncommonly seen in adult especially in patients with psychiatric disorders and prisoners. We presented a case in which a seventeen year-old young man attended emergency department after attempting suicide by cutting his wrist. Incidentally, he was found to have ingested multiple magnets which stayed in the stomach. Removal by endoscopic method was failed. Surgical removal of a total of thirty-three magnets through a surgical gastrostomy was performed.",,False,
215,2015,"Washington, C.",CM Washington,Principles And Practice Of Radiation Therapy-E ...,"CM Washington - Principles and Practice of Radiation Therapy-E ..., 2015 - books.google.com",Google Scholar,,https://books.google.lk/books?hl=en&lr=&id=zzMwBwAAQBAJ&oi=fnd&pg=PP1&dq=Principles+And+Practice+Of+Radiation+Therapy-E+...+washington+2015&ots=4DE2VJ-8dw&sig=S3uQMtYpaRf3PuaVmRccFndRBLg&redir_esc=y#v=onepage&q=Principles%20And%20Practice%20Of%20Radiation%20Therapy-E%20...%20washington%202015&f=false,Surface And Sectional Anatomy,"• Compare and contrast aspects of anatomic positioning, anatomy features, and organ/tissue location used by the radiation oncology team for treatment planning and delivery. ...",No abstract available,True,5.0
216,2015,"Tseng, H.","Tseng, Hsiang-Jer; Hanna, Tarek N.; Shuaib, Waqas; Aized, Majid; Khosa, Faisal; Linnau, Ken F.",Annals Of Emergency Medicine,,PubMed,10.1016/j.annemergmed.2015.07.499,,"Imaging foreign bodies: ingested, aspirated, and inserted","Foreign bodies can gain entrance to the body through several mechanisms, ie, ingestion, aspiration, and purposeful insertion. For each of these common entry  mechanisms, this article examines the epidemiology, clinical presentation,  anatomic considerations, and key imaging characteristics associated with  clinically relevant foreign bodies seen in the emergency department (ED) setting.  We detail optimal use of multiple imaging techniques, including radiography,  ultrasonography, fluoroscopy, and computed tomography to evaluate foreign bodies  and their associated complications. Important imaging and clinical features of  foreign bodies that can alter clinical management or may necessitate emergency  intervention are discussed.",,False,
217,2015,"Wadhwa, C.","Wadhwa, C; Madhavan, S; Augustine, AJ; Shenoy, S; Mirza, A",Journal Of Digestive Endoscopy,,Web of Science,10.4103/0976-5042.159247,,The mule with golden eggs: retrieval of unusual foreign body,"Foreign body ingestions often consist of benign objects that will readily pass through the gastrointestinal (GI) tract without necessitating further intervention. There are various reports in the literature about intentional ingestion of foreign bodies in prisoners and body packers, which required intervention. We present a case of 44-year-old male with a history of intentional ingestion of 30 gold pellets as a carrier from Dubai to India. The pellets were successfully retrieved by upper GI endoscopy after 1-week of observation and unsuccessful attempts of conservative trial. There have been many foreign body extractions but gold retrieval has been a rare case.",,False,
218,2015,"Wetterslev, J.","Wetterslev, J; Meyhoff, CS; Jørgensen, LN; Gluud, C; Lindschou, J; Rasmussen, LS",Cochrane Database Of Systematic Reviews,,Cochrane,10.1002/14651858.cd008884.pub2,,The effects of high perioperative inspiratory oxygen fraction for adult surgical patients,"Abstract - Background Available evidence on the effects of a high fraction of inspired oxygen (FIO 2 ) of 60% to 90% compared with a routine fraction of inspired oxygen of 30% to 40%, during anaesthesia and surgery, on mortality and surgical site infection has been inconclusive. Previous trials and meta‐analyses have led to different conclusions on whether a high fraction of supplemental inspired oxygen during anaesthesia may decrease or increase mortality and surgical site infections in surgical patients. Objectives To assess the benefits and harms of an FIO 2  equal to or greater than 60% compared with a control FIO 2  at or below 40% in the perioperative setting in terms of mortality, surgical site infection, respiratory insufficiency, serious adverse events and length of stay during the index admission for adult surgical patients. We looked at various outcomes, conducted subgroup and sensitivity analyses, examined the role of bias and applied trial sequential analysis (TSA) to examine the level of evidence supporting or refuting a high FIO 2  during surgery, anaesthesia and recovery. Search methods We searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, EMBASE, BIOSIS, International Web of Science, the Latin American and Caribbean Health Science Information Database (LILACS), advanced Google and the Cumulative Index to Nursing and Allied Health Literature (CINAHL) up to February 2014. We checked the references of included trials and reviews for unidentified relevant trials and reran the searches in March 2015. We will consider two studies of interest when we update the review. Selection criteria We included randomized clinical trials that compared a high fraction of inspired oxygen with a routine fraction of inspired oxygen during anaesthesia, surgery and recovery in individuals 18 years of age or older. Data collection and analysis Two review authors extracted data independently. We conducted random‐effects and fixed‐effect meta‐analyses, and for dichotomous outcomes, we calculated risk ratios (RRs). We used published data and data obtained by contacting trial authors. To minimize the risk of systematic error, we assessed the risk of bias of the included trials. To reduce the risk of random errors caused by sparse data and repetitive updating of cumulative meta‐analyses, we applied trial sequential analyses. We used Grades of Recommendation, Assessment, Development and Evaluation (GRADE) to assess the quality of the evidence. Main results We included 28 randomized clinical trials (9330 participants); in the 21 trials reporting relevant outcomes for this review, 7597 participants were randomly assigned to a high fraction of inspired oxygen versus a routine fraction of inspired oxygen. In trials with an overall low risk of bias, a high fraction of inspired oxygen compared with a routine fraction of inspired oxygen was not associated with all‐cause mortality (random‐effects model: RR 1.12, 95% confidence interval (CI) 0.93 to 1.36; GRADE: low quality) within the longest follow‐up and within 30 days of follow‐up (Peto odds ratio (OR) 0.99, 95% CI 0.61 to 1.60; GRADE: low quality). In a trial sequential analysis, the required information size was not reached and the analysis could not refute a 20% increase in mortality. Similarly, when all trials were included, a high fraction of inspired oxygen was not associated with all���cause mortality to the longest follow‐up (RR 1.07, 95% CI 0.87 to 1.33) or within 30 days of follow‐up (Peto OR 0.83, 95% CI 0.54 to 1.29), both of very low quality according to GRADE. Neither was a high fraction of inspired oxygen associated with the risk of surgical site infection in trials with low risk of bias (RR 0.86, 95% CI 0.63 to 1.17; GRADE: low quality) or in all trials (RR 0.87, 95% CI 0.71 to 1.07; GRADE: low quality). A high fraction of inspired oxygen was not associated with respiratory insufficiency (RR 1.25, 95% CI 0.79 to 1.99), serious adverse events (RR 0.96, 95% CI 0.65 to 1.43) or length of stay (mean difference ‐0.06 days, 95% CI ‐0.44 to 0.32 days). In subgroup analyses of nine trials using preoperative antibiotics, a high fraction of inspired oxygen was associated with a decrease in surgical site infections (RR 0.76, 95% CI 0.60 to 0.97; GRADE: very low quality); a similar effect was noted in the five trials adequately blinded for the outcome assessment (RR 0.79, 95% CI 0.66 to 0.96; GRADE: very low quality). We did not observe an effect of a high fraction of inspired oxygen on surgical site infections in any other subgroup analyses. Authors' conclusions As the risk of adverse events, including mortality, may be increased by a fraction of inspired oxygen of 60% or higher, and as robust evidence is lacking for a beneficial effect of a fraction of inspired oxygen of 60% or higher on surgical site infection, our overall results suggest that evidence is insufficient to support the routine use of a high fraction of inspired oxygen during anaesthesia and surgery. Given the risk of attrition and outcome reporting bias, as well as other weaknesses in the available evidence, further randomized clinical trials with low risk of bias in all bias domains, including a large sample size and long‐term follow‐up, are warranted. Plain language summary The effects of giving adult patients a high inspiratory oxygen fraction around the time of surgery Review question The normal air that we breathe contains 21% oxygen. This systematic review assesses the beneficial and harmful effects of a percentage of inspired oxygen of 60% to 90% compared with a routine percentage of 30% to 40% given during anaesthesia, during surgery and in the immediate recovery period on the numbers of deaths and surgical site infections reported in adult surgical patients. Background Reduced lung and circulatory function during surgery can lead to reduced levels of oxygen (hypoxia). Also, oxygen levels are often low in wounds at the end of surgery. This may impair bacterial killing and wound healing. Trials and previous meta‐analyses have led to different conclusions as to whether a high percentage of inspired oxygen during anaesthesia may decrease or increase the risk of death or surgical site infections. This systematic review used improved Cochrane methodology for carrying out systematic reviews to reassess available evidence derived from randomized clinical trials. Study characteristics We identified 28 randomized clinical trials. Eight trials with 4918 participants reported on risk of death, and 15 trials with 7219 participants reported on surgical site infections within 14 to 30 days of surgery. Four trials reported serious adverse events, three trials respiratory insufficiency, nine trials length of stay during the associated hospital admission and one trial quality of life. All trials were conducted without direct industry funding. The number of participants in each trial ranged from 38 to 2012. The mean age of participants was 50 years (range 15 to 92 years) and 63% were women. Types of surgery included abdominal surgery (eight trials), caesarean section (four trials), breast surgery (one trial), orthopaedic surgery (two trials) and various other surgical procedures (four trials). Key results A high percentage of inspired oxygen was not statistically associated with increased risk of death, or with a decrease in surgical site infections, in all trials that measured these outcomes, in trials of highest quality and in those with longest follow‐up. An increased risk of adverse events could not be proved right or wrong for a high percentage of inspired oxygen during anaesthesia and surgery. Quality and quantity of the evidence Only five of the included trials had low risk of bias. The trials randomly assigned 9330 participants, of whom only 7537 participants provided data for this review. The number of participants required to detect or reject a 20% relative risk reduction in deaths was not reached; therefore the observed results were uncertain.",,True,2.0
219,2015,"Wnęk, B.","Wnęk, Bartosz; Łożyńska-Nelke, Aleksandra; Karoń, Jacek",Polski Przeglad Chirurgiczny,,PubMed,10.1515/pjs-2015-0006,,Foreign body in the gastrointestinal tract leading to small bowel obstruction--case report and literature review,"The presence of a foreign body in the gastrointestinal tract constitutes a common pathology, considering surgical clinical practice. The management of the  ingestion of a foreign body depends on many factors. The study presented a case  of a 33-year-old female patient subjected to surgical treatment, due to  deliberate swallowing of a balloon. The above-mentioned was the amateur  equivalent of intragastric balloon insertion, inducing weight loss. This is a  rare cause of a foreign body ingestion, seldomly found in literature data. The  patient reported to the Emergency Department on the second day after ingestion  with symptoms of mechanical subobstruction, and after initial diagnostics, was  qualified for surgery. The postoperative period proved uneventful. The study  illustrated the often unfavourable access to false data on the internet, which  may stimulate towards the above-mentioned behaviour.",,False,
220,2015,"Mukherjee, S.","Mukherjee, S; Hoque, A; Chakraborty, S",Journal Of Evolution Of Medical And Dental Sciences-Jemds,,Web of Science,10.14260/jemds/2015/2512,,Incidence of foreign body in the upper digestive tract: a retrospective study,"Foreign body impaction in the upper digestive tract is not an infrequent emergency in every clinical setup. In the present retrospective study, we have tried to analyze the incidence of impacted foreign body in the upper digestive tract at our center. The most frequent presentation is history of foreign body ingestion or aspiration. They are chiefly produced by accidental swallowing of the foreign body in the extremes of age and deliberate attempts in case of psychiatric and criminal background subjects. Varied manifestations of dysphagia, drooling of saliva and retro-sternal pain is presented. Additional symptoms of vomiting and subjective sensation of breathlessness are present occasionally. Removal of foreign body at times is a challenge for the gastrointestinal endoscopist. If not intervened expeditiously, can lead to horrific outcome. In our review study, rigid endoscopy resolved the problem in majority of cases by removal of the foreign body or dislodgement of the impacted fleshy meat ball in to the stomach. We report a retrospective study of incident and types of impacted foreign body in the upper digestive tract. The study was carried out at a Tertiary Care Center at Gangtok, India, spread over 5 years. The review of the case details was tabulated and the incidence types and outcome was calculated to review the clinical condition and its management.",,False,
221,2015,"Tarrats, L.","Tarrats, Luis A.; Rivera-Rodríguez, Marinell; González, Lorena; Vargas-Pinto, Susana; Garratón, Miguel; Quintero, Elisa; Riera-March, Antonio",Otolaryngology--Head And Neck Surgery : Official Journal Of American Academy Of Otolaryngology-Head And Neck Surgery,,PubMed,10.1177/0194599815576131,,Anterior-commissure laryngoscope extraction of esophageal coins in children using an apnea technique,"This is a case series with chart review of 59 consecutive pediatric patients with a diagnosis of cervical esophageal coin who underwent anterior-commissure  laryngoscope (ACLA) extraction during apnea. The purpose of this study was (1) to  evaluate the efficacy and safety of coin extraction and (2) to analyze foreign  body features and intraoperative physiological parameters (apnea time, O2  saturation and end-tidal CO2 (ETCO2) of apnea, minimum O2 during procedure, and  heart rate). The technique was completed in 94.9% of the sample. The mean of the  length of apnea was 57.7 ± 25.2 seconds. The median minimum O2 saturation was  99.5% (minimum = 93, maximum = 100), and the median of the ETCO2 at the end of  the procedure was 35.7 ± 4.8 mm Hg. Heart rates remained at baseline values  during the procedure (P < .001). This technique represents an efficient and  secure modality for treatment. If successful, the patient can be safely  discharged after clearance from anesthesia and a swallowing trial.",,False,
222,2015,"Montanari, A.","AM Gatti, S Montanari",,"AM Gatti, S Montanari - 2015 - books.google.com",Google Scholar,10.1016/C2013-0-18692-8,https://www.sciencedirect.com/book/9780128012154/case-studies-in-nanotoxicology-and-particle-toxicology,Case Studies In Nanotoxicology And Particle Toxicology,Case Studies in Nanotoxicology and Particle Toxicology presents a highly-illustrated analysis of the most prominent cases on the adverse effects of nanoparticles and their impact on ...,Abstract not available,True,2.0
223,2015,"Aalouane, R.","Aalouane, R.; Lahlou, F.; Aarab, C.; Barrimi, M.; Zaidi, K.; Khelafa, S.; Rammouz, I.",L'Encephale,,PubMed,10.1016/j.encep.2013.06.002,,Recurrent voluntary ingestion of metallic objects in prison by a female patient,"INTRODUCTION: Recurrent and intentional ingestion of metallic objects is a rare but important phenomenon. It has attracted great interest among mental health  professionals over the last decades. However, this issue is rarely reported in  the literature. A deep exploration of its clinical and specific  psychopathological aspects remains limited. CASE REPORT: We report the case of a  32-year-old female patient, who was sentenced to 20 years in prison for homicide  against her cousin, the daughter of an uncle who had raped her when she was 14.  This affair was hushed by the patient's family and the patient was submitted to  several acts of abuse by her family. Following her incarceration, she repeatedly  ingested metallic objects requiring repeated admissions in a department of  surgery for endoscopic extractions or surgical interventions. She impulsively  ingested more than 30 times various metallic objects such as wire, razor blades,  spoons, etc., under the pressure of impulsiveness and massive anxiety. Voluntary  metal ingestions, associated with iterative self-mutilation behaviors, took place  within the framework of a borderline personality disorder, the incarceration and  the conditions of imprisonment playing a role in initiating and retaining the  behavior. CONCLUSION: Through this case report, we examine the specific  psychiatric aspects of intentional ingestion of metallic objects in order to  better understand this behavior.",,False,
224,2015,"Hong, K.","Hong, Kyong Hee; Kim, Yoon Jae; Kim, Jae Hak; Chun, Song Wook; Kim, Hee Man; Cho, Jae Hee",World Journal Of Gastroenterology,,PubMed,10.3748/wjg.v21.i26.8125,,Risk factors for complications associated with upper gastrointestinal foreign bodies,"AIM: To investigate predictive risk factors associated with complications in the endoscopic removal of foreign bodies from the upper gastrointestinal tract.  METHODS: We retrospectively reviewed the medical records of 194 patients with a  diagnosis of foreign body impaction in the upper gastrointestinal tract,  confirmed by endoscopy, at two university hospital in South Korea. Patient  demographic data, including age, gender, intention to ingestion, symptoms at  admission, and comorbidities, were collected. Clinical features of the foreign  bodies, such as type, size, sharpness of edges, number, and location, were  analyzed. Endoscopic data those were analyzed included duration of foreign body  impaction, duration of endoscopic performance, endoscopic device, days of  hospitalization, complication rate, 30-d mortality rate, and the number of  operations related to foreign body removal. RESULTS: The types of upper  gastrointestinal foreign bodies included fish bones, drugs, shells, meat, metal,  and animal bones. The locations of impacted foreign bodies were the upper  esophagus (57.2%), mid esophagus (28.4%), stomach (10.8%), and lower esophagus  (3.6%). The median size of the foreign bodies was 26.2 ± 16.7 mm. Among 194  patients, endoscopic removal was achieved in 189, and complications developed in  51 patients (26.9%). Significant complications associated with foreign body  impaction and removal included deep lacerations with minor bleeding (n = 31,  16%), ulcer (n = 11, 5.7%), perforation (n = 3, 1.5%), and abscess (n = 1, 0.5%).  Four patients underwent operations because of incomplete endoscopic foreign body  extraction. In multivariate analyses, risk factors for endoscopic complications  and failure were sharpness (HR = 2.48, 95%CI: 1.07-5.72; P = 0.034) and a greater  than 12-h duration of impaction (HR = 2.42, 95%CI: 1.12-5.25, P = 0.025).  CONCLUSION: In cases of longer than 12 h since foreign body ingestion or  sharp-pointed objects, rapid endoscopic intervention should be provided in  patients with ingested foreign bodies.",,False,
225,2015,"Kim, E.","Kim, EY; Min, YG; Bista, AB; Park, KJ; Kang, DK; Sun, JS",American Journal Of Roentgenology,,Web of Science,10.2214/ajr.15.14353,,Usefulness of ultralow-dose submillisievert chest ct using iterative reconstruction for initial evaluation of sharp fish bone esophageal foreign body,"OBJECTIVE. The purpose of this article was to evaluate the usefulness of ultralow-dose chest CT as an initial imaging study for evaluation of sharp fish bone esophageal foreign body (FB). MATERIALS AND METHODS. A total of 57 subjects who underwent ultralow-dose chest CT were included in this retrospective study. All subjects had a history of ingestion and symptoms of esophageal FB. All ultralow-dose chest CT data were reconstructed twice, once with filtered back projection (FBP) and once with iterative reconstruction, and three observers reviewed the images independently. ROC analysis was used to evaluate diagnostic performance of ultralow-dose chest CT. Intraclass correlation coefficient (ICC) was calculated for analysis of interobserver agreement. RESULTS. Among 57 patients, 42 were confirmed as having esophageal FB. Significant objective noise reduction of mediastinum was achieved using an iterative reconstruction technique. Subjective image noise of iterative reconstruction was significantly better than that of FBP. Overall diagnostic performance of ultralow-dose chest CT for esophageal FB of iterative reconstruction (AUC = 0.999) was significantly better than that of FBP (AUC = 0.95) (p = 0.02). Interobserver agreement was greater for iterative reconstruction (ICC = 0.944) than for FBP (ICC = 0.778). CONCLUSION. Ultralow-dose chest CT using iterative reconstruction provided satisfactory diagnostic image quality for identifying fish bone esophageal FB with reduced radiation dose and high observer accuracy. Therefore, ultralow-dose chest CT would be adequate as a first-line imaging modality for fish bone esophageal FB.",,False,
226,2015,"Akay, S.","Akay, Seval; Günay, Süleyman; Binicier, Ömer Burçak; Paköz, Zehra Betül; Akar, Harun",Endoscopy,,PubMed,10.1055/s-0035-1569668,,A deliberately swallowed foreign body: money package,,,False,
227,2015,"Brunner, J.",Brunner J.; Russel M.; Herr K.; Benjamin E.; Myers L.; Boyko O.; Jaffray P.; Reddy S.,"Seminars In Ultrasound, Ct And Mri",,SCOPUS,10.1053/j.sult.2014.10.007,,Nonsuicidal self-injury-related foreign bodies in the emergency department,"Nonsuicidal self-injury is a common cause of foreign bodies encountered in emergency departments, resulting in significant morbidity, mortality, and economic costs. We review the role of imaging and frequent imaging findings in nonsuicidal self-injury, illustrated by case examples from a level 1 trauma center with dedicated jail and psychiatric wards in a major US metropolitan teaching hospital. © 2014.",,False,
228,2015,"Diamond, S.","Diamond, Sarah J.; Sonnenberg, Amnon",Endoscopy,,PubMed,10.1055/s-0034-1390920,,A game theoretic approach to repeated foreign body ingestion,,,False,
229,2015,"Divers, T.","TS Mair, TJ Divers",,"TS Mair, TJ Divers - 2015 - books.google.com",Google Scholar,,https://www.cabidigitallibrary.org/doi/full/10.5555/20163211755,Equine Internal Medicine: Self-Assessment Color Review Second Edition,"Written by well-respected experts in the field, this new edition of a bestseller has been completely updated and includes all new cases. The cases appear in random order, just as they ...","Written by well-respected experts from the UK and USA, Equine Internal Medicine: Self-Assessment Color Review Second Edition presents more than 200 interesting and challenging cases encountered in equine practice, complete with photographs, imaging, or endoscopy findings; blood or fluid smears; other ancillary tests; and, in some cases, pathologic findings. Completely revised and updated, this new edition of a bestseller contains entirely new cases, presented in random order, just as they would in practice. The cases are formatted as self-assessment problems comprising integrated questions, illustrations, and detailed explanations designed to educate as well as to provide answers. The authors include pertinent questions with each case to guide you through the case workup and treatments with in-depth answers for each case in the second half of the book. They provide a short list of pertinent references after most cases. Coverage includes neurology, cardiology, respiratory disease, gastroenterology, urology, infectious diseases, parasitology, hematology, oncology, endocrinology, reproduction, dermatology, ophthalmology, immunology, and musculoskeletal disorders, in foals and adult horses. Whether preparing for exams or continuing your professional development, this book gives you a firm foundation in how to assess, diagnose, and treat a wide variety of cases.",True,4.0
230,2015,"Adaobi, O.","OO Lucky, EO Adaobi",Online Journal Of Otolaryngology,"OO Lucky, EO Adaobi - Online Journal of Otolaryngology, 2015 - Citeseer",Google Scholar,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2924fc8ebe5922646a52365ac8b4e9b15ee95e3f,Disk Batteries In The Esophagus Of Nigerian Children: Case Series,Foreign body (FB) ingestion is common in clinical practice especially in children. Its impaction in the esophagus constitutes an important cause of morbidity and mortality in our ...,"Foreign body (FB) ingestion is common in
clinical practice especially in children. Its im-
paction in the esophagus constitutes an im-
portant cause of morbidity and mortality in
our environment. Due to technological ad-
vancement and increase use of disk batteries
to power children toys and remote control
gadgets, ingestion of disk batteries is now
commonplace. In our environment there is
paucity of information on disk batteries
hence we decided to present case series of
disk batteries in the esophagus of children
highlighting the peculiarities of disk batteries,
the dangers posed by them, the mode of re-
trieval, complications encountered, and pos-
sible recommendations to curtail the increas-
ing occurrence.",False,
231,2015,"Dunphy, L.","Dunphy, Louise; Maatouk, Mohamed; Raja, Mazhar; O'Hara, Richard",Bmj Case Reports,,PubMed,10.1136/bcr-2014-208922,,Ingested cylindrical batteries in an incarcerated male: a caustic tale!,"A 37-year-old incarcerated man presented to the accident and emergency department following the deliberate ingestion of eight cylindrical batteries. He also  admitted to inserting a razor blade wrapped in cling-film into his rectum; in  addition, he sustained a self-inflicted laceration to his left antecubital fossa,  using the metal casing from a battery. His medical history included a borderline  and emotionally unstable personality disorder. He had ingested several batteries  12 months previously and required an emergency laparotomy to retrieve them. On  the present admission, as there was no clinical evidence of small bowel  obstruction, he was treated conservatively with serial radiographs. Following  conservative management, the batteries failed to progress through the  gastrointestinal tract, hence a laparotomy was performed and all the batteries  were extricated. This paper discusses the management and associated sequelae of  patients presenting following the intentional ingestion of a battery.",,False,
232,2015,"Díaz-Alejo, C.","Díaz-Alejo, C.; Rodríguez-Navarro, M. Á; Rastrollo Peña, D.; García Fernández, R.",Revista Espanola De Anestesiologia Y Reanimacion,,PubMed,10.1016/j.redar.2014.10.007,,Attempted suicide by recurrent intentionally foreign object ingest: a challenge for the anesthesiologist,,,False,
233,2015,"Evans, D.","Evans, David C.; Wojda, Thomas R.; Jones, Christian D.; Otey, Andrew J.; Stawicki, Stanislaw P.",World Journal Of Gastrointestinal Endoscopy,,PubMed,10.4253/wjge.v7.i3.162,,Intentional ingestions of foreign objects among prisoners: a review,"The intentional ingestion of foreign objects (IIFO) is described more commonly in prison populations than in the general population, with an estimated annual  incidence of 1 in 1900 inmates in our state correctional facilities. Incidents  often involve ingestion of small metal objects (e.g., paperclips, razor blades)  or other commonly available items like pens or eating utensils. Despite ingestion  of relatively sharp objects, most episodes can be clinically managed with either  observation or endoscopy. Surgery should be reserved for those with signs or  symptoms of gastrointestinal perforation or obstruction. For those with a history  of IIFO, efforts should focus on prevention of recurrence as subsequent episodes  are associated with higher morbidity, significant healthcare and security costs.  The pattern of IIFO is often repetitive, with escalation both in frequency of  ingestions and in number of items ingested. Little is known about successful  prevention strategies, but efforts to monitor patients and provide psychiatric  care are potential best-practice strategies. This article aims to provide  state-of-the art review on the topic, followed by a set of basic recommendations.",,False,
234,2015,"Gupta, M.","Gupta, Mukesh Kumar; Kant, Kamal; Vishnoi, Anil; Kumar, Abhijit",Indian Journal Of Surgery,,PubMed,10.1007/s12262-014-1192-5,,"""jodhpur bezoar"": giant polyurethane bezoar","Acute upper gastrointestinal obstruction due to foreign body ingestion is rare (<6 % of all small intestinal obstruction). Bezoars tend to grow slowly and only  thereafter cause obstruction, if any. Rapid formation of a bezoar within hours of  ingestion of the offending substance is a unique entity. Here, we present a case  of a 22-year-old Indian male who was brought in the emergency department with  history of ingesting chemicals used for refrigerator insulation, with suicidal  intent. Within hours, he was operated for suspected perforation. And on the  operation table, we came across surprisingly a cast extending from the whole of  the esophagus to as far as 2 ft of proximal jejunum! Probably the first of its  kind ever known! And no breach in the gut could be found in spite of free gas  under the dome of diaphragm, probably due to the chemicals sealing the rent as it  solidified!",,True,7.0
235,2015,"Hagos, M.",MD Mekonnen Hagos,,MD Mekonnen Hagos - gestion,Google Scholar,,https://pubmed.ncbi.nlm.nih.gov/26591293/,"Foreign Bodies In The Ear, Nose And Esophogus In Pediatric Age Group, At Mekelle Hospital Ethiopia.",,"Background
The ingestion of foreign body is a common problem in children, some of which may cause damage or may be associated with toxicity.
Objective
To evaluate and analyze the pattern of foreign bodies in children in the esophagus, ears and nose with review of the techniques for removal in the emergency department.
Methods
From Sept 1, 2008 to May 30, 2010, a review of all children with foreign bodies in the esophagus, ears and in the nose was done to assess the patterns and treatment outcomes. The source and the study group were (N-72). Data concerning socio- demographics, characterization, presenting symptoms and signs, techniques of retrieval and outcomes were extracted and filled in a previously prepared protocol sheet. Descriptive analysis was done using SPSS- computer statistical software.
Results
During the study period, 72 children, victims of foreign bodies in the esophagus, ears and in the nose were included in the study. Of these 44 (61.1%), 28 (38.9%) were male and female children, respectively. The age ranged from 11 months to 14 years with (mean = 4 years). The most affected age group was between 0-5 years accounting for 46 (63.9%) followed by the age group between 6-10 years accounting for 20 (27.8%) of all cases. Males 44 (61.1%) were predominantly most affected than females 28 (38.8%). The location of foreign bodies in this study were in the ears 45 (62.5%), esophagus 17 (23.6%) and in the nose 10 (13.9%) in order of their frequency. Swallowed foreign bodies were successfully removed by Magill forceps. Foreign bodies in the ears and in the nose were removed by careful but different techniques depending on the type and the clinical condition of the patient at time of intervention.
Conclusion
Our study revealed a higher number of patients with foreign bodies in the ears and in the esophagus. Only a small number ofpatients presented with FBS in the nose. Food items in the ears, in the nose and coins in the esophagus were items frequently observed. Early suspicion, early diagnosis and prompt intervention have attributed to reduce morbidities of major events.",False,
